ANALYSIS_ID,CUSTOMER_ID,IMAGE_STAGE_PATH,SKIN_HEX,SKIN_LAB,SKIN_RGB,LIP_HEX,LIP_LAB,LIP_RGB,LIP_IS_NATURAL,ESTIMATED_NATURAL_LIP_HEX,FITZPATRICK_TYPE,MONK_SHADE,UNDERTONE,ITA_ANGLE,MAKEUP_DETECTED,DETECTED_MAKEUP_TYPES,CONFIDENCE_SCORE,FACE_QUALITY_SCORE,LIGHTING_QUALITY,ANALYZED_AT,ANALYSIS_DURATION_MS,MODEL_VERSION
d0bd0f56-467a-477b-9f28-bcae5bf43c38,57234a5b-25b5-4795-a408-aa173bc8c50e,@CUSTOMERS.FACE_IMAGES/57234a5b-25b5-4795-a408-aa173bc8c50e/analysis_3.jpg,#fda9a9,"[
  70.73698955576963,
  11.739105486556085,
  17.42803884615931
]","[
  231,
  211,
  134
]",#b2745d,,,True,,3,5,Cool,17.1,False,"[
  ""mascara"",
  ""lipstick"",
  ""eyeshadow""
]",0.9,0.8,acceptable,2025-10-28 21:05:26,585,1.0.0
e287cc1b-cfa5-4998-9cf7-9ac847543a95,57234a5b-25b5-4795-a408-aa173bc8c50e,@CUSTOMERS.FACE_IMAGES/57234a5b-25b5-4795-a408-aa173bc8c50e/analysis_4.jpg,#00bba4,"[
  55.0751362055446,
  5.104238754675299,
  18.239747267053012
]","[
  230,
  219,
  108
]",#b17474,,,True,,3,5,Cool,55.0,True,"[
  ""foundation""
]",0.84,0.87,acceptable,2025-08-25 17:27:26,1672,1.0.0
7050b80b-1be8-47fc-87b3-7e040629b3ec,f793a112-5ed6-4e7d-9b59-3065cfcdad1f,@CUSTOMERS.FACE_IMAGES/f793a112-5ed6-4e7d-9b59-3065cfcdad1f/analysis_1.jpg,#c3b6a5,"[
  72.27969388433638,
  14.477472961851706,
  11.646534206405498
]","[
  228,
  199,
  115
]",#c2558a,,,False,,5,5,Warm,46.8,False,[],0.82,0.83,acceptable,2025-11-20 01:21:26,1164,1.0.0
5ad4361d-cfad-41e4-abdc-93343881541c,f793a112-5ed6-4e7d-9b59-3065cfcdad1f,@CUSTOMERS.FACE_IMAGES/f793a112-5ed6-4e7d-9b59-3065cfcdad1f/analysis_2.jpg,#a6a987,"[
  79.31062267841736,
  1.766896613046085,
  15.157442393248859
]","[
  184,
  194,
  130
]",#d7685b,,,False,,5,5,Warm,11.7,True,[],0.98,0.77,acceptable,2025-11-17 02:06:26,1005,1.0.0
0e79bedd-9478-451c-9d28-69ae8ff1f952,91037eae-79b0-44d9-a876-382bd9674f07,@CUSTOMERS.FACE_IMAGES/91037eae-79b0-44d9-a876-382bd9674f07/analysis_1.jpg,#edc995,"[
  78.19133867358632,
  6.0047357983611,
  27.837962044486268
]","[
  192,
  195,
  170
]",#ba4a5d,,,True,,2,6,Neutral,39.6,True,"[
  ""lipstick""
]",0.88,0.89,acceptable,2025-07-06 15:26:26,625,1.0.0
0fd4cdf9-901f-4209-8307-d5e4a36ee1c9,503c1932-1675-49ea-b8a9-b51e05b7c187,@CUSTOMERS.FACE_IMAGES/503c1932-1675-49ea-b8a9-b51e05b7c187/analysis_1.jpg,#61b797,"[
  65.98745629711338,
  8.329020979645946,
  24.97387092008634
]","[
  255,
  193,
  137
]",#c65776,,,True,,3,4,Cool,48.4,True,"[
  ""lipstick"",
  ""mascara"",
  ""foundation""
]",0.89,0.72,poor,2025-06-24 08:37:26,824,1.0.0
e75d0e81-cb28-4626-a62e-06de6f60d0d3,503c1932-1675-49ea-b8a9-b51e05b7c187,@CUSTOMERS.FACE_IMAGES/503c1932-1675-49ea-b8a9-b51e05b7c187/analysis_2.jpg,#93c19c,"[
  75.81957795935129,
  2.199917041255852,
  14.553989761352263
]","[
  188,
  158,
  116
]",#97587c,,,False,,3,4,Cool,35.4,True,"[
  ""foundation"",
  ""eyeshadow""
]",0.9,0.7,poor,2025-10-22 08:15:26,1510,1.0.0
e07c9c9a-7547-477d-b746-1c424ae044d4,503c1932-1675-49ea-b8a9-b51e05b7c187,@CUSTOMERS.FACE_IMAGES/503c1932-1675-49ea-b8a9-b51e05b7c187/analysis_3.jpg,#c0c985,"[
  56.06825232360812,
  0.034270529129683425,
  22.348150676594422
]","[
  237,
  168,
  120
]",#be3675,,,True,,3,4,Cool,17.9,False,"[
  ""foundation"",
  ""eyeshadow""
]",0.9,0.82,poor,2025-09-20 19:32:26,1759,1.0.0
0b5569e5-fac3-488a-b8cc-0e76fde02f9c,503c1932-1675-49ea-b8a9-b51e05b7c187,@CUSTOMERS.FACE_IMAGES/503c1932-1675-49ea-b8a9-b51e05b7c187/analysis_4.jpg,#fcc26e,"[
  54.38251223068623,
  12.763089783803597,
  22.620441208046454
]","[
  233,
  172,
  154
]",#c24a70,,,False,,3,4,Cool,28.0,True,"[
  ""foundation"",
  ""eyeshadow"",
  ""mascara""
]",0.94,0.74,poor,2025-12-17 14:31:26,1969,1.0.0
5ad02dfb-ec64-4ed2-a69b-99b542082181,503c1932-1675-49ea-b8a9-b51e05b7c187,@CUSTOMERS.FACE_IMAGES/503c1932-1675-49ea-b8a9-b51e05b7c187/analysis_5.jpg,#82bf9d,"[
  78.58447510820837,
  6.8187161625923505,
  28.654278252695146
]","[
  206,
  201,
  163
]",#cc4b6b,,,True,,3,4,Cool,53.2,True,"[
  ""lipstick"",
  ""foundation""
]",0.81,0.77,poor,2025-10-22 08:59:26,1107,1.0.0
4c65000f-6f36-4d4a-8b63-43d0f5285b03,e64406f7-94c8-4fd7-938f-24e6076d1178,@CUSTOMERS.FACE_IMAGES/e64406f7-94c8-4fd7-938f-24e6076d1178/analysis_1.jpg,#a3ab7c,"[
  64.89896237000316,
  8.862902555654388,
  23.275629917202238
]","[
  202,
  159,
  150
]",#d26770,,,True,,3,4,Neutral,38.7,False,[],0.91,0.74,acceptable,2025-08-18 05:58:26,1534,1.0.0
2d382b0a-8f9d-4d9b-ae3d-4d59a10d8747,3fe7c063-1bbd-4a1f-9557-24a37b03c4de,@CUSTOMERS.FACE_IMAGES/3fe7c063-1bbd-4a1f-9557-24a37b03c4de/analysis_1.jpg,#72be68,"[
  54.473514591100624,
  -3.265862630899694,
  18.567385706275658
]","[
  224,
  197,
  135
]",#b13c5a,,,False,,3,1,Cool,52.5,True,[],0.88,0.72,good,2025-12-16 04:41:26,1791,1.0.0
d5085eb4-ca7a-4893-8f37-7b82286f9d1b,abb065d8-1d13-4b72-bb43-56a8599bcee1,@CUSTOMERS.FACE_IMAGES/abb065d8-1d13-4b72-bb43-56a8599bcee1/analysis_1.jpg,#63b2ab,"[
  79.1511121326021,
  -0.8761795898796487,
  15.273891680328994
]","[
  235,
  153,
  125
]",#c93362,,,True,,2,5,Cool,24.8,False,"[
  ""foundation"",
  ""eyeshadow"",
  ""mascara""
]",0.84,0.82,good,2025-10-02 23:28:26,1302,1.0.0
b3c9da44-9541-4046-b85f-c19f42575ba5,abb065d8-1d13-4b72-bb43-56a8599bcee1,@CUSTOMERS.FACE_IMAGES/abb065d8-1d13-4b72-bb43-56a8599bcee1/analysis_2.jpg,#7fa795,"[
  70.27441286637266,
  2.3332773370467645,
  29.786060979320858
]","[
  192,
  187,
  140
]",#b86676,,,True,,2,5,Cool,49.6,False,"[
  ""foundation""
]",0.96,0.9,good,2025-08-06 07:38:26,1746,1.0.0
5e9d4193-c2ab-4514-b52f-01c2d5ede735,abb065d8-1d13-4b72-bb43-56a8599bcee1,@CUSTOMERS.FACE_IMAGES/abb065d8-1d13-4b72-bb43-56a8599bcee1/analysis_3.jpg,#dbc086,"[
  58.23428642748609,
  2.7691189149047535,
  13.473760886652231
]","[
  240,
  212,
  134
]",#d16a8c,,,False,,2,5,Cool,34.9,False,"[
  ""lipstick"",
  ""eyeshadow"",
  ""foundation""
]",0.86,0.85,acceptable,2025-08-09 06:48:26,1684,1.0.0
abdf9089-897d-44d0-b484-7fa3a232b1ec,abb065d8-1d13-4b72-bb43-56a8599bcee1,@CUSTOMERS.FACE_IMAGES/abb065d8-1d13-4b72-bb43-56a8599bcee1/analysis_4.jpg,#459f6c,"[
  57.2029283800548,
  14.514354731980369,
  18.301288568402732
]","[
  223,
  155,
  179
]",#c4715c,,,True,,2,5,Cool,39.7,False,"[
  ""foundation"",
  ""lipstick"",
  ""eyeshadow""
]",0.92,0.85,acceptable,2025-07-29 01:02:26,1174,1.0.0
3c6650e0-2a17-4c7b-970b-6a3359ce5772,abb065d8-1d13-4b72-bb43-56a8599bcee1,@CUSTOMERS.FACE_IMAGES/abb065d8-1d13-4b72-bb43-56a8599bcee1/analysis_5.jpg,#99d16c,"[
  60.14746046093687,
  -2.6195562356567215,
  25.219375779796334
]","[
  210,
  197,
  106
]",#b74a87,,,True,,2,5,Cool,22.4,True,"[
  ""mascara"",
  ""lipstick""
]",0.83,0.91,acceptable,2025-12-07 12:31:26,971,1.0.0
f43049ec-5ccc-491a-9836-57d2654fc7be,9ec3c4f6-ee36-4b1a-a604-7f1e8eae7f4e,@CUSTOMERS.FACE_IMAGES/9ec3c4f6-ee36-4b1a-a604-7f1e8eae7f4e/analysis_1.jpg,#5bae9d,"[
  79.0355389633054,
  3.6158663477700426,
  17.354143705557128
]","[
  251,
  177,
  153
]",#bd4257,,,True,,3,6,Warm,45.7,False,"[
  ""mascara"",
  ""foundation"",
  ""lipstick""
]",0.88,0.85,good,2025-08-17 02:22:26,768,1.0.0
c5cfd1ea-ea92-4b31-989d-c055113c6049,9ec3c4f6-ee36-4b1a-a604-7f1e8eae7f4e,@CUSTOMERS.FACE_IMAGES/9ec3c4f6-ee36-4b1a-a604-7f1e8eae7f4e/analysis_2.jpg,#6e9a96,"[
  54.19959911301287,
  9.136620021444141,
  21.13348136558243
]","[
  230,
  170,
  166
]",#9f7173,,,False,,3,6,Warm,28.6,True,[],0.81,0.89,acceptable,2025-06-28 21:11:26,1195,1.0.0
7cd0629a-afba-4b89-9beb-cf7b5733be86,8fd4d42e-804c-4ac1-85d8-37105bd580b8,@CUSTOMERS.FACE_IMAGES/8fd4d42e-804c-4ac1-85d8-37105bd580b8/analysis_1.jpg,#76afa9,"[
  61.12691146740056,
  10.998540072288938,
  26.0186147888004
]","[
  197,
  213,
  127
]",#9f5283,,,False,,4,3,Warm,49.0,True,"[
  ""eyeshadow"",
  ""mascara""
]",0.96,0.77,poor,2025-11-17 23:52:26,1596,1.0.0
22322aa2-3bb2-47f3-8de1-d31997a0f5d2,8fd4d42e-804c-4ac1-85d8-37105bd580b8,@CUSTOMERS.FACE_IMAGES/8fd4d42e-804c-4ac1-85d8-37105bd580b8/analysis_2.jpg,#ecac75,"[
  67.81448243182842,
  8.170716320823326,
  18.776211521417032
]","[
  193,
  214,
  136
]",#db3252,,,False,,4,3,Warm,22.0,True,"[
  ""foundation"",
  ""mascara"",
  ""lipstick""
]",0.87,0.86,acceptable,2025-08-10 14:55:26,1691,1.0.0
4ed21b78-e981-4b16-85a8-4f40652aa2c1,8fd4d42e-804c-4ac1-85d8-37105bd580b8,@CUSTOMERS.FACE_IMAGES/8fd4d42e-804c-4ac1-85d8-37105bd580b8/analysis_3.jpg,#c7bd6d,"[
  76.45347220223161,
  8.213512251684483,
  23.865917147230565
]","[
  209,
  217,
  143
]",#a65257,,,False,,4,3,Warm,32.5,False,"[
  ""lipstick"",
  ""mascara""
]",0.94,0.83,good,2025-11-03 22:08:26,1728,1.0.0
7f4efc13-c227-4658-aeec-f924ef462851,8fd4d42e-804c-4ac1-85d8-37105bd580b8,@CUSTOMERS.FACE_IMAGES/8fd4d42e-804c-4ac1-85d8-37105bd580b8/analysis_4.jpg,#bca379,"[
  60.783768025840715,
  11.369965350112466,
  25.063915101688764
]","[
  222,
  190,
  132
]",#d56a57,,,True,,4,3,Warm,10.5,True,[],0.97,0.73,poor,2025-09-06 17:23:26,976,1.0.0
65613cb6-67ef-4457-903b-c21c4f609908,f4c95264-d3c0-45e7-805a-5d06d10eec78,@CUSTOMERS.FACE_IMAGES/f4c95264-d3c0-45e7-805a-5d06d10eec78/analysis_1.jpg,#25d66c,"[
  56.79117112022931,
  5.582530451736593,
  18.292558898454637
]","[
  238,
  152,
  141
]",#c67462,,,True,,3,4,Warm,54.1,True,"[
  ""foundation"",
  ""lipstick""
]",0.95,0.81,good,2025-07-25 02:56:26,1583,1.0.0
b13a25eb-337b-43f6-bcf8-cc4f4714fc71,f4c95264-d3c0-45e7-805a-5d06d10eec78,@CUSTOMERS.FACE_IMAGES/f4c95264-d3c0-45e7-805a-5d06d10eec78/analysis_2.jpg,#67bd7f,"[
  50.452115006525766,
  4.0108621769839985,
  12.37445870711036
]","[
  200,
  195,
  129
]",#a53c76,,,True,,3,4,Warm,39.4,True,"[
  ""lipstick"",
  ""foundation""
]",0.96,0.9,good,2025-10-25 21:59:26,1054,1.0.0
0bb4413a-bc04-4747-a70c-a6a98a262a7e,f4c95264-d3c0-45e7-805a-5d06d10eec78,@CUSTOMERS.FACE_IMAGES/f4c95264-d3c0-45e7-805a-5d06d10eec78/analysis_3.jpg,#71bab2,"[
  74.22578682301067,
  -2.74668083011413,
  22.565503691927958
]","[
  242,
  192,
  130
]",#d94285,,,True,,3,4,Warm,34.2,False,"[
  ""lipstick""
]",0.83,0.9,poor,2025-09-12 14:57:26,698,1.0.0
798be10b-1808-457f-a8ee-941e302dc34e,01b0f139-5f26-4d3a-bfde-02bd51e8f86e,@CUSTOMERS.FACE_IMAGES/01b0f139-5f26-4d3a-bfde-02bd51e8f86e/analysis_1.jpg,#fbda97,"[
  77.00401096443645,
  4.819307377317905,
  26.303352134983633
]","[
  238,
  199,
  142
]",#b7705e,,,False,,2,6,Warm,38.4,False,"[
  ""mascara"",
  ""foundation""
]",0.9,0.89,good,2025-07-09 22:08:26,1762,1.0.0
a770a064-f9eb-4f1f-85eb-c9a8e8cfdc3d,01b0f139-5f26-4d3a-bfde-02bd51e8f86e,@CUSTOMERS.FACE_IMAGES/01b0f139-5f26-4d3a-bfde-02bd51e8f86e/analysis_2.jpg,#61cf6f,"[
  76.95744873480811,
  -0.29499064702703315,
  20.50518240694508
]","[
  250,
  180,
  149
]",#9c4860,,,True,,2,6,Warm,32.3,True,"[
  ""eyeshadow"",
  ""foundation""
]",0.8,0.76,poor,2025-09-01 02:48:26,1595,1.0.0
027fcea7-d6db-4826-8ad2-c0267271268e,01b0f139-5f26-4d3a-bfde-02bd51e8f86e,@CUSTOMERS.FACE_IMAGES/01b0f139-5f26-4d3a-bfde-02bd51e8f86e/analysis_3.jpg,#07ce90,"[
  78.97027620388721,
  1.9895166575459822,
  23.601127105047663
]","[
  238,
  143,
  146
]",#bc5a7c,,,True,,2,6,Warm,40.4,False,"[
  ""eyeshadow""
]",0.99,0.8,good,2025-12-07 02:06:26,1082,1.0.0
3f4944f9-a02f-4f71-b40a-6d500092074c,01b0f139-5f26-4d3a-bfde-02bd51e8f86e,@CUSTOMERS.FACE_IMAGES/01b0f139-5f26-4d3a-bfde-02bd51e8f86e/analysis_4.jpg,#eeb490,"[
  69.46704168973599,
  5.981507408195823,
  14.475788117105017
]","[
  204,
  167,
  156
]",#d83d55,,,False,,2,6,Warm,40.5,True,"[
  ""lipstick"",
  ""foundation"",
  ""mascara""
]",0.92,0.71,good,2025-12-06 15:04:26,1647,1.0.0
ef9a9bc0-c6b9-4eb2-a3cd-e351ffe81077,01b0f139-5f26-4d3a-bfde-02bd51e8f86e,@CUSTOMERS.FACE_IMAGES/01b0f139-5f26-4d3a-bfde-02bd51e8f86e/analysis_5.jpg,#2bb68f,"[
  58.942727021870255,
  11.232280532217704,
  15.357150270945038
]","[
  194,
  145,
  170
]",#d95a72,,,True,,2,6,Warm,18.1,True,"[
  ""mascara"",
  ""eyeshadow""
]",0.82,0.83,poor,2025-09-16 14:43:26,1326,1.0.0
094c5d53-de4a-464b-bc15-d3f769547bb6,2f1b5f7b-62c8-4eae-924e-126f97748b1a,@CUSTOMERS.FACE_IMAGES/2f1b5f7b-62c8-4eae-924e-126f97748b1a/analysis_1.jpg,#929b83,"[
  50.816985175661436,
  4.106925325095684,
  25.74084105504111
]","[
  255,
  151,
  109
]",#b95f7e,,,True,,4,3,Cool,44.7,False,[],0.98,0.85,poor,2025-11-11 23:18:26,1123,1.0.0
e7a9aed7-c9ad-4202-90c4-4ccdcf3c0e4e,2f1b5f7b-62c8-4eae-924e-126f97748b1a,@CUSTOMERS.FACE_IMAGES/2f1b5f7b-62c8-4eae-924e-126f97748b1a/analysis_2.jpg,#f0dcae,"[
  75.48210995509582,
  -4.129581031427092,
  16.615475550013777
]","[
  218,
  159,
  159
]",#d43885,,,True,,4,3,Cool,26.8,True,[],0.87,0.72,acceptable,2025-10-29 07:54:26,1915,1.0.0
89d3f70a-bd9e-48d5-a27b-1a800dd6e4b7,2f1b5f7b-62c8-4eae-924e-126f97748b1a,@CUSTOMERS.FACE_IMAGES/2f1b5f7b-62c8-4eae-924e-126f97748b1a/analysis_3.jpg,#aaa27f,"[
  52.72854516439394,
  9.86039112736834,
  24.886387949526643
]","[
  182,
  164,
  112
]",#db6168,,,True,,4,3,Cool,10.2,False,"[
  ""lipstick""
]",0.83,0.83,good,2025-09-15 14:02:26,1397,1.0.0
c2ba32a4-49e3-4f7f-9a5b-34daa5f11efc,2f1b5f7b-62c8-4eae-924e-126f97748b1a,@CUSTOMERS.FACE_IMAGES/2f1b5f7b-62c8-4eae-924e-126f97748b1a/analysis_4.jpg,#bed4a7,"[
  60.276611116112,
  3.9903067692929675,
  17.46866986811869
]","[
  229,
  198,
  124
]",#d25f61,,,True,,4,3,Cool,36.2,True,"[
  ""eyeshadow"",
  ""lipstick""
]",0.86,0.71,acceptable,2025-07-08 08:22:26,1504,1.0.0
ac16a4ec-7be5-4549-b857-688f9d171a45,2f1b5f7b-62c8-4eae-924e-126f97748b1a,@CUSTOMERS.FACE_IMAGES/2f1b5f7b-62c8-4eae-924e-126f97748b1a/analysis_5.jpg,#c4d979,"[
  55.599010521739224,
  9.418359496952466,
  13.213622075021812
]","[
  235,
  169,
  152
]",#bf5d80,,,False,,4,3,Cool,47.0,True,"[
  ""lipstick"",
  ""eyeshadow""
]",0.94,0.71,poor,2025-07-01 02:53:26,1930,1.0.0
1b57c449-ca63-4bfa-bddd-aeabe3192922,f062202b-2d4f-439a-b4d8-7bf70f02750e,@CUSTOMERS.FACE_IMAGES/f062202b-2d4f-439a-b4d8-7bf70f02750e/analysis_1.jpg,#e0b97b,"[
  74.72724456581061,
  12.882085754418856,
  14.96289302090438
]","[
  217,
  145,
  149
]",#cb506f,,,True,,4,5,Neutral,22.5,True,"[
  ""mascara""
]",0.97,0.88,acceptable,2025-12-12 00:49:26,1926,1.0.0
874d0519-6904-40d2-9e4a-61f52106b3a4,f062202b-2d4f-439a-b4d8-7bf70f02750e,@CUSTOMERS.FACE_IMAGES/f062202b-2d4f-439a-b4d8-7bf70f02750e/analysis_2.jpg,#ceaf6c,"[
  75.21372642787884,
  -0.6331508438926825,
  21.34081209055481
]","[
  203,
  202,
  175
]",#db385f,,,True,,4,5,Neutral,27.8,False,[],0.82,0.9,poor,2025-10-08 01:40:26,1330,1.0.0
2515edad-c473-4a96-a622-1bdea90ad720,f062202b-2d4f-439a-b4d8-7bf70f02750e,@CUSTOMERS.FACE_IMAGES/f062202b-2d4f-439a-b4d8-7bf70f02750e/analysis_3.jpg,#9ba4aa,"[
  63.99750108838573,
  13.880512950371774,
  25.994081069128434
]","[
  190,
  152,
  177
]",#bc6855,,,True,,4,5,Neutral,34.2,False,[],0.97,0.93,good,2025-10-12 06:47:26,822,1.0.0
2d96becb-cb83-4b84-ac0f-7008c01aaf97,f062202b-2d4f-439a-b4d8-7bf70f02750e,@CUSTOMERS.FACE_IMAGES/f062202b-2d4f-439a-b4d8-7bf70f02750e/analysis_4.jpg,#4fa981,"[
  61.07268434709789,
  9.800067290350487,
  26.955150004822556
]","[
  209,
  162,
  158
]",#ab6882,,,True,,4,5,Neutral,26.8,False,[],0.88,0.79,acceptable,2025-09-05 17:00:26,1059,1.0.0
49482529-9bac-488b-9b65-420923ae412f,f062202b-2d4f-439a-b4d8-7bf70f02750e,@CUSTOMERS.FACE_IMAGES/f062202b-2d4f-439a-b4d8-7bf70f02750e/analysis_5.jpg,#5fd1ab,"[
  50.91680805740797,
  -1.379989946559208,
  16.96137656080928
]","[
  221,
  211,
  110
]",#ac5e75,,,False,,4,5,Neutral,34.0,False,"[
  ""mascara"",
  ""foundation"",
  ""lipstick""
]",0.96,0.91,good,2025-10-24 13:45:26,750,1.0.0
4f93c973-554e-44db-8481-e00169a8bfd1,0cb8d3df-ae9c-4374-8690-d0bbba676682,@CUSTOMERS.FACE_IMAGES/0cb8d3df-ae9c-4374-8690-d0bbba676682/analysis_1.jpg,#c5b79a,"[
  65.7585533565579,
  -2.083972820279767,
  12.880298965399554
]","[
  233,
  186,
  174
]",#a7566f,,,True,,3,3,Warm,46.0,True,[],0.91,0.85,good,2025-08-17 03:59:26,1612,1.0.0
237925ef-55c0-4cdc-8955-e109973c2b41,0cb8d3df-ae9c-4374-8690-d0bbba676682,@CUSTOMERS.FACE_IMAGES/0cb8d3df-ae9c-4374-8690-d0bbba676682/analysis_2.jpg,#cfc17f,"[
  65.91723337421756,
  7.690008564204611,
  15.000274394375415
]","[
  202,
  207,
  135
]",#9e6a5e,,,True,,3,3,Warm,40.3,True,"[
  ""eyeshadow""
]",0.95,0.93,poor,2025-09-19 16:01:26,1942,1.0.0
c47799e0-3295-4168-932e-29111c3f1884,0cb8d3df-ae9c-4374-8690-d0bbba676682,@CUSTOMERS.FACE_IMAGES/0cb8d3df-ae9c-4374-8690-d0bbba676682/analysis_3.jpg,#17cf67,"[
  66.25151318995226,
  2.7320002244435626,
  29.090319607693047
]","[
  225,
  163,
  175
]",#9a3d87,,,True,,3,3,Warm,48.8,False,"[
  ""foundation""
]",0.84,0.88,good,2025-08-29 18:38:26,1656,1.0.0
