VARIANT_ID,PRODUCT_ID,SKU,SHADE_NAME,SHADE_CODE,COLOR_HEX,COLOR_LAB,SIZE,SIZE_UNIT,PRICE_MODIFIER,IS_AVAILABLE,IS_DEFAULT,CREATED_AT,DISPLAY_ORDER
c77f5fd7-5b42-4a0f-a42f-56a6cefa1ddd,bc7b2942-4814-443f-9f83-ae30887b7ea7,SUM-LIP-0008-COR,Coral,04,#FF6B6B,,50ml,g,0.00,False,False,2025-05-31 12:40:54,3
c3e45be0-b0db-439e-b48a-2d9ad5463550,f24faa8d-5b25-4088-97d3-7677b8963326,MIL-LIP-0009-PER,Peru,01,#CD853F,,5ml,ml,0.00,True,True,2025-02-01 21:17:54,0
283735db-3335-41b1-912c-ba377e101053,f24faa8d-5b25-4088-97d3-7677b8963326,MIL-LIP-0009-ORA,Orange Red,02,#FF4500,,5ml,ml,0.00,True,False,2025-02-01 21:17:54,1
a0bef702-79bc-403f-8d19-6a4393a7748e,f24faa8d-5b25-4088-97d3-7677b8963326,MIL-LIP-0009-BUR,Burgundy,03,#800020,,5ml,ml,0.00,True,False,2025-02-01 21:17:54,2
3966db53-e5ef-4a8b-a928-bd2d534056be,f24faa8d-5b25-4088-97d3-7677b8963326,MIL-LIP-0009-SAD,Saddle Brown,04,#8B4513,,5ml,ml,0.00,True,False,2025-02-01 21:17:54,3
c98125e9-31f5-4959-9bb3-a5894fde9756,5baa4be0-04e2-4b87-bc26-1da30e353f4a,CLI-LIP-0010-DAR,Dark Pink,01,#E75480,,3g,g,0.00,False,True,2025-01-04 13:37:55,0
a2681250-ce81-49d1-afa7-b069ecf926ee,5baa4be0-04e2-4b87-bc26-1da30e353f4a,CLI-LIP-0010-PER,Peru,02,#CD853F,,3g,g,0.00,True,False,2025-01-04 13:37:55,1
68f21f9a-6f05-433f-b03e-1887023edb04,5baa4be0-04e2-4b87-bc26-1da30e353f4a,CLI-LIP-0010-COR,Coral Orange,03,#FF7F50,,3g,g,0.00,True,False,2025-01-04 13:37:55,2
f42a2b8b-e071-4be1-8f87-69aa606466b7,5baa4be0-04e2-4b87-bc26-1da30e353f4a,CLI-LIP-0010-CRI,Crimson,04,#DC143C,,3g,g,0.00,True,False,2025-01-04 13:37:55,3
35c4d7d9-9d83-47d1-954f-1f9bd29e25b0,cbf59a8b-5596-41ec-8aa2-85740de1bffe,EST-LIP-0011-CHO,Chocolate,01,#D2691E,,3g,g,0.00,True,True,2025-01-12 20:44:55,0
d6d68a60-a240-4eb8-8b9a-b91e52570e33,cbf59a8b-5596-41ec-8aa2-85740de1bffe,EST-LIP-0011-WHE,Wheat,02,#F5DEB3,,3g,g,0.00,True,False,2025-01-12 20:44:55,1
3918c98e-5b18-454e-8a1d-28dfe52bff14,cbf59a8b-5596-41ec-8aa2-85740de1bffe,EST-LIP-0011-DAR,Dark Pink,03,#E75480,,3g,g,0.00,False,False,2025-01-12 20:44:55,2
48abff35-d9d1-48d0-9b1b-77934e233a1b,cbf59a8b-5596-41ec-8aa2-85740de1bffe,EST-LIP-0011-PIN,Pink,04,#FFC0CB,,3g,g,0.00,True,False,2025-01-12 20:44:55,3
6fca5818-e99b-447b-bc72-76aff7545fe5,8a9437e5-bb37-44ed-8b92-c294663965d2,L'O-LIP-0012-CHO,Chocolate,01,#D2691E,,5ml,ml,0.00,True,True,2025-02-09 11:31:55,0
7cb8abfa-e085-4f29-84f8-e92d99d1bc4a,8a9437e5-bb37-44ed-8b92-c294663965d2,L'O-LIP-0012-BRO,Brown,02,#A52A2A,,5ml,ml,0.00,True,False,2025-02-09 11:31:55,1
bdb9ebd7-1f15-41e5-8fac-48fe508ce927,8a9437e5-bb37-44ed-8b92-c294663965d2,L'O-LIP-0012-SAD,Saddle Brown,03,#8B4513,,5ml,ml,0.00,True,False,2025-02-09 11:31:55,2
e2a8447c-0898-47f4-9ba1-408bc9ccd193,8a9437e5-bb37-44ed-8b92-c294663965d2,L'O-LIP-0012-COR,Coral,04,#FF6B6B,,5ml,ml,0.00,True,False,2025-02-09 11:31:55,3
18210010-75e5-4bd2-97fe-40d1d07e78e1,b3b2f293-bc16-4b41-958f-7a408d03839c,CHA-LIP-0013-BRO,Brown,01,#A52A2A,,10ml,ml,0.00,True,True,2025-06-26 02:29:55,0
a6c00388-d9af-4bbb-b136-9e0493fbb4b1,b3b2f293-bc16-4b41-958f-7a408d03839c,CHA-LIP-0013-PLU,Plum,02,#DDA0DD,,10ml,ml,0.00,True,False,2025-06-26 02:29:55,1
8c17775a-63e7-4e61-8509-c0283fa21ce9,b3b2f293-bc16-4b41-958f-7a408d03839c,CHA-LIP-0013-PER,Peru,03,#CD853F,,10ml,ml,0.00,True,False,2025-06-26 02:29:55,2
55b842bf-2bdd-438d-963a-e539331d2a03,b3b2f293-bc16-4b41-958f-7a408d03839c,CHA-LIP-0013-DAR,Dark Pink,04,#E75480,,10ml,ml,0.00,True,False,2025-06-26 02:29:55,3
05550887-e34c-4ded-a909-43a8dda4ceca,26b06223-5045-4f89-9fec-affaad3eb6ef,TAR-LIP-0014-PIN,Pink,01,#FFC0CB,,50ml,g,0.00,True,True,2025-01-04 17:59:55,0
59a456c7-2d45-47b8-bfdf-9c40863b3c75,26b06223-5045-4f89-9fec-affaad3eb6ef,TAR-LIP-0014-FIR,Firebrick,02,#B22222,,50ml,g,0.00,True,False,2025-01-04 17:59:55,1
ae85bc37-5545-4fc8-8f91-678ae5e2eddb,26b06223-5045-4f89-9fec-affaad3eb6ef,TAR-LIP-0014-COR,Coral Orange,03,#FF7F50,,50ml,g,0.00,False,False,2025-01-04 17:59:55,2
07afac89-a930-453c-a03d-060b1bfac7ce,26b06223-5045-4f89-9fec-affaad3eb6ef,TAR-LIP-0014-CHO,Chocolate,04,#D2691E,,50ml,g,0.00,True,False,2025-01-04 17:59:55,3
f0a6f6e3-af13-41c6-b959-c1d924b60a02,3d7d90a3-419f-4511-83dd-b897f1d0c348,MIL-LIP-0015-DAR,Dark Pink,01,#E75480,,5ml,g,0.00,False,True,2025-01-18 20:02:55,0
5081687b-63ae-4060-a4fe-2bd441001515,3d7d90a3-419f-4511-83dd-b897f1d0c348,MIL-LIP-0015-RUB,Ruby Red,02,#C41E3A,,5ml,g,0.00,True,False,2025-01-18 20:02:55,1
dec2b967-85f6-48dd-9fc5-8e77cf978fa6,3d7d90a3-419f-4511-83dd-b897f1d0c348,MIL-LIP-0015-PEA,Peach,03,#FFDAB9,,5ml,g,0.00,True,False,2025-01-18 20:02:55,2
f89dd277-9c6e-4ecc-a173-2f8c03b55393,3d7d90a3-419f-4511-83dd-b897f1d0c348,MIL-LIP-0015-PLU,Plum,04,#DDA0DD,,5ml,g,0.00,False,False,2025-01-18 20:02:55,3
9f06ebf7-9aca-4c69-a3ed-bb12eeb04c18,0b10bad3-945c-4db6-bc60-22c9fc378c05,URB-LIP-0016-SIE,Sienna,01,#A0522D,,30ml,g,0.00,True,True,2025-08-22 18:47:55,0
39f51f6d-6557-4a23-9cde-048bc003540c,0b10bad3-945c-4db6-bc60-22c9fc378c05,URB-LIP-0016-BUR,Burgundy,02,#800020,,30ml,g,0.00,False,False,2025-08-22 18:47:55,1
22ccdfc0-da7a-4385-96ed-23321ad32aac,0b10bad3-945c-4db6-bc60-22c9fc378c05,URB-LIP-0016-ORA,Orange Red,03,#FF4500,,30ml,g,0.00,True,False,2025-08-22 18:47:55,2
3322e92c-ae3c-4bbf-bb99-09d742280a9a,0b10bad3-945c-4db6-bc60-22c9fc378c05,URB-LIP-0016-PLU,Plum,04,#DDA0DD,,30ml,g,0.00,True,False,2025-08-22 18:47:55,3
ba8457a0-e55f-48f7-b80f-f9ace8093782,cebac180-617e-429a-ae99-70b0f7315c2b,DRU-LIP-0017-PLU,Plum,01,#DDA0DD,,30ml,g,0.00,False,True,2025-09-14 03:31:55,0
8824c61c-4ae3-4041-b965-2c25ca0c1d75,cebac180-617e-429a-ae99-70b0f7315c2b,DRU-LIP-0017-RUB,Ruby Red,02,#C41E3A,,30ml,g,0.00,True,False,2025-09-14 03:31:55,1
351de5c5-86e2-4441-8e51-17787fa2b05d,cebac180-617e-429a-ae99-70b0f7315c2b,DRU-LIP-0017-DAR,Dark Red,03,#8B0000,,30ml,g,0.00,True,False,2025-09-14 03:31:55,2
28c16c58-2290-4d2c-a5bd-974a0f1d086c,cebac180-617e-429a-ae99-70b0f7315c2b,DRU-LIP-0017-PER,Peru,04,#CD853F,,30ml,g,0.00,False,False,2025-09-14 03:31:55,3
e20e20e1-0d12-43f7-9ae9-11d26c9c5ec8,066c2bf9-71d5-4c2c-8258-216f8b39dab4,PAT-LIP-0018-ORA,Orange Red,01,#FF4500,,30ml,ml,0.00,True,True,2025-11-18 22:43:55,0
ca66489a-7903-4517-b4b8-3dd173364548,066c2bf9-71d5-4c2c-8258-216f8b39dab4,PAT-LIP-0018-PIN,Pink,02,#FFC0CB,,30ml,ml,0.00,True,False,2025-11-18 22:43:55,1
2c0869a0-54ce-4bce-953d-b84f0fef24c2,066c2bf9-71d5-4c2c-8258-216f8b39dab4,PAT-LIP-0018-RUB,Ruby Red,03,#C41E3A,,30ml,ml,0.00,True,False,2025-11-18 22:43:55,2
e2baf69e-5ddd-4f3c-bdf0-0c449611dce8,066c2bf9-71d5-4c2c-8258-216f8b39dab4,PAT-LIP-0018-FIR,Firebrick,04,#B22222,,30ml,ml,0.00,True,False,2025-11-18 22:43:55,3
357ba394-77f0-486b-a453-84d381e74b44,1a76a85d-57ee-4e7e-a513-bb97439a3363,HUD-LIP-0019-BUR,Burgundy,01,#800020,,10ml,g,0.00,True,True,2025-08-13 05:31:55,0
d2855ddc-3f4a-4182-9e10-2c5bbbf04bb7,1a76a85d-57ee-4e7e-a513-bb97439a3363,HUD-LIP-0019-BRO,Brown,02,#A52A2A,,10ml,g,0.00,True,False,2025-08-13 05:31:55,1
ae670227-ebcb-492b-b11e-3038bbd35e55,1a76a85d-57ee-4e7e-a513-bb97439a3363,HUD-LIP-0019-FIR,Firebrick,03,#B22222,,10ml,g,0.00,True,False,2025-08-13 05:31:55,2
837a12bf-f530-4541-b533-40f336262378,1a76a85d-57ee-4e7e-a513-bb97439a3363,HUD-LIP-0019-HOT,Hot Pink,04,#FF69B4,,10ml,g,0.00,True,False,2025-08-13 05:31:55,3
32960268-e8d5-4867-889f-d89a9a761a1f,7169fb5b-4a56-4c2d-aec0-d124ab1851bc,TAR-LIP-0020-DAR,Dark Pink,01,#E75480,,10ml,g,0.00,True,True,2025-04-23 19:13:55,0
9f0d0f96-37fc-4cb1-9482-16f022157280,7169fb5b-4a56-4c2d-aec0-d124ab1851bc,TAR-LIP-0020-BRO,Brown,02,#A52A2A,,10ml,g,0.00,True,False,2025-04-23 19:13:55,1
0cdacf36-52f0-4edc-b132-44aa5d78a88d,7169fb5b-4a56-4c2d-aec0-d124ab1851bc,TAR-LIP-0020-ORA,Orange Red,03,#FF4500,,10ml,g,0.00,True,False,2025-04-23 19:13:55,2
39dd088d-2415-4758-9152-f79ee527a5d7,7169fb5b-4a56-4c2d-aec0-d124ab1851bc,TAR-LIP-0020-PIN,Pink,04,#FFC0CB,,10ml,g,0.00,True,False,2025-04-23 19:13:55,3
4773f4ac-0853-4297-82d0-a6b7fedc56b5,4eb41f35-d31e-450c-b565-914386dc1711,MAY-LIP-0021-CHO,Chocolate,01,#D2691E,,5ml,g,0.00,True,True,2025-08-20 20:22:56,0
8d2f01ba-877e-4011-94f5-fb96060835f7,4eb41f35-d31e-450c-b565-914386dc1711,MAY-LIP-0021-PEA,Peach,02,#FFDAB9,,5ml,g,0.00,True,False,2025-08-20 20:22:56,1
2cfdb0e9-8b28-4c68-a032-9b7335868d48,4eb41f35-d31e-450c-b565-914386dc1711,MAY-LIP-0021-HOT,Hot Pink,03,#FF69B4,,5ml,g,0.00,True,False,2025-08-20 20:22:56,2
5db53902-38dc-4e04-b377-dc1b6afa8eaa,4eb41f35-d31e-450c-b565-914386dc1711,MAY-LIP-0021-FIR,Firebrick,04,#B22222,,5ml,g,0.00,True,False,2025-08-20 20:22:56,3
35f0e2a6-4a1d-4a14-911e-917756e77897,0e3dabfd-dbff-42d5-addf-36bb4eae603f,RAR-LIP-0022-CRI,Crimson,01,#DC143C,,10ml,ml,0.00,False,True,2025-09-04 04:02:56,0
d060d573-4b4f-4f5f-983a-6d184d3ec34d,0e3dabfd-dbff-42d5-addf-36bb4eae603f,RAR-LIP-0022-CHO,Chocolate,02,#D2691E,,10ml,ml,0.00,True,False,2025-09-04 04:02:56,1
93f78a84-15a7-49af-b219-83e9834f83e3,0e3dabfd-dbff-42d5-addf-36bb4eae603f,RAR-LIP-0022-SIE,Sienna,03,#A0522D,,10ml,ml,0.00,True,False,2025-09-04 04:02:56,2
ba7f1419-961c-404c-83ed-4c4b401242d1,0e3dabfd-dbff-42d5-addf-36bb4eae603f,RAR-LIP-0022-COR,Coral,04,#FF6B6B,,10ml,ml,0.00,True,False,2025-09-04 04:02:56,3
706e77e6-7fc9-43e6-b685-d929b4ffe1f5,1150c55c-8c65-4ddf-a8c6-c616b06dbb2a,TAR-LIP-0023-CHO,Chocolate,01,#D2691E,,30ml,ml,0.00,True,True,2025-10-28 14:56:56,0
c84a377f-617c-47d6-a59f-156d0c7bf6fc,1150c55c-8c65-4ddf-a8c6-c616b06dbb2a,TAR-LIP-0023-LIG,Light Pink,02,#FFB6C1,,30ml,ml,0.00,True,False,2025-10-28 14:56:56,1
5f52e433-e6ae-448b-9630-a8c91fa0744a,1150c55c-8c65-4ddf-a8c6-c616b06dbb2a,TAR-LIP-0023-PIN,Pink,03,#FFC0CB,,30ml,ml,0.00,True,False,2025-10-28 14:56:56,2
0c01ce00-fe16-4131-8bec-f89cc04b0cf0,1150c55c-8c65-4ddf-a8c6-c616b06dbb2a,TAR-LIP-0023-CRI,Crimson,04,#DC143C,,30ml,ml,0.00,True,False,2025-10-28 14:56:56,3
46735a4e-14b2-4990-99cc-4901147dc66a,d2a8c339-602b-4781-833c-76957f5bbd74,CHA-LIP-0024-SAD,Saddle Brown,01,#8B4513,,30ml,ml,0.00,True,True,2025-06-26 20:49:56,0
75c06b7b-c007-468d-8584-de61262ede70,d2a8c339-602b-4781-833c-76957f5bbd74,CHA-LIP-0024-RUB,Ruby Red,02,#C41E3A,,30ml,ml,0.00,True,False,2025-06-26 20:49:56,1
2431c81f-036b-45f6-b784-cbac76ba3ee2,d2a8c339-602b-4781-833c-76957f5bbd74,CHA-LIP-0024-DAR,Dark Pink,03,#E75480,,30ml,ml,0.00,True,False,2025-06-26 20:49:56,2
a049dab4-f712-4040-9a7f-2319e6863a86,d2a8c339-602b-4781-833c-76957f5bbd74,CHA-LIP-0024-COR,Coral,04,#FF6B6B,,30ml,ml,0.00,True,False,2025-06-26 20:49:56,3
053e44fd-8bf5-49ec-a48b-560566c1e28a,e7198c49-02c4-4d28-a61d-f7167c44b493,RAR-LIP-0025-BUR,Burgundy,01,#800020,,30ml,ml,0.00,True,True,2025-05-27 07:11:56,0
ebeb8b1f-0857-4481-97ee-1e2811e05f5a,e7198c49-02c4-4d28-a61d-f7167c44b493,RAR-LIP-0025-RUB,Ruby Red,02,#C41E3A,,30ml,ml,0.00,True,False,2025-05-27 07:11:56,1
77319be0-e368-4f48-9a22-6a58eb0bbbad,e7198c49-02c4-4d28-a61d-f7167c44b493,RAR-LIP-0025-LIG,Light Pink,03,#FFB6C1,,30ml,ml,0.00,True,False,2025-05-27 07:11:56,2
8f380501-5ca7-464b-b725-d12fe2f76672,e7198c49-02c4-4d28-a61d-f7167c44b493,RAR-LIP-0025-HOT,Hot Pink,04,#FF69B4,,30ml,ml,0.00,True,False,2025-05-27 07:11:56,3
b0945a22-70ca-4589-a6f0-33a842c194bb,851b727c-9965-4a80-bdad-3f5c3bbac507,CER-LIP-0026-PLU,Plum,01,#DDA0DD,,50ml,ml,0.00,True,True,2025-02-21 11:26:56,0
38595532-6efc-4013-a223-b096616cee11,851b727c-9965-4a80-bdad-3f5c3bbac507,CER-LIP-0026-PER,Peru,02,#CD853F,,50ml,ml,0.00,False,False,2025-02-21 11:26:56,1
4d62a0d7-2734-4510-8e1d-6a432d20f942,851b727c-9965-4a80-bdad-3f5c3bbac507,CER-LIP-0026-DAR,Dark Red,03,#8B0000,,50ml,ml,0.00,True,False,2025-02-21 11:26:56,2
7f392a18-6573-418b-a2b0-0ecad6400900,851b727c-9965-4a80-bdad-3f5c3bbac507,CER-LIP-0026-BUR,Burgundy,04,#800020,,50ml,ml,0.00,False,False,2025-02-21 11:26:56,3
f146d333-a263-45e3-87b2-af427b3a4383,d48de8e0-6a22-4d71-a802-9d1b4e06997f,PAT-LIP-0027-DAR,Dark Pink,01,#E75480,,50ml,g,0.00,True,True,2025-07-13 02:38:56,0
5fae98fd-a1d6-4d9c-9281-9b05d9c40ff3,d48de8e0-6a22-4d71-a802-9d1b4e06997f,PAT-LIP-0027-CHO,Chocolate,02,#D2691E,,50ml,g,0.00,True,False,2025-07-13 02:38:56,1
81545972-1815-430f-a3dc-27cd78f839cb,d48de8e0-6a22-4d71-a802-9d1b4e06997f,PAT-LIP-0027-DAR,Dark Red,03,#8B0000,,50ml,g,0.00,False,False,2025-07-13 02:38:56,2
2cd47fef-ed57-4e83-94a6-a61adab89c2c,d48de8e0-6a22-4d71-a802-9d1b4e06997f,PAT-LIP-0027-WHE,Wheat,04,#F5DEB3,,50ml,g,0.00,True,False,2025-07-13 02:38:56,3
c1e0a82b-b7a1-4e2f-a3ef-b377b018ab52,d555c3cb-bf0e-4d17-9239-13204ec6c106,FEN-LIP-0028-WHE,Wheat,01,#F5DEB3,,5ml,g,0.00,True,True,2025-10-29 02:23:56,0
a6c79bf0-ec1c-45b1-9e39-01231b8d8898,d555c3cb-bf0e-4d17-9239-13204ec6c106,FEN-LIP-0028-LIG,Light Pink,02,#FFB6C1,,5ml,g,0.00,True,False,2025-10-29 02:23:56,1
0bba2c4c-6a15-433b-9077-e475e417ee94,d555c3cb-bf0e-4d17-9239-13204ec6c106,FEN-LIP-0028-PIN,Pink,03,#FFC0CB,,5ml,g,0.00,True,False,2025-10-29 02:23:56,2
8cb66065-fd40-4e69-879c-d7598f635dc9,d555c3cb-bf0e-4d17-9239-13204ec6c106,FEN-LIP-0028-BUR,Burgundy,04,#800020,,5ml,g,0.00,True,False,2025-10-29 02:23:56,3
6d53b15a-0d47-4c30-a39f-9efed3c92457,e808c39e-791a-4718-a747-aef03f4b06b6,BEN-LIP-0029-DAR,Dark Red,01,#8B0000,,3g,g,0.00,True,True,2025-09-18 10:29:56,0
45410116-46a1-47c2-92f2-e69ae3733664,e808c39e-791a-4718-a747-aef03f4b06b6,BEN-LIP-0029-PLU,Plum,02,#DDA0DD,,3g,g,0.00,True,False,2025-09-18 10:29:56,1
618525b2-216b-4bad-b1c3-84243e99710c,e808c39e-791a-4718-a747-aef03f4b06b6,BEN-LIP-0029-DAR,Dark Pink,03,#E75480,,3g,g,0.00,True,False,2025-09-18 10:29:56,2
bd0e7126-dfc6-40ab-999e-fe271cef1e27,e808c39e-791a-4718-a747-aef03f4b06b6,BEN-LIP-0029-PEA,Peach,04,#FFDAB9,,3g,g,0.00,True,False,2025-09-18 10:29:56,3
1c696457-de49-4d33-bc8f-3bfd600d422b,cb92f956-21d7-48db-b9d9-d0f4183f2404,L'O-LIP-0030-PEA,Peach,01,#FFDAB9,,3g,g,0.00,True,True,2025-06-10 23:27:56,0
3a8d000f-9143-4a29-9a91-d1fc5bcf72bd,cb92f956-21d7-48db-b9d9-d0f4183f2404,L'O-LIP-0030-DAR,Dark Red,02,#8B0000,,3g,g,0.00,True,False,2025-06-10 23:27:56,1
3bd28bfc-b2da-406a-9c75-678b251a85b6,cb92f956-21d7-48db-b9d9-d0f4183f2404,L'O-LIP-0030-ORA,Orange Red,03,#FF4500,,3g,g,0.00,True,False,2025-06-10 23:27:56,2
d00b43f1-e255-49df-a259-c0824040c683,cb92f956-21d7-48db-b9d9-d0f4183f2404,L'O-LIP-0030-CHO,Chocolate,04,#D2691E,,3g,g,0.00,False,False,2025-06-10 23:27:56,3
da86c82a-2c28-4988-8cb1-0ee7e8b60493,84fd7657-f510-491a-9c85-a981412f6299,MAY-LIP-0031-FIR,Firebrick,01,#B22222,,30ml,g,0.00,True,True,2025-10-04 00:33:56,0
