MEDIA_ID,PRODUCT_ID,VARIANT_ID,URL,MEDIA_TYPE,MEDIA_SUBTYPE,ALT_TEXT,WIDTH,HEIGHT,FILE_SIZE_BYTES,DISPLAY_ORDER,IS_PRIMARY,IS_PROCESSED,PROCESSED_AT,CREATED_AT
afb5964c-f104-45b2-8ef9-e3733b7e4754,faf4d30d-559e-41ec-b67a-e5cd32069fbc,ec7059b6-e3f9-40b8-8b6c-5dbbeafd2fef,@PRODUCTS.PRODUCT_MEDIA/swatches/CHA-LIP-0003-HOT.png,image,swatch,Hot Pink swatch,200,200,17004,1,False,True,2025-11-26 15:40:54,2025-04-01 00:49:54
d22755ab-c8f6-487a-9345-f41cfbcdb41c,faf4d30d-559e-41ec-b67a-e5cd32069fbc,5f09cda6-daa6-43b9-bfd6-668b309b3d17,@PRODUCTS.PRODUCT_MEDIA/swatches/CHA-LIP-0003-FIR.png,image,swatch,Firebrick swatch,200,200,8678,1,False,True,2025-11-26 05:44:54,2025-04-01 00:49:54
925dbb5d-c8f5-499d-b57c-4570cd594112,faf4d30d-559e-41ec-b67a-e5cd32069fbc,beb51814-2ca8-45cb-aee9-0b08ec1d9380,@PRODUCTS.PRODUCT_MEDIA/swatches/CHA-LIP-0003-RUB.png,image,swatch,Ruby Red swatch,200,200,9534,1,False,True,2025-11-30 15:59:54,2025-04-01 00:49:54
84670f30-f980-40dd-ae3d-4b7193a679cb,faf4d30d-559e-41ec-b67a-e5cd32069fbc,d255f3d8-ec46-4144-a190-410200c126ac,@PRODUCTS.PRODUCT_MEDIA/swatches/CHA-LIP-0003-PLU.png,image,swatch,Plum swatch,200,200,15422,1,False,True,2025-11-28 21:15:54,2025-04-01 00:49:54
70f531f3-4c77-4f64-8396-ff0f2f1caf57,faf4d30d-559e-41ec-b67a-e5cd32069fbc,,@PRODUCTS.PRODUCT_MEDIA/hero/lips/lipstick_01.jpg,image,hero,Charlotte Tilbury Radiant Lipstick product image,800,800,77679,0,True,True,2025-11-28 07:50:54,2025-04-01 00:49:54
7f2fb69e-2fb1-44c6-9344-1540ba05c250,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,a5101d6f-f414-45c0-8f1a-f40accf34f6e,@PRODUCTS.PRODUCT_MEDIA/swatches/LAU-LIP-0004-HOT.png,image,swatch,Hot Pink swatch,200,200,7094,1,False,True,2025-12-11 07:32:54,2025-08-10 02:24:54
cdc87a71-219b-4fca-9d2e-0ddebb758c3d,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,af4a1c85-944c-4552-a65c-73a11e008db5,@PRODUCTS.PRODUCT_MEDIA/swatches/LAU-LIP-0004-CHO.png,image,swatch,Chocolate swatch,200,200,6919,1,False,True,2025-12-06 07:04:54,2025-08-10 02:24:54
bf83549c-2ddb-4cf1-8dd5-88d5f05796af,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,53b22d0f-120d-4d0c-b240-53f49e7da296,@PRODUCTS.PRODUCT_MEDIA/swatches/LAU-LIP-0004-BRO.png,image,swatch,Brown swatch,200,200,14676,1,False,True,2025-11-19 03:36:54,2025-08-10 02:24:54
1b6c86a2-7a18-4c4f-950c-1fe47379a989,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,a065c569-5963-4748-9dd4-ca895c943e6a,@PRODUCTS.PRODUCT_MEDIA/swatches/LAU-LIP-0004-CRI.png,image,swatch,Crimson swatch,200,200,7996,1,False,True,2025-11-29 08:16:54,2025-08-10 02:24:54
d4aee38c-6b56-41fc-97ae-19d5e8ba0f83,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,,@PRODUCTS.PRODUCT_MEDIA/hero/lips/lipstick_02.jpg,image,hero,Laura Mercier Radiant Lipstick product image,800,800,55976,0,True,True,2025-11-21 12:04:54,2025-08-10 02:24:54
464663a7-0533-4282-9e74-710cb3356ae0,906dc344-db0d-461b-9f99-9a9ddedc6c55,428d90ef-360d-46c3-a7ed-153c06ee753c,@PRODUCTS.PRODUCT_MEDIA/swatches/LAU-LIP-0005-SAD.png,image,swatch,Saddle Brown swatch,200,200,10601,1,False,True,2025-12-08 03:06:54,2025-02-12 13:50:54
a8f5720c-4a61-484e-abf3-34b74da10e1e,906dc344-db0d-461b-9f99-9a9ddedc6c55,98c9d1b2-ee84-48e8-bbaa-5ab579577e62,@PRODUCTS.PRODUCT_MEDIA/swatches/LAU-LIP-0005-FIR.png,image,swatch,Firebrick swatch,200,200,12233,1,False,True,2025-12-15 22:59:54,2025-02-12 13:50:54
ba18d635-02f7-4494-8fa4-6e0154dca1e4,906dc344-db0d-461b-9f99-9a9ddedc6c55,45a5396c-cd6c-4094-9dbd-d497e8178104,@PRODUCTS.PRODUCT_MEDIA/swatches/LAU-LIP-0005-DAR.png,image,swatch,Dark Red swatch,200,200,12519,1,False,True,2025-11-21 13:04:54,2025-02-12 13:50:54
5ef1d96a-3e18-472b-ae30-87390edb225c,906dc344-db0d-461b-9f99-9a9ddedc6c55,2f33e10e-16e5-480a-8084-7e10f8a28614,@PRODUCTS.PRODUCT_MEDIA/swatches/LAU-LIP-0005-PLU.png,image,swatch,Plum swatch,200,200,7954,1,False,True,2025-11-21 05:01:54,2025-02-12 13:50:54
45bfa826-f2b4-4e07-8da2-268904662a01,906dc344-db0d-461b-9f99-9a9ddedc6c55,,@PRODUCTS.PRODUCT_MEDIA/hero/lips/lipgloss_01.jpg,image,hero,Laura Mercier Perfect Lip Liner product image,800,800,199751,0,True,True,2025-12-03 11:57:54,2025-02-12 13:50:54
4a35dcb6-4ee3-44f5-9739-b84136134ba9,c9e22254-ef93-429a-9bba-8939d75e80f2,dc0e2f86-a715-4871-8d35-4301dc8e5a25,@PRODUCTS.PRODUCT_MEDIA/swatches/SUM-LIP-0006-DAR.png,image,swatch,Dark Red swatch,200,200,16381,1,False,True,2025-12-15 15:08:54,2025-02-28 03:03:54
bc99fee3-f2f0-43d6-bd88-0390b63cec1f,c9e22254-ef93-429a-9bba-8939d75e80f2,c4fb6991-b170-40ca-8628-747cd96735fa,@PRODUCTS.PRODUCT_MEDIA/swatches/SUM-LIP-0006-LIG.png,image,swatch,Light Pink swatch,200,200,11668,1,False,True,2025-12-04 16:21:54,2025-02-28 03:03:54
12528ee7-dc88-4469-8478-1cc293ca2599,c9e22254-ef93-429a-9bba-8939d75e80f2,60ba48ee-b7ac-42cb-be0d-cc5ceaad7f7e,@PRODUCTS.PRODUCT_MEDIA/swatches/SUM-LIP-0006-HOT.png,image,swatch,Hot Pink swatch,200,200,11119,1,False,True,2025-11-20 19:31:54,2025-02-28 03:03:54
3bc54b15-3a15-4b67-b982-31c378d60922,c9e22254-ef93-429a-9bba-8939d75e80f2,6d2d27aa-0ede-4c8c-bc35-e49f16b8ba1c,@PRODUCTS.PRODUCT_MEDIA/swatches/SUM-LIP-0006-SIE.png,image,swatch,Sienna swatch,200,200,19371,1,False,True,2025-11-25 10:15:54,2025-02-28 03:03:54
8531ac84-505e-44c1-a2e1-a804db2a0039,c9e22254-ef93-429a-9bba-8939d75e80f2,,@PRODUCTS.PRODUCT_MEDIA/hero/lips/lipstick_02.jpg,image,hero,Summer Fridays Classic Lip Liner product image,800,800,172758,0,True,True,2025-12-05 17:11:54,2025-02-28 03:03:54
4ef71391-9e70-445c-9740-87d643fe09ac,42945b9a-a394-40ea-8313-703880379eb9,39048e58-cbfd-4314-8f1f-ba889c4ab414,@PRODUCTS.PRODUCT_MEDIA/swatches/THE-LIP-0007-WHE.png,image,swatch,Wheat swatch,200,200,14038,1,False,True,2025-11-30 15:19:54,2025-02-05 23:47:54
47c3d158-0ee4-42aa-86c5-b86101951bda,42945b9a-a394-40ea-8313-703880379eb9,f7b9a268-f3e9-45e0-a1b0-9772176763da,@PRODUCTS.PRODUCT_MEDIA/swatches/THE-LIP-0007-CRI.png,image,swatch,Crimson swatch,200,200,10599,1,False,True,2025-11-27 21:25:54,2025-02-05 23:47:54
848fae31-18fb-42bf-8c6c-a8b2aa3aa2f2,42945b9a-a394-40ea-8313-703880379eb9,14b9828a-d7e3-4e8a-9e3d-1610c042f0ce,@PRODUCTS.PRODUCT_MEDIA/swatches/THE-LIP-0007-SAD.png,image,swatch,Saddle Brown swatch,200,200,9397,1,False,True,2025-12-03 01:58:54,2025-02-05 23:47:54
487bebbb-9806-4313-bc78-6c3808a4800b,42945b9a-a394-40ea-8313-703880379eb9,afab185a-9ba3-43b6-aeec-cf2c91cc674d,@PRODUCTS.PRODUCT_MEDIA/swatches/THE-LIP-0007-LIG.png,image,swatch,Light Pink swatch,200,200,7830,1,False,True,2025-12-03 08:54:54,2025-02-05 23:47:54
a54d4407-cb4a-4dbf-ac4a-bd8c98033b5a,42945b9a-a394-40ea-8313-703880379eb9,,@PRODUCTS.PRODUCT_MEDIA/hero/lips/lipstick_03.jpg,image,hero,The Ordinary Perfect Lip Balm product image,800,800,50310,0,True,True,2025-12-17 09:15:54,2025-02-05 23:47:54
ff19b2a8-bb24-4ffe-82a8-15edeed9c8ac,bc7b2942-4814-443f-9f83-ae30887b7ea7,9504cd89-8b55-4c3d-a805-0958be7a8515,@PRODUCTS.PRODUCT_MEDIA/swatches/SUM-LIP-0008-RUB.png,image,swatch,Ruby Red swatch,200,200,17849,1,False,True,2025-11-25 04:03:54,2025-05-31 12:40:54
e515f2b6-e157-44fb-92a0-61b07cda7e3e,bc7b2942-4814-443f-9f83-ae30887b7ea7,d4a79cb7-1ffe-4b9f-88c5-d3505e5ea761,@PRODUCTS.PRODUCT_MEDIA/swatches/SUM-LIP-0008-PIN.png,image,swatch,Pink swatch,200,200,16866,1,False,True,2025-11-27 01:19:54,2025-05-31 12:40:54
969d478a-aa24-4f35-851d-50f539b23edb,bc7b2942-4814-443f-9f83-ae30887b7ea7,8606f5de-bf25-4d4a-be24-faae57091bb6,@PRODUCTS.PRODUCT_MEDIA/swatches/SUM-LIP-0008-SAD.png,image,swatch,Saddle Brown swatch,200,200,9673,1,False,True,2025-11-30 00:52:54,2025-05-31 12:40:54
44f89768-a4c4-4331-9e80-c474c13ef10b,bc7b2942-4814-443f-9f83-ae30887b7ea7,c77f5fd7-5b42-4a0f-a42f-56a6cefa1ddd,@PRODUCTS.PRODUCT_MEDIA/swatches/SUM-LIP-0008-COR.png,image,swatch,Coral swatch,200,200,13178,1,False,True,2025-11-24 16:25:54,2025-05-31 12:40:54
0f0c0d31-1786-49bb-8e0e-711ea8f5e753,bc7b2942-4814-443f-9f83-ae30887b7ea7,,@PRODUCTS.PRODUCT_MEDIA/hero/lips/lipstick_02.jpg,image,hero,Summer Fridays Glow Lip Liner product image,800,800,121933,0,True,True,2025-12-02 10:21:54,2025-05-31 12:40:54
b77001f8-05f2-41b0-af92-23b3607461c7,f24faa8d-5b25-4088-97d3-7677b8963326,c3e45be0-b0db-439e-b48a-2d9ad5463550,@PRODUCTS.PRODUCT_MEDIA/swatches/MIL-LIP-0009-PER.png,image,swatch,Peru swatch,200,200,5438,1,False,True,2025-11-30 09:53:54,2025-02-01 21:17:54
1c080328-2923-4cc9-9a80-cc1aeab64466,f24faa8d-5b25-4088-97d3-7677b8963326,283735db-3335-41b1-912c-ba377e101053,@PRODUCTS.PRODUCT_MEDIA/swatches/MIL-LIP-0009-ORA.png,image,swatch,Orange Red swatch,200,200,18067,1,False,True,2025-12-09 13:19:54,2025-02-01 21:17:54
4e0ce094-fff1-435a-bd7c-72118471da50,f24faa8d-5b25-4088-97d3-7677b8963326,a0bef702-79bc-403f-8d19-6a4393a7748e,@PRODUCTS.PRODUCT_MEDIA/swatches/MIL-LIP-0009-BUR.png,image,swatch,Burgundy swatch,200,200,14362,1,False,True,2025-12-11 10:51:54,2025-02-01 21:17:54
2ba22cde-b33b-40ed-b0e5-b32ca9abf621,f24faa8d-5b25-4088-97d3-7677b8963326,3966db53-e5ef-4a8b-a928-bd2d534056be,@PRODUCTS.PRODUCT_MEDIA/swatches/MIL-LIP-0009-SAD.png,image,swatch,Saddle Brown swatch,200,200,16076,1,False,True,2025-12-09 10:04:54,2025-02-01 21:17:54
8c4ca69c-75a7-4cc2-9b1a-7ec79ac525ba,f24faa8d-5b25-4088-97d3-7677b8963326,,@PRODUCTS.PRODUCT_MEDIA/hero/lips/lipstick_02.jpg,image,hero,Milk Makeup Pro Lipstick product image,800,800,62988,0,True,True,2025-11-26 07:30:54,2025-02-01 21:17:54
4c323feb-61d0-4800-b440-aba53e984bc6,5baa4be0-04e2-4b87-bc26-1da30e353f4a,c98125e9-31f5-4959-9bb3-a5894fde9756,@PRODUCTS.PRODUCT_MEDIA/swatches/CLI-LIP-0010-DAR.png,image,swatch,Dark Pink swatch,200,200,8175,1,False,True,2025-12-14 19:42:55,2025-01-04 13:37:55
d086f31e-264b-49ce-9662-bc3e5948a650,5baa4be0-04e2-4b87-bc26-1da30e353f4a,a2681250-ce81-49d1-afa7-b069ecf926ee,@PRODUCTS.PRODUCT_MEDIA/swatches/CLI-LIP-0010-PER.png,image,swatch,Peru swatch,200,200,18178,1,False,True,2025-11-19 20:18:55,2025-01-04 13:37:55
f560e8dd-574e-4ca4-8482-7a457290e305,5baa4be0-04e2-4b87-bc26-1da30e353f4a,68f21f9a-6f05-433f-b03e-1887023edb04,@PRODUCTS.PRODUCT_MEDIA/swatches/CLI-LIP-0010-COR.png,image,swatch,Coral Orange swatch,200,200,5104,1,False,True,2025-11-19 21:29:55,2025-01-04 13:37:55
fc845a9e-1d78-4b2c-9161-554ae8e5f5f0,5baa4be0-04e2-4b87-bc26-1da30e353f4a,f42a2b8b-e071-4be1-8f87-69aa606466b7,@PRODUCTS.PRODUCT_MEDIA/swatches/CLI-LIP-0010-CRI.png,image,swatch,Crimson swatch,200,200,18580,1,False,True,2025-12-06 14:23:55,2025-01-04 13:37:55
64bc6255-c435-4890-91fb-811f621e8e61,5baa4be0-04e2-4b87-bc26-1da30e353f4a,,@PRODUCTS.PRODUCT_MEDIA/hero/lips/lipstick_03.jpg,image,hero,Clinique Perfect Lip Liner product image,800,800,125681,0,True,True,2025-11-30 05:15:55,2025-01-04 13:37:55
bd0b65c9-9639-46fd-9922-3660e427f032,cbf59a8b-5596-41ec-8aa2-85740de1bffe,35c4d7d9-9d83-47d1-954f-1f9bd29e25b0,@PRODUCTS.PRODUCT_MEDIA/swatches/EST-LIP-0011-CHO.png,image,swatch,Chocolate swatch,200,200,17240,1,False,True,2025-12-08 06:42:55,2025-01-12 20:44:55
e49d677f-a575-4de3-8bdd-1a57031b68aa,cbf59a8b-5596-41ec-8aa2-85740de1bffe,d6d68a60-a240-4eb8-8b9a-b91e52570e33,@PRODUCTS.PRODUCT_MEDIA/swatches/EST-LIP-0011-WHE.png,image,swatch,Wheat swatch,200,200,17464,1,False,True,2025-11-26 19:17:55,2025-01-12 20:44:55
b98b49f2-c060-4a70-bebf-cd100ebd5e4e,cbf59a8b-5596-41ec-8aa2-85740de1bffe,3918c98e-5b18-454e-8a1d-28dfe52bff14,@PRODUCTS.PRODUCT_MEDIA/swatches/EST-LIP-0011-DAR.png,image,swatch,Dark Pink swatch,200,200,9354,1,False,True,2025-12-15 12:49:55,2025-01-12 20:44:55
d674eb64-f4ae-4072-8c92-f9197788073b,cbf59a8b-5596-41ec-8aa2-85740de1bffe,48abff35-d9d1-48d0-9b1b-77934e233a1b,@PRODUCTS.PRODUCT_MEDIA/swatches/EST-LIP-0011-PIN.png,image,swatch,Pink swatch,200,200,6974,1,False,True,2025-12-19 10:49:55,2025-01-12 20:44:55
e14463d5-0315-455e-b3b4-57ae8253f0a4,cbf59a8b-5596-41ec-8aa2-85740de1bffe,,@PRODUCTS.PRODUCT_MEDIA/hero/lips/lipstick_03.jpg,image,hero,Estee Lauder Pro Lipstick product image,800,800,111293,0,True,True,2025-12-18 02:06:55,2025-01-12 20:44:55
fd9b7af7-c65c-4983-a232-a9396bd42940,8a9437e5-bb37-44ed-8b92-c294663965d2,6fca5818-e99b-447b-bc72-76aff7545fe5,@PRODUCTS.PRODUCT_MEDIA/swatches/L'O-LIP-0012-CHO.png,image,swatch,Chocolate swatch,200,200,11747,1,False,True,2025-12-14 01:49:55,2025-02-09 11:31:55
1872a22e-92d7-4773-8033-117d671ab071,8a9437e5-bb37-44ed-8b92-c294663965d2,7cb8abfa-e085-4f29-84f8-e92d99d1bc4a,@PRODUCTS.PRODUCT_MEDIA/swatches/L'O-LIP-0012-BRO.png,image,swatch,Brown swatch,200,200,18774,1,False,True,2025-12-15 11:45:55,2025-02-09 11:31:55
e6b20207-3454-4cae-ad69-4dc2efe97480,8a9437e5-bb37-44ed-8b92-c294663965d2,bdb9ebd7-1f15-41e5-8fac-48fe508ce927,@PRODUCTS.PRODUCT_MEDIA/swatches/L'O-LIP-0012-SAD.png,image,swatch,Saddle Brown swatch,200,200,19274,1,False,True,2025-12-17 03:19:55,2025-02-09 11:31:55
a5f5e8e4-be21-4c37-b3ff-1e57be80d011,8a9437e5-bb37-44ed-8b92-c294663965d2,e2a8447c-0898-47f4-9ba1-408bc9ccd193,@PRODUCTS.PRODUCT_MEDIA/swatches/L'O-LIP-0012-COR.png,image,swatch,Coral swatch,200,200,5525,1,False,True,2025-11-30 03:13:55,2025-02-09 11:31:55
e331c273-c75f-45d2-bde8-c24f27de4829,8a9437e5-bb37-44ed-8b92-c294663965d2,,@PRODUCTS.PRODUCT_MEDIA/hero/lips/lipstick_03.jpg,image,hero,L'Oreal Perfect Lip Liner product image,800,800,101666,0,True,True,2025-11-25 05:12:55,2025-02-09 11:31:55
ca11c62a-e992-492b-9b0d-946499cc8b36,b3b2f293-bc16-4b41-958f-7a408d03839c,18210010-75e5-4bd2-97fe-40d1d07e78e1,@PRODUCTS.PRODUCT_MEDIA/swatches/CHA-LIP-0013-BRO.png,image,swatch,Brown swatch,200,200,15105,1,False,True,2025-11-28 16:56:55,2025-06-26 02:29:55
bcfa8f0f-f11a-4439-aa15-2937f7c9c329,b3b2f293-bc16-4b41-958f-7a408d03839c,a6c00388-d9af-4bbb-b136-9e0493fbb4b1,@PRODUCTS.PRODUCT_MEDIA/swatches/CHA-LIP-0013-PLU.png,image,swatch,Plum swatch,200,200,17348,1,False,True,2025-11-21 20:55:55,2025-06-26 02:29:55
57b09472-0980-48fa-9670-1b2ea1d83fe7,b3b2f293-bc16-4b41-958f-7a408d03839c,8c17775a-63e7-4e61-8509-c0283fa21ce9,@PRODUCTS.PRODUCT_MEDIA/swatches/CHA-LIP-0013-PER.png,image,swatch,Peru swatch,200,200,10187,1,False,True,2025-12-01 10:39:55,2025-06-26 02:29:55
6344e6e3-12dc-4245-b4c4-429026065291,b3b2f293-bc16-4b41-958f-7a408d03839c,55b842bf-2bdd-438d-963a-e539331d2a03,@PRODUCTS.PRODUCT_MEDIA/swatches/CHA-LIP-0013-DAR.png,image,swatch,Dark Pink swatch,200,200,18134,1,False,True,2025-12-19 11:30:55,2025-06-26 02:29:55
3c90bf42-1f3c-4433-8e4e-6695c8cc4c20,b3b2f293-bc16-4b41-958f-7a408d03839c,,@PRODUCTS.PRODUCT_MEDIA/hero/lips/lipstick_02.jpg,image,hero,Charlotte Tilbury Luxe Lip Liner product image,800,800,73034,0,True,True,2025-11-26 13:30:55,2025-06-26 02:29:55
7c1ba44f-9278-45b6-b2ec-a0f6399412ac,26b06223-5045-4f89-9fec-affaad3eb6ef,05550887-e34c-4ded-a909-43a8dda4ceca,@PRODUCTS.PRODUCT_MEDIA/swatches/TAR-LIP-0014-PIN.png,image,swatch,Pink swatch,200,200,14273,1,False,True,2025-11-24 22:37:55,2025-01-04 17:59:55
2c7dec48-4cd3-41a3-8fc5-17b9022ce3e0,26b06223-5045-4f89-9fec-affaad3eb6ef,59a456c7-2d45-47b8-bfdf-9c40863b3c75,@PRODUCTS.PRODUCT_MEDIA/swatches/TAR-LIP-0014-FIR.png,image,swatch,Firebrick swatch,200,200,17852,1,False,True,2025-12-14 18:39:55,2025-01-04 17:59:55
eb2c4029-13fd-48ee-b4dd-ee83866bb879,26b06223-5045-4f89-9fec-affaad3eb6ef,ae85bc37-5545-4fc8-8f91-678ae5e2eddb,@PRODUCTS.PRODUCT_MEDIA/swatches/TAR-LIP-0014-COR.png,image,swatch,Coral Orange swatch,200,200,11446,1,False,True,2025-12-12 06:18:55,2025-01-04 17:59:55
8c44cc14-95e7-497b-b9a2-bd46504cf389,26b06223-5045-4f89-9fec-affaad3eb6ef,07afac89-a930-453c-a03d-060b1bfac7ce,@PRODUCTS.PRODUCT_MEDIA/swatches/TAR-LIP-0014-CHO.png,image,swatch,Chocolate swatch,200,200,16543,1,False,True,2025-11-22 10:07:55,2025-01-04 17:59:55
64081b2f-dcdd-403e-8a14-491433dc70ff,26b06223-5045-4f89-9fec-affaad3eb6ef,,@PRODUCTS.PRODUCT_MEDIA/hero/lips/lipgloss_01.jpg,image,hero,Tarte Classic Lip Balm product image,800,800,174464,0,True,True,2025-12-15 05:03:55,2025-01-04 17:59:55
95b93d06-6959-4f00-8c99-408da762e7c7,3d7d90a3-419f-4511-83dd-b897f1d0c348,f0a6f6e3-af13-41c6-b959-c1d924b60a02,@PRODUCTS.PRODUCT_MEDIA/swatches/MIL-LIP-0015-DAR.png,image,swatch,Dark Pink swatch,200,200,19291,1,False,True,2025-12-01 02:54:55,2025-01-18 20:02:55
39e4ddec-5bcc-44cc-81ca-fd9fad3e54c7,3d7d90a3-419f-4511-83dd-b897f1d0c348,5081687b-63ae-4060-a4fe-2bd441001515,@PRODUCTS.PRODUCT_MEDIA/swatches/MIL-LIP-0015-RUB.png,image,swatch,Ruby Red swatch,200,200,11041,1,False,True,2025-12-02 11:26:55,2025-01-18 20:02:55
dc0ac6fc-172c-4a8b-92d6-7598a3100650,3d7d90a3-419f-4511-83dd-b897f1d0c348,dec2b967-85f6-48dd-9fc5-8e77cf978fa6,@PRODUCTS.PRODUCT_MEDIA/swatches/MIL-LIP-0015-PEA.png,image,swatch,Peach swatch,200,200,15485,1,False,True,2025-12-08 16:49:55,2025-01-18 20:02:55
de9c64e4-e5b5-4a68-8b5e-e3ca51eb4974,3d7d90a3-419f-4511-83dd-b897f1d0c348,f89dd277-9c6e-4ecc-a173-2f8c03b55393,@PRODUCTS.PRODUCT_MEDIA/swatches/MIL-LIP-0015-PLU.png,image,swatch,Plum swatch,200,200,18260,1,False,True,2025-12-11 03:55:55,2025-01-18 20:02:55
6b37add8-27d0-4683-9f90-f9328dbb42fd,3d7d90a3-419f-4511-83dd-b897f1d0c348,,@PRODUCTS.PRODUCT_MEDIA/hero/lips/lipstick_03.jpg,image,hero,Milk Makeup Radiant Lip Balm product image,800,800,199516,0,True,True,2025-11-29 13:36:55,2025-01-18 20:02:55
1440bedd-a950-45a0-aa32-127ec8a4b3f2,0b10bad3-945c-4db6-bc60-22c9fc378c05,9f06ebf7-9aca-4c69-a3ed-bb12eeb04c18,@PRODUCTS.PRODUCT_MEDIA/swatches/URB-LIP-0016-SIE.png,image,swatch,Sienna swatch,200,200,17928,1,False,True,2025-12-14 20:49:55,2025-08-22 18:47:55
7f2d8e34-6f98-4e84-860e-ba1c9653744f,0b10bad3-945c-4db6-bc60-22c9fc378c05,39f51f6d-6557-4a23-9cde-048bc003540c,@PRODUCTS.PRODUCT_MEDIA/swatches/URB-LIP-0016-BUR.png,image,swatch,Burgundy swatch,200,200,15636,1,False,True,2025-11-22 15:49:55,2025-08-22 18:47:55
0c2c82c0-4f2e-4398-a50e-d443e9dc1605,0b10bad3-945c-4db6-bc60-22c9fc378c05,22ccdfc0-da7a-4385-96ed-23321ad32aac,@PRODUCTS.PRODUCT_MEDIA/swatches/URB-LIP-0016-ORA.png,image,swatch,Orange Red swatch,200,200,5925,1,False,True,2025-11-26 00:42:55,2025-08-22 18:47:55
aecd2466-c295-47b8-b51d-477bc02b8dc8,0b10bad3-945c-4db6-bc60-22c9fc378c05,3322e92c-ae3c-4bbf-bb99-09d742280a9a,@PRODUCTS.PRODUCT_MEDIA/swatches/URB-LIP-0016-PLU.png,image,swatch,Plum swatch,200,200,13803,1,False,True,2025-12-06 10:52:55,2025-08-22 18:47:55
