PROMOTION_ID,NAME,DESCRIPTION,PROMO_CODE,DISCOUNT_TYPE,DISCOUNT_VALUE,APPLIES_TO,PRODUCT_IDS,CATEGORY_IDS,BRAND_NAMES,MIN_PURCHASE_AMOUNT,MAX_USES,MAX_USES_PER_CUSTOMER,CURRENT_USES,START_DATE,END_DATE,IS_ACTIVE,CREATED_AT
dadd002e-3dae-431d-b982-4032534fca17,Buy More Save More 108,Limited time offer - save on your favorite products!,SAVE44,bogo,10.00,all,,,,50.00,100,1,34,2025-12-15 23:32:22,2026-01-08 23:32:22,True,2025-12-15 23:32:22
f1ee5530-c6e6-42f1-afb3-1f2af8ddf415,Holiday Special 110,Limited time offer - save on your favorite products!,,bogo,15.00,brand,,,,0.00,1000,1,25,2025-12-01 23:32:22,2025-12-26 23:32:22,True,2025-12-01 23:32:22
3654ebe8-5856-472a-aa2c-507ec9fe1f47,New Customer 111,Limited time offer - save on your favorite products!,,bogo,30.00,all,,,,0.00,0,5,28,2025-12-16 23:32:22,2026-01-09 23:32:22,True,2025-12-16 23:32:22
055007c8-838d-4ed8-bb45-350c36a1f6e4,Summer Sale 112,Limited time offer - save on your favorite products!,SAVE43,percentage,25.00,brand,,,,75.00,100,5,46,2025-12-04 23:32:22,2025-12-08 23:32:22,False,2025-12-04 23:32:22
9235218d-b327-43e3-b6b2-8cd30c952113,Flash Sale 113,Limited time offer - save on your favorite products!,SAVE39,percentage,10.00,brand,,,,25.00,100,5,5,2025-10-25 23:32:22,2025-11-07 23:32:22,False,2025-10-25 23:32:22
28968bea-69dd-43fa-959f-19ac02048928,Buy More Save More 115,Limited time offer - save on your favorite products!,SAVE30,percentage,25.00,category,,,,25.00,100,1,5,2025-11-05 23:32:22,2025-12-04 23:32:22,False,2025-11-05 23:32:22
f64dce40-b077-46ae-a9d4-66b1c1d4a1b6,Buy More Save More 116,Limited time offer - save on your favorite products!,SAVE15,fixed,5.00,all,,,,0.00,500,2,41,2025-11-24 23:32:22,2025-12-10 23:32:22,False,2025-11-24 23:32:22
0b31e7f4-cfea-4b0a-b1c9-ca22132a114a,Flash Sale 117,Limited time offer - save on your favorite products!,,bogo,10.00,brand,,,,25.00,0,2,15,2025-12-03 23:32:22,2025-12-16 23:32:22,False,2025-12-03 23:32:22
7586fed3-7570-47c7-b23f-6ab7daa525a4,Flash Sale 120,Limited time offer - save on your favorite products!,,percentage,25.00,category,,,,50.00,1000,5,10,2025-11-02 23:32:22,2025-11-06 23:32:22,False,2025-11-02 23:32:22
ffeb1605-f98b-4fc3-b09b-31821701ccd4,Birthday Treat 121,Limited time offer - save on your favorite products!,,bogo,15.00,all,,,,50.00,100,2,42,2025-10-31 23:32:22,2025-11-22 23:32:22,False,2025-10-31 23:32:22
56dd3e67-18f3-470f-bb52-2c9f8be5068e,Flash Sale 122,Limited time offer - save on your favorite products!,,bogo,5.00,brand,,,,0.00,0,5,44,2025-12-01 23:32:22,2025-12-18 23:32:22,False,2025-12-01 23:32:22
da871444-305e-4ee9-81c5-ecb08b04fe05,New Customer 125,Limited time offer - save on your favorite products!,,bogo,30.00,all,,,,100.00,1000,5,35,2025-11-17 23:32:22,2025-12-11 23:32:22,False,2025-11-17 23:32:22
791333e7-7398-47d9-acab-3030d1bca225,Holiday Special 126,Limited time offer - save on your favorite products!,,bogo,5.00,brand,,,,25.00,1000,5,39,2025-12-14 23:32:22,2026-01-13 23:32:22,True,2025-12-14 23:32:22
51a866de-5b55-4afd-9c37-6c1691bf575f,Birthday Treat 127,Limited time offer - save on your favorite products!,,bogo,30.00,all,,,,0.00,0,1,22,2025-11-29 23:32:22,2025-12-06 23:32:22,False,2025-11-29 23:32:22
9df8bd7c-6416-41eb-8e04-70172a93705c,Summer Sale 128,Limited time offer - save on your favorite products!,,fixed,25.00,all,,,,50.00,500,1,38,2025-12-01 23:32:22,2025-12-05 23:32:22,False,2025-12-01 23:32:22
c4f6e9d9-db12-406c-98e6-3af031ec86bb,Summer Sale 129,Limited time offer - save on your favorite products!,,bogo,10.00,category,,,,25.00,100,5,37,2025-11-01 23:32:22,2025-11-14 23:32:22,False,2025-11-01 23:32:22
cea58b20-ee6b-41d2-8b41-4cd2f5fd0b0b,Buy More Save More 130,Limited time offer - save on your favorite products!,,percentage,20.00,brand,,,,50.00,1000,2,22,2025-10-27 23:32:22,2025-11-02 23:32:22,False,2025-10-27 23:32:22
d91f1f78-a465-486b-bce8-4b0011932033,Summer Sale 132,Limited time offer - save on your favorite products!,,percentage,10.00,all,,,,25.00,0,1,14,2025-11-04 23:32:22,2025-11-18 23:32:22,False,2025-11-04 23:32:22
581ff86b-0961-4652-8600-046e2d133a4e,Birthday Treat 133,Limited time offer - save on your favorite products!,SAVE11,bogo,5.00,all,,,,0.00,100,5,29,2025-11-24 23:32:22,2025-12-06 23:32:22,False,2025-11-24 23:32:22
3f361ef1-5e33-4b31-9ca2-b6406fb0452d,Buy More Save More 134,Limited time offer - save on your favorite products!,,bogo,10.00,brand,,,,50.00,500,2,15,2025-11-25 23:32:22,2025-12-04 23:32:22,False,2025-11-25 23:32:22
ae172535-a3ae-4918-9c32-1552f53ed076,Flash Sale 135,Limited time offer - save on your favorite products!,,bogo,5.00,brand,,,,25.00,1000,5,8,2025-11-17 23:32:22,2025-12-15 23:32:22,False,2025-11-17 23:32:22
fee6e8b7-8d31-4d70-90dc-f6e47c905435,VIP Exclusive 138,Limited time offer - save on your favorite products!,SAVE36,bogo,15.00,category,,,,0.00,500,2,33,2025-10-26 23:32:22,2025-11-23 23:32:22,False,2025-10-26 23:32:22
8acdb2bc-1efa-40aa-9fbb-ecfeffa54922,Flash Sale 139,Limited time offer - save on your favorite products!,,percentage,5.00,all,,,,0.00,500,5,16,2025-12-11 23:32:22,2025-12-26 23:32:22,True,2025-12-11 23:32:22
eecaf3d5-5fd2-4edd-8332-cc18ebc1bdd1,Summer Sale 140,Limited time offer - save on your favorite products!,,percentage,10.00,category,,,,25.00,1000,2,12,2025-10-29 23:32:22,2025-11-22 23:32:22,False,2025-10-29 23:32:22
93a539d7-38fe-4f9c-9f38-df27e0c4035f,Birthday Treat 144,Limited time offer - save on your favorite products!,SAVE46,percentage,20.00,brand,,,,25.00,1000,1,0,2025-10-26 23:32:22,2025-11-03 23:32:22,False,2025-10-26 23:32:22
e27b824d-5ae6-44e4-9444-7e64a202bd02,Holiday Special 145,Limited time offer - save on your favorite products!,,percentage,20.00,category,,,,0.00,1000,5,11,2025-11-27 23:32:22,2025-12-26 23:32:22,True,2025-11-27 23:32:22
8f2cb4d9-cab4-4f9b-a976-9db448a94bf9,VIP Exclusive 146,Limited time offer - save on your favorite products!,,percentage,25.00,all,,,,100.00,0,1,11,2025-10-29 23:32:22,2025-11-07 23:32:22,False,2025-10-29 23:32:22
75810bff-33d7-459c-879d-d4c234788917,Buy More Save More 147,Limited time offer - save on your favorite products!,,fixed,10.00,all,,,,25.00,500,1,41,2025-12-10 23:32:22,2025-12-29 23:32:22,True,2025-12-10 23:32:22
0b816a32-3d38-41da-b87d-aad0ae5d4797,VIP Exclusive 148,Limited time offer - save on your favorite products!,SAVE27,bogo,10.00,category,,,,0.00,0,5,27,2025-10-26 23:32:22,2025-11-01 23:32:22,False,2025-10-26 23:32:22
c3a49cc4-da6a-4eb3-af8b-9ca1b31fcd91,Flash Sale 149,Limited time offer - save on your favorite products!,,fixed,15.00,category,,,,50.00,100,2,18,2025-12-01 23:32:22,2025-12-23 23:32:22,True,2025-12-01 23:32:22
0c1300ac-2562-4611-b3a5-1413cee4e293,Birthday Treat 152,Limited time offer - save on your favorite products!,SAVE21,fixed,30.00,category,,,,75.00,0,5,1,2025-12-03 23:32:22,2025-12-26 23:32:22,True,2025-12-03 23:32:22
5d0c0efb-5a0a-4ab1-96fd-d8d3fd9ed838,New Customer 153,Limited time offer - save on your favorite products!,,percentage,30.00,all,,,,50.00,500,1,22,2025-11-03 23:32:22,2025-12-03 23:32:22,False,2025-11-03 23:32:22
8936ad36-e954-4f99-9700-7069dbc4a2ff,New Customer 154,Limited time offer - save on your favorite products!,SAVE45,percentage,10.00,brand,,,,0.00,1000,1,9,2025-10-30 23:32:22,2025-11-15 23:32:22,False,2025-10-30 23:32:22
2a48d0a5-cfe9-4adf-ba97-d61f51a16800,Flash Sale 155,Limited time offer - save on your favorite products!,,bogo,25.00,category,,,,25.00,100,2,1,2025-11-05 23:32:22,2025-11-18 23:32:22,False,2025-11-05 23:32:22
379f8d8b-8130-44ce-986b-287f5050be16,VIP Exclusive 156,Limited time offer - save on your favorite products!,,fixed,20.00,all,,,,25.00,0,5,16,2025-11-03 23:32:22,2025-11-29 23:32:22,False,2025-11-03 23:32:22
e1e5b9a7-df80-4046-a082-e5b482b999cf,Summer Sale 157,Limited time offer - save on your favorite products!,SAVE43,bogo,20.00,category,,,,75.00,100,5,11,2025-11-29 23:32:22,2025-12-20 23:32:22,True,2025-11-29 23:32:22
