LABEL_ID,PRODUCT_ID,LABEL_TYPE,EXTRACTED_TEXT,STRUCTURED_DATA,SOURCE_IMAGE_URL,SOURCE_MEDIA_ID,EXTRACTION_MODEL,EXTRACTION_CONFIDENCE,EXTRACTION_DATE
87369b90-80b7-4014-8ed2-d74c595c1fef,05b78c73-9eab-46f0-8a9c-9ad2e21d8be4,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/DRU-LIP-0035_luxury.png,,claude-3-5-sonnet,0.91,2025-12-12 04:48:57
a2138337-c9db-4d4f-a4df-2c9acedcce11,38db5469-a0b2-45cb-84c5-479274a0a503,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/CER-LIP-0036_horizontal.png,,claude-3-5-sonnet,0.86,2025-12-11 22:03:57
77498156-3134-4fb4-bb04-be2239324c27,2783e5a1-6389-44c0-8757-157c25d80047,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/NAR-LIP-0037_tabular.png,,claude-3-5-sonnet,0.94,2025-12-07 00:26:57
8f0da47e-581d-4ea0-8d59-2d9f0519d1d6,f76be3c6-f085-455a-b2a4-384f38651ecb,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/DRU-LIP-0038_tabular.png,,claude-3-5-sonnet,0.95,2025-12-15 17:31:57
604f8191-d746-4146-b485-560bc5bd226d,109b33bb-ec31-44f6-973d-ea0fd28acfbf,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/NYX-LIP-0039_minimalist.png,,claude-3-5-sonnet,0.95,2025-12-19 22:35:57
5bc7c4d0-ff78-496f-b583-ddd97387ceea,d0a82655-db62-4e9e-8594-fa7e1e2e2862,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/RAR-LIP-0040_tabular.png,,claude-3-5-sonnet,0.89,2025-12-01 00:12:57
9239c348-11d0-4f00-a565-d6508c09c049,9a5f3b86-e14b-4867-a2c6-0a4bb0afd7c9,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/ILI-LIP-0041_vertical.png,,claude-3-5-sonnet,0.95,2025-11-26 02:16:57
50877bbf-6cd8-4752-b079-3efc0cf8b6e4,ad36f2dc-7bf2-46c6-bccf-316563a1dec2,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/NAR-LIP-0042_vertical.png,,claude-3-5-sonnet,0.97,2025-12-04 13:52:57
211583b8-7010-4b86-b1f2-ee6df7452a64,014eb68c-b137-4af1-bf55-c830f9f50f77,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/URB-LIP-0043_dense.png,,claude-3-5-sonnet,0.89,2025-12-19 05:05:57
df797a44-92c8-473e-85be-acc4ebfd21db,9006dbcc-aef0-4e95-91d3-5e7d031a2f1e,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/PAT-LIP-0044_dense.png,,claude-3-5-sonnet,0.94,2025-12-14 12:43:58
cb173f65-e1e5-47d0-a91e-3a9e0dcb9409,bef4d025-a320-4e9b-a858-0c7d2860d3d9,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/L'O-LIP-0045_minimalist.png,,claude-3-5-sonnet,0.95,2025-12-13 06:40:58
b3d91342-1efc-4c17-b8ce-eac56a96d2d3,95054c69-e20f-4a4a-83b1-528bcc5bf772,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/TOW-LIP-0046_dense.png,,claude-3-5-sonnet,0.88,2025-11-28 03:52:58
b8635dfb-3a31-4d20-8649-193daffc318e,3f6550b3-8b3c-4aaa-9d76-d599f7de4d8a,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/MAY-LIP-0047_vertical.png,,claude-3-5-sonnet,0.92,2025-12-03 19:14:58
15feef22-3ed8-4d45-8242-371834e984aa,41aaa8a8-e8f1-4eea-8783-cba0a9ccbc8d,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/HOU-LIP-0048_dense.png,,claude-3-5-sonnet,0.96,2025-12-04 13:13:58
413c7b58-e712-4189-9672-28ab32091357,9906f0a3-1b7a-4486-92bc-00ea78434994,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/HUD-LIP-0049_minimalist.png,,claude-3-5-sonnet,0.96,2025-12-08 19:53:58
c846a2f6-d349-4a17-91a6-9348d8fc6bcf,835e39dd-f99c-4c43-b27a-c36d7b995300,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/HUD-LIP-0050_tabular.png,,claude-3-5-sonnet,0.88,2025-12-12 03:58:58
516a3cc2-ac42-4dd1-b0f1-abf53a7feff3,fe75e429-44d5-480d-9cab-9fb3450fd2b8,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/SUM-LIP-0051_dense.png,,claude-3-5-sonnet,0.93,2025-12-17 15:38:58
b5026f02-a778-4974-9c3b-6a69f64486a4,6a61e274-fe18-4654-867f-d2e9c94a4b40,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/HOU-LIP-0052_dense.png,,claude-3-5-sonnet,0.98,2025-12-06 22:21:58
1e1d6e9f-96e2-4d8f-8ed6-92aa95881d05,f7bd5fca-b269-45ef-accd-ee20d9a4943f,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/ILI-LIP-0053_luxury.png,,claude-3-5-sonnet,0.95,2025-12-19 12:34:58
446e8640-af86-45d1-8e02-bb6e992a0489,0b190cd3-ee8c-4cef-a49d-9d0c4c17d5d3,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/BEN-LIP-0054_tabular.png,,claude-3-5-sonnet,0.92,2025-11-30 09:43:58
40748004-a9e1-43a6-b98f-b58d705e1329,2c7a59e5-1a7f-4479-a309-9e9c05eece69,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/GLO-LIP-0055_dense.png,,claude-3-5-sonnet,0.98,2025-11-21 21:19:59
b63768cf-c5df-4c2f-9b74-e78510fa092f,7b55f91d-4ea7-4a23-adc1-70b330a7d9c0,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/MIL-LIP-0056_luxury.png,,claude-3-5-sonnet,0.87,2025-11-21 09:04:59
bb1b3f6e-3d24-46d9-98d4-3bfdd93d3c00,d3ff8978-0c8c-4ff8-ba85-a0822c8dfcae,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/TOO-LIP-0057_horizontal.png,,claude-3-5-sonnet,0.86,2025-12-02 15:14:59
05e75de7-4e66-4e66-9569-a4630cfa3b9f,d46a67ee-624e-4aaa-9511-0e5901c1e581,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/NAR-LIP-0058_dense.png,,claude-3-5-sonnet,0.91,2025-12-07 17:57:59
bdc92240-4e79-418a-9c71-d079ceaf894d,3a6eb4bc-0317-4d6b-b2cb-7a0fef187147,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/NAR-LIP-0059_horizontal.png,,claude-3-5-sonnet,0.88,2025-11-25 15:05:59
49b88f94-ea3d-4d14-90d8-056e15515cf0,88283f3d-b420-43e9-a58b-fb59c3b9651f,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/DRU-LIP-0060_horizontal.png,,claude-3-5-sonnet,0.88,2025-11-19 16:10:59
a7075f24-b5b3-4dfc-8c07-e20478bb59a8,0737533a-414f-4814-965f-58679c762eed,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/CHA-LIP-0061_dense.png,,claude-3-5-sonnet,0.85,2025-12-14 14:53:59
744a7ac4-28ff-49dd-9c2c-8c1df7bcda00,5b211dc5-a573-4e88-882a-827c4af04aa0,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/MAC-LIP-0062_tabular.png,,claude-3-5-sonnet,0.92,2025-12-13 00:12:59
44e2ba60-41d7-42f6-bf77-8536e11ac0bf,68df5532-1caf-4c2e-b6ce-3f1a3306cbf9,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/ILI-LIP-0063_horizontal.png,,claude-3-5-sonnet,0.89,2025-11-20 21:33:59
6637d7ee-6b14-4e7e-8f80-f10e90e50ef7,7bb3f8dc-81aa-41e4-8b0e-d0f8a2b85ebb,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/MAC-LIP-0064_horizontal.png,,claude-3-5-sonnet,0.93,2025-11-27 12:46:59
dd5b9043-e5a5-413b-8529-117b35c7bbb5,c6ecbb52-cf91-4827-945a-fe670afd7977,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/DRU-LIP-0065_minimalist.png,,claude-3-5-sonnet,0.91,2025-12-18 16:17:59
d1647132-915d-4e05-91dd-ef12066db4fb,2b15cad6-6003-4256-a35b-ed12715b6d40,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/URB-LIP-0066_minimalist.png,,claude-3-5-sonnet,0.95,2025-11-30 00:00:59
c4a5cb51-cf37-456d-9caf-b9510500e3c4,92ed48ae-6886-4da2-8daa-21f8f2a7fe61,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/SUM-LIP-0067_luxury.png,,claude-3-5-sonnet,0.95,2025-11-19 08:36:00
e35b8b78-5881-457e-ac5d-62c130cf1716,f2d7edcd-9cb7-4352-827a-f9b2eec8984c,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/BOB-LIP-0068_horizontal.png,,claude-3-5-sonnet,0.89,2025-11-20 11:51:00
b76ac6cd-1d2c-4d7e-a4b0-65128774e7f0,c9debe40-9a54-492f-92ea-99dffa664671,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/EST-LIP-0069_horizontal.png,,claude-3-5-sonnet,0.98,2025-11-30 13:35:00
c2dd2755-5aab-4575-984b-d7510657d9fe,b1cf613b-b6fb-4713-b4fc-28646aa49739,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/L'O-LIP-0070_dense.png,,claude-3-5-sonnet,0.87,2025-12-05 04:39:00
e47be054-a594-4e3c-86e1-3696585940ac,a0855082-0296-48c0-9a60-02b30b3705cb,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/FEN-LIP-0071_tabular.png,,claude-3-5-sonnet,0.97,2025-12-15 06:47:00
35c2e94b-4fea-4bcc-9ae5-b7184f844b4f,fd6cc252-438f-46d3-96fd-ced25e930164,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/TAR-LIP-0072_minimalist.png,,claude-3-5-sonnet,0.98,2025-11-19 09:08:00
45cea5af-0d2d-4195-b201-d9cdf5d0c118,b3faba6f-9961-4057-8bbf-ba465c93ee7c,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/TAR-LIP-0073_tabular.png,,claude-3-5-sonnet,0.96,2025-11-22 12:11:00
7b473fff-0596-46f4-90be-e73728e9800e,ff48f908-f4b5-400c-8854-19c4418b1f61,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/BEN-LIP-0074_dense.png,,claude-3-5-sonnet,0.88,2025-12-04 18:00:00
76655120-decd-41c0-ac0b-dfb7ed6e5295,5cf1aeba-a260-422d-b87d-743ebc253546,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/RAR-LIP-0075_horizontal.png,,claude-3-5-sonnet,0.9,2025-12-07 11:04:00
16ee1995-207e-41ce-96db-286ef23fd1a6,98af7c8e-93d5-4978-9f33-1deeec5dcb36,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/FEN-LIP-0076_vertical.png,,claude-3-5-sonnet,0.91,2025-11-28 07:26:00
ca701606-8e3d-4cd2-a742-23f6061ff290,da69372a-58ff-431c-b8fa-50267c283470,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/EST-LIP-0077_luxury.png,,claude-3-5-sonnet,0.98,2025-12-03 13:32:00
6893ad52-768b-4341-af47-ed8ea065c23b,efe47dc8-2f7a-466a-baa9-153cda80293e,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/L'O-LIP-0078_dense.png,,claude-3-5-sonnet,0.89,2025-12-15 14:35:00
4a6daa87-7d93-4381-8c82-ad86d4f02e98,7a4497c4-59ce-4557-9728-1f62d1f8ef61,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/LAU-LIP-0079_vertical.png,,claude-3-5-sonnet,0.89,2025-11-26 20:20:01
7359e4df-7935-44aa-9b37-be7aa9502ac0,f3b7a586-a7c8-4e48-9b8e-572789d55bff,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/MAC-LIP-0080_vertical.png,,claude-3-5-sonnet,0.86,2025-11-24 17:21:01
6e0a755d-3cca-4214-8cf9-4abd4ed79195,f8001097-a7ff-4fe7-9178-b1ec89ce579d,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/LAN-LIP-0081_tabular.png,,claude-3-5-sonnet,0.92,2025-12-05 08:59:01
d7f7d75e-094c-4b8c-9eaa-6bd1f60be1fe,1fc9122f-df97-4376-b021-e2357c281c5f,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/DRU-LIP-0082_vertical.png,,claude-3-5-sonnet,0.93,2025-12-18 00:16:01
72bd9a52-8ffc-49c5-8a6f-2f28eb0984a8,a8f4b1f4-ba22-4b3c-83a3-75b61847a149,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/FEN-LIP-0083_luxury.png,,claude-3-5-sonnet,0.87,2025-11-25 09:24:01
b2b3d985-9f03-45a3-aea1-79d1efa9167e,66384e02-614b-439d-9ca4-ae663b5dc217,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/DRU-LIP-0084_vertical.png,,claude-3-5-sonnet,0.96,2025-12-02 00:37:01
72b23e3f-08ed-46b6-823b-46928635138b,cdfe133d-1bd2-479b-8956-edb0e5f0c404,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/ANA-LIP-0085_luxury.png,,claude-3-5-sonnet,0.87,2025-12-07 20:53:01
74adcedc-e60e-4986-afc4-c5348e4b8379,48033cf7-7003-4ecc-8fe1-850348daacfe,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/LAU-LIP-0086_horizontal.png,,claude-3-5-sonnet,0.88,2025-12-04 18:39:01
82ef5387-ce4a-4641-95c0-840790c011a4,876f01f0-729a-4d16-844f-e8f67d5de83b,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/RAR-LIP-0087_tabular.png,,claude-3-5-sonnet,0.91,2025-12-03 00:39:01
4561ad13-35af-42ef-b480-f3da68868cff,30d76c0f-b6b6-416a-bb0d-d7f0eea66b29,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/TAR-LIP-0088_minimalist.png,,claude-3-5-sonnet,0.92,2025-11-23 17:51:01
b2fecdc4-620a-4e2a-883d-f2eedbaa8a2f,83d06616-6aac-448b-9dc3-2a9efc71ae85,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/TOW-LIP-0089_tabular.png,,claude-3-5-sonnet,0.89,2025-11-24 08:30:01
69aba4f5-52f7-4800-b7a1-f33990f6e165,a629f9bf-e9ed-4bd0-be42-bed0f002921d,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/FEN-LIP-0090_vertical.png,,claude-3-5-sonnet,0.91,2025-11-24 00:30:02
d7120af8-d301-43ba-a5ef-08090f0c245e,a743a03f-85ee-4007-8838-96c6ea372fcc,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/L'O-LIP-0091_tabular.png,,claude-3-5-sonnet,0.92,2025-11-24 18:18:02
8017a545-1904-45f8-8829-88a07258ccc0,f0420301-4835-4467-9301-f06bf665ce0c,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/TAR-LIP-0092_tabular.png,,claude-3-5-sonnet,0.87,2025-12-12 18:59:02
4ffe81c1-8024-4728-9e82-e2cb30cea76a,448d0243-923a-4576-aeed-a06b9c7b5ed1,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/NYX-LIP-0093_minimalist.png,,claude-3-5-sonnet,0.86,2025-12-01 03:00:02
6ca6a92c-6b94-4b1f-a6b2-0aef1c79d854,19307891-ea65-41c4-9c3f-df27ea20f2ee,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/NAR-LIP-0094_dense.png,,claude-3-5-sonnet,0.9,2025-12-19 22:52:02
8caa72a7-7d1e-4c18-a288-ddb646df890f,7ebdfda2-fb37-4194-8757-ed6056100c41,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/TOW-LIP-0095_luxury.png,,claude-3-5-sonnet,0.97,2025-12-03 12:55:02
c3bc95ab-241e-4f98-adbb-1ec378d30814,f24dd314-341f-401f-953e-d884fb986c20,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/NYX-LIP-0096_tabular.png,,claude-3-5-sonnet,0.89,2025-11-19 22:49:02
9dd6442a-d3f1-403e-a003-044679f0ecf2,a8941375-2371-473e-8230-1a61962d9018,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/HUD-LIP-0097_luxury.png,,claude-3-5-sonnet,0.91,2025-12-11 04:13:02
2e7c9bbd-bb5f-416e-b6a0-298127009b13,a3f6a757-e9c1-41b4-abb8-0755cb0bccfe,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/THE-LIP-0098_dense.png,,claude-3-5-sonnet,0.87,2025-12-18 15:47:02
87ba6532-1776-43fe-93a4-415868c25753,6b50edd5-1d5b-40ed-a3fd-f12dd09be59d,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/THE-LIP-0099_luxury.png,,claude-3-5-sonnet,0.89,2025-11-21 11:18:02
faeb6ec4-2ed4-4613-baa2-ad646f730e58,5b2b0786-8cfe-4b0b-b2be-6c998c8b3383,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/BEN-LIP-0100_luxury.png,,claude-3-5-sonnet,0.9,2025-11-22 23:20:02
0c802e7a-9ebf-49a2-8200-59b04f11f9d9,9c56d69d-efb3-4f31-a012-ceb96f0344f2,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/PAT-LIP-0101_vertical.png,,claude-3-5-sonnet,0.93,2025-11-24 22:51:02
8454008e-abd1-4f50-ae14-512fd71f9d15,f97b7705-3cf7-4f94-b6c1-ac7e76c9ea9c,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/NAR-LIP-0102_luxury.png,,claude-3-5-sonnet,0.95,2025-12-10 23:28:03
f4412343-397b-4c69-ad2e-e8e5b0587426,cd24ceae-23a2-4dfc-a959-c1c533739f52,ingredients,,,@PRODUCTS.PRODUCT_MEDIA/labels/DRU-LIP-0103_horizontal.png,,claude-3-5-sonnet,0.85,2025-11-22 14:16:03
