SESSION_ID,CUSTOMER_ID,STATUS,SUBTOTAL_CENTS,TAX_CENTS,SHIPPING_CENTS,DISCOUNT_CENTS,TOTAL_CENTS,CURRENCY,APPLIED_PROMO_CODES,APPLIED_LOYALTY_POINTS,FULFILLMENT_TYPE,SHIPPING_ADDRESS,BILLING_ADDRESS,SHIPPING_METHOD_ID,IS_GIFT,GIFT_MESSAGE,GIFT_RECIPIENT_EMAIL,IS_VALID,VALIDATION_MESSAGE,IDEMPOTENCY_KEY,CREATED_AT,UPDATED_AT,EXPIRES_AT,COMPLETED_AT
052e8835-8b7e-46dc-8bbb-d30a54575512,67d0e8c1-8c85-48cb-86fa-1dfc3c3878e7,completed,36034,2882,599,0,39515,USD,,0,shipping,"{""city"": ""New York"", ""state"": ""NY""}","{""city"": ""New York"", ""state"": ""NY""}",7d610892-6f6b-4d72-b876-1e25f1c9789f,False,,,True,,idem_97793a27-dd75-45,2025-12-15 03:07:17,2025-12-08 14:44:17,,2025-11-29 11:03:17
05441a14-f7e1-4e42-b018-ff884f2920e8,6e3ab461-a5c1-4957-9fad-538c57e39531,abandoned,19712,1576,0,0,21288,USD,,0,,,,,False,,,True,,idem_3ee5b837-8470-42,2025-12-05 14:51:13,2025-11-23 14:10:13,,
054644c8-6087-4036-988f-904bb25e9939,b18bc18d-bff3-44ad-ab90-a3ea12ed4d3b,completed,13440,1075,0,0,14515,USD,,0,shipping,"{""city"": ""New York"", ""state"": ""NY""}","{""city"": ""New York"", ""state"": ""NY""}",7d610892-6f6b-4d72-b876-1e25f1c9789f,False,,,True,,idem_9d20b49f-c2db-45,2025-10-22 01:13:03,2025-12-18 23:54:03,,2025-12-15 08:24:03
05501ae7-064e-4e08-a674-6087b085767a,,expired,46435,3714,0,0,50149,USD,,0,,,,,False,,,True,,idem_825802f9-e3e5-4f,2025-10-30 20:48:13,2025-12-13 02:48:13,,
05a6787a-6176-4883-9f50-1c8e9adfea8f,,expired,17921,1433,0,0,19354,USD,,0,,,,,False,,,True,,idem_479d11e0-fba1-40,2025-11-27 06:44:20,2025-11-23 09:26:20,,
05c0b555-8cd2-49df-92a2-5868f4a9d3c6,,expired,3570,285,0,535,3320,USD,"[""SAVE10""]",0,,,,,False,,,True,,idem_4dd0c008-e5cc-43,2025-11-06 03:55:33,2025-12-12 02:26:33,,
05e62514-7f8c-48e0-afba-547ef5de14c3,1b4dc1e1-e98c-40fc-8a51-93aa2f0d4527,completed,2816,225,599,0,3640,USD,,0,shipping,"{""city"": ""New York"", ""state"": ""NY""}","{""city"": ""New York"", ""state"": ""NY""}",06548384-d82a-4802-b2ae-3fe87d250319,False,,,True,,idem_091d237b-cc77-4e,2025-12-13 14:36:35,2025-11-21 02:31:35,,2025-12-04 20:00:35
05ebc81b-360d-4d29-a694-ccff29ec7fb7,0cb8d3df-ae9c-4374-8690-d0bbba676682,completed,43263,3461,999,0,47723,USD,,0,shipping,"{""city"": ""New York"", ""state"": ""NY""}","{""city"": ""New York"", ""state"": ""NY""}",7d610892-6f6b-4d72-b876-1e25f1c9789f,False,,,True,,idem_75723d08-961b-49,2025-11-29 13:30:25,2025-12-05 19:51:25,,2025-12-02 04:23:25
0609e044-38f7-409f-9f1a-361404c543fc,c3d0fbeb-fba1-49b4-a98b-6eca325f229d,abandoned,33334,2666,0,0,36000,USD,,0,,,,,False,,,True,,idem_7eb9df4d-2cbf-45,2025-11-09 20:06:31,2025-12-17 21:48:31,,
061baeb6-b541-4bbf-85f4-61116ccf0ded,6f991cf2-8ec9-4fa7-b9dd-cccb3d88b0d2,completed,27646,2211,999,5529,25327,USD,"[""SAVE10""]",0,shipping,"{""city"": ""New York"", ""state"": ""NY""}","{""city"": ""New York"", ""state"": ""NY""}",fc3b652f-fb05-448c-8d1b-708597c8549d,False,,,True,,idem_cd80fb54-d7f4-4d,2025-11-02 07:30:31,2025-12-14 04:53:31,,2025-12-15 03:20:31
06295587-79b1-455d-b7f1-0fbf95c86413,4f688706-9141-4431-8d8e-32b224f888d5,abandoned,12191,975,0,0,13166,USD,,0,,,,,False,,,True,,idem_17ab37af-94e3-43,2025-11-01 19:06:32,2025-12-05 21:13:32,,
064003b8-d242-4544-bd20-161e94f6ef2f,,completed,4026,322,599,0,4947,USD,,0,shipping,"{""city"": ""New York"", ""state"": ""NY""}","{""city"": ""New York"", ""state"": ""NY""}",fc3b652f-fb05-448c-8d1b-708597c8549d,False,,,True,,idem_dcae99ed-6ff3-4d,2025-11-10 10:35:30,2025-12-05 01:18:30,,2025-12-04 12:26:30
06605da7-d1a2-4782-9954-0830e36ead3b,0cb8d3df-ae9c-4374-8690-d0bbba676682,completed,22757,1820,999,0,25576,USD,,0,shipping,"{""city"": ""New York"", ""state"": ""NY""}","{""city"": ""New York"", ""state"": ""NY""}",fc3b652f-fb05-448c-8d1b-708597c8549d,False,,,True,,idem_4aac77a1-02db-43,2025-10-29 10:50:20,2025-12-09 16:15:20,,2025-11-23 12:17:20
066fd1fe-00dc-4061-bf47-59c1006f95dc,b6388aab-919c-484a-86bc-29d50aea9210,expired,32198,2575,0,0,34773,USD,,0,,,,,False,,,True,,idem_f39ab095-fb9f-44,2025-12-09 06:43:37,2025-12-01 08:34:37,,
069a37b3-c5ef-4790-a618-279902579d4e,29a54ac6-d4d9-4130-950b-8b583e14e66a,abandoned,30735,2458,0,0,33193,USD,,0,,,,,False,,,True,,idem_db01d9f0-35d8-4a,2025-11-27 04:32:16,2025-12-19 10:11:16,,
06acaba7-61f4-42b8-92d4-6ebc5e6a3b9d,80c0ec2b-9165-4853-938a-d393712c8ce9,abandoned,9185,734,0,0,9919,USD,,0,,,,,False,,,True,,idem_9cbff288-a94e-4c,2025-11-29 21:42:27,2025-11-27 10:44:27,,
073764a4-0fde-4482-904f-217d8e4c9684,9f78bf85-fd19-4d1f-8367-f9be8fbeef23,completed,5933,474,599,0,7006,USD,,0,shipping,"{""city"": ""New York"", ""state"": ""NY""}","{""city"": ""New York"", ""state"": ""NY""}",b83f4c8f-2d98-4be2-97df-c91559dd1cd3,False,,,True,,idem_06c047ed-9e6f-44,2025-11-15 07:24:33,2025-11-22 08:32:33,,2025-11-23 12:27:33
07452f1a-538d-44b8-bd4d-029b8f8e4e4f,cfd2fd1e-48f6-4417-a98b-a33ace3a46f7,completed,5088,407,999,0,6494,USD,,0,shipping,"{""city"": ""New York"", ""state"": ""NY""}","{""city"": ""New York"", ""state"": ""NY""}",fc3b652f-fb05-448c-8d1b-708597c8549d,False,,,True,,idem_fd4cd10d-af7d-4d,2025-12-02 16:08:32,2025-12-11 23:33:32,,2025-12-02 04:32:32
074c4768-95f8-4458-b6e0-931cc682e5f4,,abandoned,6480,518,0,0,6998,USD,,0,,,,,False,,,True,,idem_a8887c3c-d6e9-40,2025-12-18 00:54:20,2025-12-18 14:04:20,,
075d3de1-d7a9-48d5-afe9-6cffd6d372aa,d076735c-bcb6-47fe-999f-ab0af2d985b8,abandoned,5979,478,0,0,6457,USD,,0,,,,,False,,,True,,idem_6f28d318-db2e-42,2025-11-14 06:05:24,2025-12-13 06:17:24,,
076f00d9-dc6a-4bc6-ba61-6214fd62861e,52af912d-eafa-4ea7-a2a1-16eede8c1149,abandoned,8228,658,0,0,8886,USD,,0,,,,,False,,,True,,idem_cca669ec-afa6-49,2025-10-25 09:37:12,2025-12-09 18:08:12,,
07788841-286f-4934-a24b-1bd42ef78d14,99eb99cf-bbc8-4530-a2b6-994f841e5e8a,expired,16786,1342,0,0,18128,USD,,0,,,,,False,,,True,,idem_46ce3c36-34ef-42,2025-12-16 07:07:05,2025-12-19 12:47:05,,
0793c702-d0b6-4f08-a29c-774977a77023,,completed,15028,1202,0,0,16230,USD,,0,shipping,"{""city"": ""New York"", ""state"": ""NY""}","{""city"": ""New York"", ""state"": ""NY""}",fc3b652f-fb05-448c-8d1b-708597c8549d,False,,,True,,idem_a3ef7e7e-2e81-4e,2025-11-04 14:06:40,2025-11-21 08:55:40,,2025-11-25 06:31:40
0795f304-2cde-47bb-a479-4cac4ef52a83,0b750255-51a3-49a4-aa16-100ebb3e60f8,completed,10664,853,599,0,12116,USD,,0,shipping,"{""city"": ""New York"", ""state"": ""NY""}","{""city"": ""New York"", ""state"": ""NY""}",7d610892-6f6b-4d72-b876-1e25f1c9789f,False,,,True,,idem_5847acf6-024a-48,2025-11-03 14:23:18,2025-11-28 15:39:18,,2025-12-11 11:47:18
079e0463-50f3-4a5b-99b5-5db8c1203200,,completed,23262,1860,0,3489,21633,USD,"[""SAVE10""]",0,shipping,"{""city"": ""New York"", ""state"": ""NY""}","{""city"": ""New York"", ""state"": ""NY""}",fc3b652f-fb05-448c-8d1b-708597c8549d,False,,,True,,idem_1f7af1a0-01de-46,2025-11-26 06:07:19,2025-12-12 18:59:19,,2025-11-29 19:32:19
079fbfef-62b8-4c04-b8f8-ef78702033fb,ed738b05-a9a9-45e2-a176-c4615b030dcb,completed,33372,2669,999,0,37040,USD,,0,shipping,"{""city"": ""New York"", ""state"": ""NY""}","{""city"": ""New York"", ""state"": ""NY""}",fc3b652f-fb05-448c-8d1b-708597c8549d,False,,,True,,idem_f7136ed0-caa4-49,2025-11-09 22:14:16,2025-11-21 06:01:16,,2025-12-16 00:04:16
07af1771-4db4-42d9-b97e-a1546f824b9e,,active,44498,3559,0,0,48057,USD,,0,,,,,True,,,True,,idem_94c4943c-412c-46,2025-12-04 04:40:18,2025-12-07 06:19:18,,
07e006b4-43af-4406-9901-793226929aee,a5177c18-59ed-4c19-b625-63166f7c8d4c,completed,4029,322,999,402,4948,USD,"[""SAVE10""]",0,shipping,"{""city"": ""New York"", ""state"": ""NY""}","{""city"": ""New York"", ""state"": ""NY""}",b83f4c8f-2d98-4be2-97df-c91559dd1cd3,False,,,True,,idem_3d422ea8-2ea5-46,2025-12-07 13:51:42,2025-11-28 23:58:42,,2025-11-23 23:50:42
07e609b1-d581-4c8b-b55a-29bce7be664f,20bacc92-f9fe-4e66-9726-c07d7886b657,completed,12042,963,0,0,13005,USD,,0,shipping,"{""city"": ""New York"", ""state"": ""NY""}","{""city"": ""New York"", ""state"": ""NY""}",fc3b652f-fb05-448c-8d1b-708597c8549d,False,,,True,,idem_792cd6c1-1846-4e,2025-10-26 06:41:21,2025-11-28 21:57:21,,2025-12-13 15:29:21
07f02de5-241b-4e87-9a05-96c4b9b12572,,abandoned,5803,464,0,0,6267,USD,,0,,,,,False,,,True,,idem_a3428532-3f6d-41,2025-10-24 10:58:20,2025-11-25 18:03:20,,
086ce037-d7c5-4946-9ed8-a893f1697308,712ee014-b784-46bf-b5ae-3c109d263ce6,completed,34188,2735,599,0,37522,USD,,0,shipping,"{""city"": ""New York"", ""state"": ""NY""}","{""city"": ""New York"", ""state"": ""NY""}",b83f4c8f-2d98-4be2-97df-c91559dd1cd3,False,,,True,,idem_452400f7-9ac5-4e,2025-10-25 06:52:22,2025-12-11 06:15:22,,2025-12-05 03:50:22
08774d4f-893a-4854-894d-c9cf5fe666c4,3d4f29f1-2647-440d-8105-c46f92b1474f,abandoned,6956,556,0,695,6817,USD,"[""SAVE10""]",0,,,,,False,,,True,,idem_bc2ced39-85ee-46,2025-11-03 02:58:05,2025-12-19 15:03:05,,
08aa659c-fb37-473e-866d-f37a2a5b9c06,d0ae92ca-18ae-4465-8df7-d61752c267cb,completed,5939,475,999,0,7413,USD,,0,shipping,"{""city"": ""New York"", ""state"": ""NY""}","{""city"": ""New York"", ""state"": ""NY""}",fc3b652f-fb05-448c-8d1b-708597c8549d,False,,,True,,idem_7ee02bdb-e790-48,2025-12-11 13:12:26,2025-11-21 07:44:26,,2025-12-05 06:38:26
08ab017d-9cce-4f38-843a-a5633cb2d1a5,36da395e-dc43-421a-a770-59cfc4d09b4c,expired,38610,3088,0,7722,33976,USD,"[""SAVE10""]",0,,,,,False,,,True,,idem_f694d72e-7ace-43,2025-11-14 07:21:38,2025-12-07 08:19:38,,
08baf9e7-7d66-4ee7-94c7-ad5fdb499640,,expired,19231,1538,0,0,20769,USD,,0,,,,,False,,,True,,idem_f2ff0d49-dd32-41,2025-12-14 04:23:15,2025-12-04 17:09:15,,
08bb4085-31ac-487e-8b2c-be8655d4b64e,6be63a53-18da-46ce-8630-2b31cc1376fd,completed,18183,1454,599,0,20236,USD,,0,shipping,"{""city"": ""New York"", ""state"": ""NY""}","{""city"": ""New York"", ""state"": ""NY""}",fc3b652f-fb05-448c-8d1b-708597c8549d,False,,,True,,idem_2c2bfd66-54fe-45,2025-11-14 19:55:29,2025-11-23 00:19:29,,2025-12-10 23:46:29
08d27c7e-da34-4204-a2e6-917b437da794,b25eabea-ad8a-41b7-aa59-05f53800f8a5,completed,12458,996,999,0,14453,USD,,0,shipping,"{""city"": ""New York"", ""state"": ""NY""}","{""city"": ""New York"", ""state"": ""NY""}",7d610892-6f6b-4d72-b876-1e25f1c9789f,False,,,True,,idem_6a4e8149-3812-4e,2025-12-01 13:47:38,2025-11-27 22:42:38,,2025-12-11 16:30:38
