HISTORY_ID,PRODUCT_ID,VARIANT_ID,PRICE,PREVIOUS_PRICE,EFFECTIVE_DATE,END_DATE,CHANGE_REASON,CREATED_AT
eeb12c17-6523-464e-ae13-96c730817c53,42945b9a-a394-40ea-8313-703880379eb9,,26.68,26.68,2025-07-23,2025-08-27,cost_adjustment,2025-07-23 16:18:54
6cd4f9b3-817e-4876-8d0f-f06caf5952b1,42945b9a-a394-40ea-8313-703880379eb9,,26.68,26.68,2025-08-28,2025-10-02,regular,2025-08-28 21:31:54
05863c70-0fd5-408f-917f-03f0842bc380,42945b9a-a394-40ea-8313-703880379eb9,,26.68,26.68,2025-10-03,2025-11-07,regular,2025-10-03 14:36:54
c2cd9ddc-0dd7-4dde-aa98-a20285052583,42945b9a-a394-40ea-8313-703880379eb9,,26.68,26.68,2025-11-08,,seasonal,2025-11-08 20:59:54
ae8708b9-4aa8-4dbc-a580-2bbbc9b6128f,bc7b2942-4814-443f-9f83-ae30887b7ea7,,53.89,53.89,2024-12-19,2025-01-23,cost_adjustment,2024-12-19 03:58:54
8edf712b-1a67-47eb-8366-46a20614c526,bc7b2942-4814-443f-9f83-ae30887b7ea7,,53.89,53.89,2025-01-24,2025-02-28,regular,2025-01-24 16:06:54
b8c07dcc-5e71-4aa7-8e00-9262ab6f30b1,bc7b2942-4814-443f-9f83-ae30887b7ea7,,58.82,53.89,2025-03-01,2025-04-05,cost_adjustment,2025-03-01 09:00:54
5d022d3d-4b26-4e0a-9806-9453bcb5dd89,bc7b2942-4814-443f-9f83-ae30887b7ea7,,58.82,58.82,2025-04-06,2025-05-11,cost_adjustment,2025-04-06 19:25:54
78e1bf94-25ac-472e-95fb-2700a1f0dbb6,bc7b2942-4814-443f-9f83-ae30887b7ea7,,53.19,58.82,2025-05-12,2025-06-16,cost_adjustment,2025-05-12 09:26:54
d102f776-cb04-49e2-bb7c-7d00f9d2550d,bc7b2942-4814-443f-9f83-ae30887b7ea7,,53.19,53.19,2025-06-17,2025-07-22,cost_adjustment,2025-06-17 23:04:54
b07494d0-9a05-405c-a482-2a1126be2349,bc7b2942-4814-443f-9f83-ae30887b7ea7,,53.19,53.19,2025-07-23,2025-08-27,cost_adjustment,2025-07-23 16:11:54
8c7a8aef-622a-484a-be86-aeb744766465,bc7b2942-4814-443f-9f83-ae30887b7ea7,,53.19,53.19,2025-08-28,2025-10-02,seasonal,2025-08-28 04:17:54
b917dc46-bd12-4f6e-9909-d91594913c2d,bc7b2942-4814-443f-9f83-ae30887b7ea7,,53.19,53.19,2025-10-03,2025-11-07,seasonal,2025-10-03 01:49:54
632d98db-0fad-4ac0-aef9-0dbd0628632a,bc7b2942-4814-443f-9f83-ae30887b7ea7,,53.19,53.19,2025-11-08,,regular,2025-11-08 02:00:54
60097985-f314-46ff-97d4-311247264809,f24faa8d-5b25-4088-97d3-7677b8963326,,36.22,36.22,2024-12-19,2025-01-23,regular,2024-12-19 12:46:54
a8632751-08d6-463f-8008-feedc6a61ed5,f24faa8d-5b25-4088-97d3-7677b8963326,,36.22,36.22,2025-01-24,2025-02-28,regular,2025-01-24 08:06:54
830ed7fc-4369-44e3-b989-0f1da3d586d5,f24faa8d-5b25-4088-97d3-7677b8963326,,36.22,36.22,2025-03-01,2025-04-05,regular,2025-03-01 14:49:55
ea7c26dd-8e0c-4181-8d86-1afbbc501ad5,f24faa8d-5b25-4088-97d3-7677b8963326,,36.22,36.22,2025-04-06,2025-05-11,promotion,2025-04-06 11:34:55
ffd1b1a4-d579-4f71-ab8b-b3afbbf3f36b,f24faa8d-5b25-4088-97d3-7677b8963326,,36.22,36.22,2025-05-12,2025-06-16,regular,2025-05-12 00:34:55
9e2803fc-e8c9-4686-8996-7d7fcfa41bd9,f24faa8d-5b25-4088-97d3-7677b8963326,,36.22,36.22,2025-06-17,2025-07-22,regular,2025-06-17 21:42:55
476f5d19-dbc4-4d14-87ab-e96d5ee53c32,f24faa8d-5b25-4088-97d3-7677b8963326,,36.22,36.22,2025-07-23,2025-08-27,seasonal,2025-07-23 15:26:55
13a62c0f-dcf4-446a-a3ac-bdced0ccc144,f24faa8d-5b25-4088-97d3-7677b8963326,,36.22,36.22,2025-08-28,2025-10-02,cost_adjustment,2025-08-28 17:44:55
a369929a-1c18-4df2-971b-72768c3e2c1b,f24faa8d-5b25-4088-97d3-7677b8963326,,36.22,36.22,2025-10-03,2025-11-07,cost_adjustment,2025-10-03 15:20:55
ea75a78f-e558-4591-88fe-1afb6a69d5ef,f24faa8d-5b25-4088-97d3-7677b8963326,,36.22,36.22,2025-11-08,,cost_adjustment,2025-11-08 12:08:55
a082820d-24c5-4670-a00b-e31d57ccaa06,5baa4be0-04e2-4b87-bc26-1da30e353f4a,,49.45,49.45,2024-12-19,2025-01-23,seasonal,2024-12-19 03:30:55
bb08ffb1-f3dd-426b-a191-b4d29b493784,5baa4be0-04e2-4b87-bc26-1da30e353f4a,,49.45,49.45,2025-01-24,2025-02-28,seasonal,2025-01-24 00:01:55
e3339995-124f-4ff4-905a-c714364f25e8,5baa4be0-04e2-4b87-bc26-1da30e353f4a,,49.45,49.45,2025-03-01,2025-04-05,cost_adjustment,2025-03-01 12:51:55
7a3edf42-6d7e-435d-9b2f-9d381d40c538,5baa4be0-04e2-4b87-bc26-1da30e353f4a,,49.45,49.45,2025-04-06,2025-05-11,cost_adjustment,2025-04-06 12:33:55
1fe19ec5-9b51-4008-bb2a-2aa0d039a92a,5baa4be0-04e2-4b87-bc26-1da30e353f4a,,49.45,49.45,2025-05-12,2025-06-16,cost_adjustment,2025-05-12 21:53:55
043cf009-729f-4192-8cef-b59e6c2a409e,5baa4be0-04e2-4b87-bc26-1da30e353f4a,,49.45,49.45,2025-06-17,2025-07-22,promotion,2025-06-17 11:51:55
bbd3a0d4-7f39-4910-aed0-983b636d419f,5baa4be0-04e2-4b87-bc26-1da30e353f4a,,44.48,49.45,2025-07-23,2025-08-27,cost_adjustment,2025-07-23 06:55:55
26b1418a-60a4-4655-8b05-8d771625ffb0,5baa4be0-04e2-4b87-bc26-1da30e353f4a,,44.48,44.48,2025-08-28,2025-10-02,cost_adjustment,2025-08-28 15:47:55
d49db27a-a2bc-40c7-8679-1e8011993871,5baa4be0-04e2-4b87-bc26-1da30e353f4a,,44.48,44.48,2025-10-03,2025-11-07,regular,2025-10-03 21:43:55
a51f4fc5-a4db-4361-8ebb-56fdf6cbda0c,5baa4be0-04e2-4b87-bc26-1da30e353f4a,,44.48,44.48,2025-11-08,,regular,2025-11-08 04:36:55
0bea624b-d064-48a3-ad54-516eec3c1dcf,cbf59a8b-5596-41ec-8aa2-85740de1bffe,,19.31,18.55,2024-12-19,2025-01-23,seasonal,2024-12-19 02:03:55
5c3b5914-07cf-41b0-ba1b-e8d819a7887f,cbf59a8b-5596-41ec-8aa2-85740de1bffe,,19.31,19.31,2025-01-24,2025-02-28,regular,2025-01-24 18:39:55
d47d2e9d-426e-4ce3-8cd8-22de4804f6bb,cbf59a8b-5596-41ec-8aa2-85740de1bffe,,20.41,19.31,2025-03-01,2025-04-05,cost_adjustment,2025-03-01 08:45:55
36138744-bb8e-4ed2-95e7-e3daaae1f7a5,cbf59a8b-5596-41ec-8aa2-85740de1bffe,,20.41,20.41,2025-04-06,2025-05-11,cost_adjustment,2025-04-06 04:39:55
18150cba-fd4f-4bfe-bad8-85863156581d,cbf59a8b-5596-41ec-8aa2-85740de1bffe,,20.41,20.41,2025-05-12,2025-06-16,cost_adjustment,2025-05-12 02:32:55
db531e4b-9a0b-4513-9d37-cf3e6dcdbd0f,cbf59a8b-5596-41ec-8aa2-85740de1bffe,,20.41,20.41,2025-06-17,2025-07-22,cost_adjustment,2025-06-17 22:19:55
ed807965-9255-4829-a15b-f6b5d5be8521,cbf59a8b-5596-41ec-8aa2-85740de1bffe,,20.41,20.41,2025-07-23,2025-08-27,seasonal,2025-07-23 18:32:55
78ff6ad4-9520-4f6d-8085-e59a3b40a224,cbf59a8b-5596-41ec-8aa2-85740de1bffe,,20.41,20.41,2025-08-28,2025-10-02,promotion,2025-08-28 15:40:55
67d56cd6-b987-46f3-bee3-6dbde43d6b59,cbf59a8b-5596-41ec-8aa2-85740de1bffe,,20.41,20.41,2025-10-03,2025-11-07,seasonal,2025-10-03 10:47:55
dd832e82-9a9f-4af8-9fc2-59e41250ba71,cbf59a8b-5596-41ec-8aa2-85740de1bffe,,20.41,20.41,2025-11-08,,regular,2025-11-08 20:52:55
2e14de44-1a8d-4bcf-97b2-a1ced45801ef,8a9437e5-bb37-44ed-8b92-c294663965d2,,52.72,52.72,2024-12-19,2025-01-23,promotion,2024-12-19 19:58:55
ae0f8ea6-e20a-4a95-9708-283205a1664c,8a9437e5-bb37-44ed-8b92-c294663965d2,,57.91,52.72,2025-01-24,2025-02-28,cost_adjustment,2025-01-24 21:17:55
2e68a3c3-53a2-450b-a008-51afa51a5d43,8a9437e5-bb37-44ed-8b92-c294663965d2,,57.91,57.91,2025-03-01,2025-04-05,regular,2025-03-01 13:25:55
e64e53bf-de7e-423f-8332-b2018ef576b8,8a9437e5-bb37-44ed-8b92-c294663965d2,,57.91,57.91,2025-04-06,2025-05-11,cost_adjustment,2025-04-06 03:31:55
939d55e0-9e97-468c-b145-a273ba90abaa,8a9437e5-bb37-44ed-8b92-c294663965d2,,54.18,57.91,2025-05-12,2025-06-16,seasonal,2025-05-12 17:48:55
23c3246b-eff2-422f-9b9a-e10efb6d75c6,8a9437e5-bb37-44ed-8b92-c294663965d2,,54.18,54.18,2025-06-17,2025-07-22,promotion,2025-06-17 12:13:55
09873c80-964a-456e-9f00-a7d0dace8718,8a9437e5-bb37-44ed-8b92-c294663965d2,,54.18,54.18,2025-07-23,2025-08-27,cost_adjustment,2025-07-23 15:36:55
c37fb386-6d86-4e0d-bc7c-07af70756eac,8a9437e5-bb37-44ed-8b92-c294663965d2,,54.18,54.18,2025-08-28,2025-10-02,seasonal,2025-08-28 18:09:55
b4e2919d-59bf-45a4-b78d-459b901d16f2,8a9437e5-bb37-44ed-8b92-c294663965d2,,54.18,54.18,2025-10-03,2025-11-07,cost_adjustment,2025-10-03 05:47:55
6b507975-790c-4019-a7d4-c170bc42aa55,8a9437e5-bb37-44ed-8b92-c294663965d2,,54.18,54.18,2025-11-08,,regular,2025-11-08 11:34:55
023bb0b7-5558-41e7-940a-187810799e3b,b3b2f293-bc16-4b41-958f-7a408d03839c,,44.23,40.87,2024-12-19,2025-01-23,regular,2024-12-19 17:30:55
fb0576a9-5eff-4037-bb06-335dda628b71,b3b2f293-bc16-4b41-958f-7a408d03839c,,40.31,44.23,2025-01-24,2025-02-28,regular,2025-01-24 13:51:55
7972e08e-af3c-4ed4-ab2c-cb1875f250e9,b3b2f293-bc16-4b41-958f-7a408d03839c,,40.31,40.31,2025-03-01,2025-04-05,seasonal,2025-03-01 14:47:55
b844d3ad-fc01-421e-b59b-ca7d596144a8,b3b2f293-bc16-4b41-958f-7a408d03839c,,45.15,40.31,2025-04-06,2025-05-11,promotion,2025-04-06 16:34:55
9a4ed474-ec51-4df8-8412-9a37f6fe2f22,b3b2f293-bc16-4b41-958f-7a408d03839c,,45.15,45.15,2025-05-12,2025-06-16,regular,2025-05-12 18:58:55
fec2435d-29b1-4cb3-bbd2-1c9e859cab4b,b3b2f293-bc16-4b41-958f-7a408d03839c,,45.15,45.15,2025-06-17,2025-07-22,promotion,2025-06-17 09:40:55
3b0d9cd7-4aea-4297-97a3-ec8767954243,b3b2f293-bc16-4b41-958f-7a408d03839c,,51.45,45.15,2025-07-23,2025-08-27,regular,2025-07-23 21:52:55
4aedb36f-59ac-481d-840a-b7bcd815f1ff,b3b2f293-bc16-4b41-958f-7a408d03839c,,49.50,51.45,2025-08-28,2025-10-02,promotion,2025-08-28 19:49:55
a5643e3e-2242-4ee4-9bad-a09c11c75145,b3b2f293-bc16-4b41-958f-7a408d03839c,,49.50,49.50,2025-10-03,2025-11-07,regular,2025-10-03 22:33:55
12ac7fa0-4c4d-4071-8056-1e4cc165a663,b3b2f293-bc16-4b41-958f-7a408d03839c,,49.50,49.50,2025-11-08,,seasonal,2025-11-08 19:46:55
b4710744-fba0-4df3-8c45-7286c4510f9f,26b06223-5045-4f89-9fec-affaad3eb6ef,,21.59,25.36,2024-12-19,2025-01-23,promotion,2024-12-19 01:06:55
026940e2-2afe-4d30-9608-b73cb4502f80,26b06223-5045-4f89-9fec-affaad3eb6ef,,21.59,21.59,2025-01-24,2025-02-28,seasonal,2025-01-24 04:32:55
208e47a4-f368-47b6-a574-1558634d8eb4,26b06223-5045-4f89-9fec-affaad3eb6ef,,21.59,21.59,2025-03-01,2025-04-05,regular,2025-03-01 12:13:55
32058ae0-4080-431d-ba71-9489d4ecfb58,26b06223-5045-4f89-9fec-affaad3eb6ef,,21.59,21.59,2025-04-06,2025-05-11,seasonal,2025-04-06 04:25:55
b90e7f4c-9411-49f9-84ea-66fdb4617789,26b06223-5045-4f89-9fec-affaad3eb6ef,,21.59,21.59,2025-05-12,2025-06-16,cost_adjustment,2025-05-12 21:46:55
de053978-f5ac-49d3-bbba-674d8acd3e09,26b06223-5045-4f89-9fec-affaad3eb6ef,,21.59,21.59,2025-06-17,2025-07-22,seasonal,2025-06-17 12:40:55
0d8630d2-c7ad-4830-b5d3-d4e35480b114,26b06223-5045-4f89-9fec-affaad3eb6ef,,21.59,21.59,2025-07-23,2025-08-27,cost_adjustment,2025-07-23 06:51:55
9f5db0b6-224f-4bc7-9ed0-cb3d4cc26193,26b06223-5045-4f89-9fec-affaad3eb6ef,,20.81,21.59,2025-08-28,2025-10-02,cost_adjustment,2025-08-28 14:04:55
07364ceb-e7a5-4aca-9b34-7d72000a13ff,26b06223-5045-4f89-9fec-affaad3eb6ef,,20.81,20.81,2025-10-03,2025-11-07,regular,2025-10-03 02:37:55
ce6bdfd8-ade1-47f1-8472-8e51cf41f8a1,26b06223-5045-4f89-9fec-affaad3eb6ef,,20.81,20.81,2025-11-08,,cost_adjustment,2025-11-08 02:33:55
b9346969-b900-44f1-898f-d8c71d2fb2f5,3d7d90a3-419f-4511-83dd-b897f1d0c348,,43.75,43.75,2024-12-19,2025-01-23,cost_adjustment,2024-12-19 20:07:55
81d238a0-520a-49a8-82aa-a864e71e621b,3d7d90a3-419f-4511-83dd-b897f1d0c348,,38.28,43.75,2025-01-24,2025-02-28,regular,2025-01-24 19:42:55
ae4536d5-c167-4386-817f-965235bef55c,3d7d90a3-419f-4511-83dd-b897f1d0c348,,33.03,38.28,2025-03-01,2025-04-05,regular,2025-03-01 21:16:55
f89e3f0a-da0f-43ce-9f9a-60d80e2d08d6,3d7d90a3-419f-4511-83dd-b897f1d0c348,,33.03,33.03,2025-04-06,2025-05-11,promotion,2025-04-06 13:11:55
55a609bc-a0b3-407a-94d9-20e25f6edbf3,3d7d90a3-419f-4511-83dd-b897f1d0c348,,33.89,33.03,2025-05-12,2025-06-16,seasonal,2025-05-12 04:16:55
f8c1aa58-5b8f-4e71-abb8-255cba0d72f4,3d7d90a3-419f-4511-83dd-b897f1d0c348,,34.90,33.89,2025-06-17,2025-07-22,promotion,2025-06-17 01:49:55
