ITEM_ID,SESSION_ID,PRODUCT_ID,VARIANT_ID,QUANTITY,UNIT_PRICE_CENTS,SUBTOTAL_CENTS,PRODUCT_NAME,VARIANT_NAME,PRODUCT_IMAGE_URL,ADDED_AT,UPDATED_AT
00930c00-4ed1-483a-ad5c-885b5acc4a55,10d52b80-8d8f-4713-ac3f-72a8760c0dbe,db0f7d93-a07e-4f70-bf36-88d9b90c4875,72c8f91a-d974-41ad-8e30-a766d5c0c503,1,5770,5770,Anastasia Beverly Hills Classic Lipstick,Orange Red,@PRODUCTS.PRODUCT_MEDIA/swatches/ANA-LIP-0212-ORA.png,2025-11-22 04:27:41,
00b45263-18e8-49c0-9e39-7d30f67f8af9,af10cfbd-890e-4b09-ad62-0de3dfce8cdf,069b170a-2ebb-431d-b358-3546a2e78322,245dc9be-c83e-4d29-a3c2-dee0dd397045,3,5734,17202,Too Faced Matte Lipgloss,Pink,@PRODUCTS.PRODUCT_MEDIA/swatches/TOO-LIP-0155-PIN.png,2025-12-05 18:08:26,
00bbdaf8-5e60-49fc-9f7c-f70509ed9b3d,bb00ed49-e18d-4e24-92c2-831bdf177c69,e808c39e-791a-4718-a747-aef03f4b06b6,6d53b15a-0d47-4c30-a39f-9efed3c92457,2,3645,7290,Benefit Radiant Lipgloss,Dark Red,@PRODUCTS.PRODUCT_MEDIA/swatches/BEN-LIP-0029-DAR.png,2025-11-24 05:22:27,
00d52cc0-3bbc-4223-8125-d8001c4214bf,3e26d948-ad15-4abb-bfc2-ddad9520a852,e3262313-b3c5-4f53-89fe-47db6bc4d050,184a3f8a-609e-4f78-897e-06eee87e26a7,2,5447,10894,Too Faced Pro Lip Liner,Burgundy,@PRODUCTS.PRODUCT_MEDIA/swatches/TOO-LIP-0230-BUR.png,2025-12-18 20:48:12,
00d8e660-befd-488b-bdba-67bfc20b3c78,fb5934f5-907d-48db-b105-9b9619d3c1a0,598a97a9-19fa-4756-83e5-d3eb8b2e7ccf,3dd88bdf-614b-463c-bf07-2aba28a33390,1,2349,2349,Estee Lauder Perfect Lip Liner,Orange Red,@PRODUCTS.PRODUCT_MEDIA/swatches/EST-LIP-0172-ORA.png,2025-12-03 06:46:42,
00e297a6-3e77-465e-89d5-bbdbc6c32c33,41ac6d02-7579-4f6e-ade9-ef07e12e400b,19307891-ea65-41c4-9c3f-df27ea20f2ee,569681c7-0208-4cca-a5dc-9520496328d7,1,6325,6325,NARS Radiant Lipgloss,Sienna,@PRODUCTS.PRODUCT_MEDIA/swatches/NAR-LIP-0094-SIE.png,2025-11-24 07:34:26,
00e51741-8419-498e-8839-a723ed8d4941,8a5c2cfa-4d8c-4da6-a1e1-75a625249689,fafb93af-4984-4a6a-a795-aa3ea47c93c2,6dcdd2c1-545c-4b46-8c16-9aa3dd2d0b42,2,5579,11158,Glossier Perfect Lipgloss,Plum,@PRODUCTS.PRODUCT_MEDIA/swatches/GLO-LIP-0221-PLU.png,2025-11-24 01:47:06,
00e9ae5f-2d3e-4036-829f-c16ff867ad83,05ebc81b-360d-4d29-a694-ccff29ec7fb7,8e8a091a-3456-498d-a84f-438257f96262,3fbcb55c-1576-40ee-84df-0e8af0084e49,3,4806,14418,L'Oreal Ultra Lipstick,Ruby Red,@PRODUCTS.PRODUCT_MEDIA/swatches/L'O-LIP-0144-RUB.png,2025-12-10 18:48:25,
00ebf3b2-b9aa-47f4-9c68-4d6bf2f04520,f10e706c-fed1-4a43-b23a-b838bd5500e9,f7bd5fca-b269-45ef-accd-ee20d9a4943f,cdad98a3-2bd5-4999-a202-82ea92c5afee,1,2935,2935,ILIA Ultra Lip Balm,Light Pink,@PRODUCTS.PRODUCT_MEDIA/swatches/ILI-LIP-0053-LIG.png,2025-11-29 17:23:04,
0126f9fc-0c09-4d49-8b6f-8a66a4a4efd2,74827c85-67ab-4951-bfbc-8a53d00c70da,4f77e461-bf5d-46ca-8256-d732fc7028c1,09a9690b-766a-4f95-b6a4-2c71f11248d6,1,2919,2919,Clinique Essential Lipgloss,Sienna,@PRODUCTS.PRODUCT_MEDIA/swatches/CLI-LIP-0140-SIE.png,2025-12-02 03:03:38,
013331fd-a6c7-46ae-975e-807c36384cc7,02cd6b93-986c-44c0-867f-d57d1817172d,e3262313-b3c5-4f53-89fe-47db6bc4d050,316d9735-98f8-47ec-a88f-0da4cd44b888,3,5447,16341,Too Faced Pro Lip Liner,Orange Red,@PRODUCTS.PRODUCT_MEDIA/swatches/TOO-LIP-0230-ORA.png,2025-12-06 16:14:20,
0134118b-7578-435f-b1b3-73551b6a24fb,939b2f0c-7e7d-4a5b-b01c-84a229213be7,37751c39-4837-4746-8b0b-3add1a778d25,1add8093-d777-47ec-86c2-9b36ecbe66d9,3,3097,9291,Summer Fridays Radiant Lip Liner,Hot Pink,@PRODUCTS.PRODUCT_MEDIA/swatches/SUM-LIP-0219-HOT.png,2025-11-26 22:04:17,
01441dc2-32d1-49b5-b157-86aac8d33c0f,5b8afe4e-7cde-4b84-94ab-eac86aef6cbf,0e3dabfd-dbff-42d5-addf-36bb4eae603f,35f0e2a6-4a1d-4a14-911e-917756e77897,3,3299,9897,Rare Beauty Velvet Lipstick,Crimson,@PRODUCTS.PRODUCT_MEDIA/swatches/RAR-LIP-0022-CRI.png,2025-11-21 20:38:31,
014694d8-df72-4845-b5b0-d50ae098b341,7de2b129-78c3-4c9d-8118-ffc976fa9bdf,5d0d5f2c-09ff-4dea-94d9-b150b0dd86be,740106b1-aa3c-4b62-ad69-a7a3488a2ce0,2,3513,7026,Glossier Matte Lip Liner,Plum,@PRODUCTS.PRODUCT_MEDIA/swatches/GLO-LIP-0226-PLU.png,2025-12-10 05:46:26,
01510b82-3398-48da-a9ba-7181d3fc110c,f3d17928-cb0c-4ddc-b874-d09febce35df,c9e87162-11a4-4f8f-a6a0-531bb315c65b,4a72c171-e833-4f14-961b-82df672a1f13,2,4049,8098,Clinique Pro Lip Liner,Firebrick,@PRODUCTS.PRODUCT_MEDIA/swatches/CLI-LIP-0121-FIR.png,2025-12-02 16:48:02,
015ab9ba-d228-4123-bb0c-b74ac646bc65,e24c0dcd-6fa7-425d-a4b6-f558afa01451,f24dd314-341f-401f-953e-d884fb986c20,62d49916-28ce-42bb-b57d-c19fabc24040,2,4567,9134,NYX Perfect Lipstick,Light Pink,@PRODUCTS.PRODUCT_MEDIA/swatches/NYX-LIP-0096-LIG.png,2025-12-01 01:23:08,
015b86e7-533a-4bb6-b300-53779cf94350,8f412704-bcbd-4af8-9e26-d46019bf4b36,766486e0-463b-47bf-a5e9-e537b250923a,9f217d70-721d-47f5-a3c7-7bcd8de6d93e,1,2509,2509,Pat McGrath Labs Glow Lipgloss,Crimson,@PRODUCTS.PRODUCT_MEDIA/swatches/PAT-LIP-0187-CRI.png,2025-12-03 23:27:40,
015dcee6-54b9-42c2-bcc5-301b3d0f2811,fb682016-ef79-425e-a08e-acf89de366c7,06969ac8-ba6d-41a2-a4fb-3dde31d3155a,c3d31e89-9e78-4996-a741-0f2e2dcad16b,2,4318,8636,Fenty Beauty Perfect Lipstick,Ruby Red,@PRODUCTS.PRODUCT_MEDIA/swatches/FEN-LIP-0162-RUB.png,2025-12-02 18:11:40,
0160af7b-7e19-45bd-83ce-87df2a73da2f,d472afa2-0dff-4e5c-8a09-ef7d2040a513,a743a03f-85ee-4007-8838-96c6ea372fcc,28326205-e138-4a33-8361-49ffbe3351ef,3,3771,11313,L'Oreal Pro Lip Balm,Orange Red,@PRODUCTS.PRODUCT_MEDIA/swatches/L'O-LIP-0091-ORA.png,2025-12-19 20:16:11,
017a274b-c956-46bf-b547-b7eef5473c05,10aa4afc-6eb8-40ab-a530-75f72deab3fe,f7c4bee1-c8d2-47b5-8378-138f92ad3e5f,7d2209d8-20ec-46c7-8a96-1049e431435b,2,2054,4108,Drunk Elephant Ultra Lip Balm,Pink,@PRODUCTS.PRODUCT_MEDIA/swatches/DRU-LIP-0143-PIN.png,2025-12-06 01:03:40,
018636a7-b300-4489-984c-fc713ed9a680,39c233b3-2332-4b77-9c9d-51b4059b797a,95054c69-e20f-4a4a-83b1-528bcc5bf772,a022af1f-6eda-477f-95b7-9f594ddfbc03,3,5803,17409,Tower 28 Velvet Lipstick,Coral,@PRODUCTS.PRODUCT_MEDIA/swatches/TOW-LIP-0046-COR.png,2025-11-23 09:55:35,
018dd2ab-6e32-47d3-a655-42b71f832cab,e242c74a-30ad-4084-95f7-5d85c6dfa837,766486e0-463b-47bf-a5e9-e537b250923a,e45b2be1-bae0-44fb-b6cc-7a82cb65cfe7,3,2509,7527,Pat McGrath Labs Glow Lipgloss,Plum,@PRODUCTS.PRODUCT_MEDIA/swatches/PAT-LIP-0187-PLU.png,2025-12-03 18:23:33,
01a8341a-b11f-4352-88c7-d2b1f34e525d,4029fb39-cc46-4e9d-91ac-cb821cffdde3,d555c3cb-bf0e-4d17-9239-13204ec6c106,8cb66065-fd40-4e69-879c-d7598f635dc9,1,2219,2219,Fenty Beauty Radiant Lipgloss,Burgundy,@PRODUCTS.PRODUCT_MEDIA/swatches/FEN-LIP-0028-BUR.png,2025-12-02 21:07:26,
01abd678-64bd-4679-b0c5-1f93bebd0708,c9bbff3f-551a-4614-a177-ef7bcc4158fb,ad36f2dc-7bf2-46c6-bccf-316563a1dec2,960f1773-d56f-4597-ba08-145ac93975cb,2,4537,9074,NARS Radiant Lipgloss,Plum,@PRODUCTS.PRODUCT_MEDIA/swatches/NAR-LIP-0042-PLU.png,2025-12-19 10:02:31,
01b3950a-20bd-4297-9cbe-3254fddc1bb4,1cb07e19-83e0-4f73-9ff7-06f6f19a3933,e7198c49-02c4-4d28-a61d-f7167c44b493,77319be0-e368-4f48-9a22-6a58eb0bbbad,2,5833,11666,Rare Beauty Luxe Lip Balm,Light Pink,@PRODUCTS.PRODUCT_MEDIA/swatches/RAR-LIP-0025-LIG.png,2025-12-03 22:46:18,
01baf33a-3bc9-4034-9200-14a9cf03dbcd,18dd8dfc-4091-4397-aca2-747ac788c32a,95054c69-e20f-4a4a-83b1-528bcc5bf772,f2b0de39-c8e7-46f9-a649-e8c7e01f1a1b,3,5803,17409,Tower 28 Velvet Lipstick,Light Pink,@PRODUCTS.PRODUCT_MEDIA/swatches/TOW-LIP-0046-LIG.png,2025-12-15 13:18:36,
01d3c280-d1ef-4a8d-9432-10f60ee7c249,8d9328d7-f0d3-4efd-beef-9577450e6f57,68df5532-1caf-4c2e-b6ce-3f1a3306cbf9,a8b7d77d-5e42-4cdb-90f9-9b91f8ead8d0,1,6251,6251,ILIA Essential Lipgloss,Coral Orange,@PRODUCTS.PRODUCT_MEDIA/swatches/ILI-LIP-0063-COR.png,2025-12-04 03:16:20,
01ddaea4-fe14-4ecc-8375-075d3a4754e5,c8bf283a-a1c5-407c-bd4c-1c5d9b242f1d,0b795a6e-512c-437f-a154-2af941dd6490,4b04d9d4-3939-411c-b8fc-9e79e59f58bf,3,5542,16626,Tarte Glow Lip Balm,Plum,@PRODUCTS.PRODUCT_MEDIA/swatches/TAR-LIP-0176-PLU.png,2025-11-29 03:40:38,
01e71373-9ce2-4e35-a394-10a240a0f192,1a0900fc-7bea-4a0a-837c-3e062562aad8,1002e255-2850-40c2-8a48-dd720ce4256a,b3386709-ba02-4cde-a7a4-3fabebdba186,2,3415,6830,NYX Classic Lip Liner,Crimson,@PRODUCTS.PRODUCT_MEDIA/swatches/NYX-LIP-0126-CRI.png,2025-12-06 22:10:36,
01f1e669-f6bd-4f02-9bc0-baa0608390c9,b9f2cd3b-95ec-43bf-97be-cdd43d511743,90853ddc-eb50-4fb8-b5cf-3ae1939cb08b,bb589d86-c704-4441-896b-059ce6f01121,1,5782,5782,Hourglass Essential Lipstick,Saddle Brown,@PRODUCTS.PRODUCT_MEDIA/swatches/HOU-LIP-0235-SAD.png,2025-11-28 06:18:41,
021db89d-309a-4e5f-bde2-2b9dcd08700a,b24f11cc-3b50-46c6-899c-3197ff3d2e72,a0261430-58f6-4971-8a00-5866c63b7b4f,9574b131-8115-49fa-a315-0c08024f36e9,2,2816,5632,Rare Beauty Ultra Lip Balm,Ruby Red,@PRODUCTS.PRODUCT_MEDIA/swatches/RAR-LIP-0182-RUB.png,2025-11-28 23:12:40,
02270799-5dee-49cc-b61b-33290733169b,69b83471-bb15-44e7-9b95-971c890b5451,b1572263-14ac-45ab-b2ba-0e1d39339a4c,cb1a664e-7be6-4daf-9614-770b3661557c,1,4149,4149,NARS Glow Lipstick,Sienna,@PRODUCTS.PRODUCT_MEDIA/swatches/NAR-LIP-0222-SIE.png,2025-12-14 10:36:21,
02272767-e3a9-4ad7-b208-1ae8543f41ca,08f1d08b-9ecb-4709-a5aa-226e2892acf3,0640366b-9b78-4971-b878-4fbb17c2208c,c9bdf544-5baa-4ad5-a270-109b2ad1c330,2,2705,5410,Hourglass Matte Lip Balm,Coral,@PRODUCTS.PRODUCT_MEDIA/swatches/HOU-LIP-0236-COR.png,2025-12-12 22:56:29,
022ddaec-51b2-4a27-8ad0-33d3f623e18f,2f176949-1b8e-482e-9a2b-f94c0d3506dc,c8ae005b-05e0-407d-9875-01644d661426,4bfe560d-6041-4a9c-acb2-2616513bcfee,2,4527,9054,Milk Makeup Luxe Lipgloss,Crimson,@PRODUCTS.PRODUCT_MEDIA/swatches/MIL-LIP-0107-CRI.png,2025-12-09 14:43:34,
0240afeb-1042-44d6-acb0-e5a65cc6583d,ed6500a8-9cf1-4517-bea1-2ad87a9d4949,3bc9f978-3ce2-4e55-ad80-00219f96311b,b6765313-c215-4632-ac0e-3e2b4b14b830,1,2980,2980,MAC Ultra Lip Balm,Firebrick,@PRODUCTS.PRODUCT_MEDIA/swatches/MAC-LIP-0174-FIR.png,2025-12-13 09:30:37,
0242341d-662f-4a70-89a2-fcdc4024d220,a66bb3bc-9d69-477d-9f67-dce02ad7beeb,3a6eb4bc-0317-4d6b-b2cb-7a0fef187147,f225f75f-f0c8-461d-bf11-5ef404946ec0,3,4936,14808,NARS Velvet Lipstick,Saddle Brown,@PRODUCTS.PRODUCT_MEDIA/swatches/NAR-LIP-0059-SAD.png,2025-12-15 20:06:42,
0287ab8d-3c84-458f-9f90-316e0a62b70a,18a8ca40-d791-4172-8041-d5f5c553225b,0b190cd3-ee8c-4cef-a49d-9d0c4c17d5d3,1637ee9a-1548-4770-9d3c-4f471ddf6f8b,1,3550,3550,Benefit Perfect Lip Liner,Wheat,@PRODUCTS.PRODUCT_MEDIA/swatches/BEN-LIP-0054-WHE.png,2025-11-25 07:07:06,
0292a99f-33a2-4326-9909-d497f3a02ad2,aa596578-19c7-4701-b9de-0fe11ddb19bf,fd6cc252-438f-46d3-96fd-ced25e930164,e5f59d79-c4a3-4cb0-a483-c45af4f72991,1,3492,3492,Tarte Ultra Lip Balm,Light Pink,@PRODUCTS.PRODUCT_MEDIA/swatches/TAR-LIP-0072-LIG.png,2025-11-20 19:52:19,
02976e7d-0862-4f87-86ae-b432665d67e5,287673e4-458b-4afa-b278-da144c0c65ed,440522a4-5242-4565-b354-c1de8b09da7f,b5cc9d44-ff4a-4657-8d78-0395f4ac9866,3,2823,8469,MAC Radiant Lip Balm,Saddle Brown,@PRODUCTS.PRODUCT_MEDIA/swatches/MAC-LIP-0248-SAD.png,2025-12-18 12:42:07,
02a06b8f-7aa4-40f4-b56f-4bf6294d14b1,02577cc4-ce84-40f9-9e92-e8662e45136e,28179dae-e373-4ad3-8788-258c8ae19511,2d174f85-8e4a-47a3-bb6e-f6bc39ae84d4,3,3413,10239,MAC Pro Lipstick,Orange Red,@PRODUCTS.PRODUCT_MEDIA/swatches/MAC-LIP-0032-ORA.png,2025-11-22 08:43:15,
02b07f00-933e-4889-90d7-3872035cc2e4,dc2323c5-b0b3-48e7-b24d-849e11972685,2c7a59e5-1a7f-4479-a309-9e9c05eece69,a9ffb2e6-f3e6-4361-9753-b1b4f38fc6d0,2,2482,4964,Glossier Ultra Lipgloss,Wheat,@PRODUCTS.PRODUCT_MEDIA/swatches/GLO-LIP-0055-WHE.png,2025-12-11 14:19:33,
02c27eb2-5456-4ffe-87d3-c1ecb89ae678,d472afa2-0dff-4e5c-8a09-ef7d2040a513,4f77e461-bf5d-46ca-8256-d732fc7028c1,6120fd8c-a4c8-45f6-8312-59c1e0931f87,1,2919,2919,Clinique Essential Lipgloss,Coral,@PRODUCTS.PRODUCT_MEDIA/swatches/CLI-LIP-0140-COR.png,2025-11-22 15:34:11,
02d568ba-b8cf-4c77-8a5e-eb87b3ebcae3,1df5c916-cae3-4167-81f1-c61b79a3a45b,cf8c2933-4a34-48fc-9a2e-33f94549e8b7,635fe8ac-9987-4271-ba99-51f02300a403,3,2207,6621,Pat McGrath Labs Radiant Lipgloss,Orange Red,@PRODUCTS.PRODUCT_MEDIA/swatches/PAT-LIP-0139-ORA.png,2025-12-01 02:36:40,
02d781cf-2da4-4c3e-8c18-8207b268f613,052e8835-8b7e-46dc-8bbb-d30a54575512,cdd8947e-4a85-4a2a-b80b-4473d47dfa97,64120ef0-ac78-413e-b608-8478304470e0,3,6349,19047,Bobbi Brown Luxe Lipgloss,Peach,@PRODUCTS.PRODUCT_MEDIA/swatches/BOB-LIP-0240-PEA.png,2025-12-14 20:00:17,
02de7d8e-f2d5-45a8-b5a9-fae63662cfc9,fc5b3dda-57a3-4551-9e8c-4be7222852d9,8e8a091a-3456-498d-a84f-438257f96262,b8004cb2-a5ed-4c08-a0cf-df0b3db9a613,3,4806,14418,L'Oreal Ultra Lipstick,Dark Red,@PRODUCTS.PRODUCT_MEDIA/swatches/L'O-LIP-0144-DAR.png,2025-11-25 09:57:40,
02eb9259-903e-4529-af81-961354f2a659,6c214ca7-fca0-4def-b646-103af0dfe67a,235780fc-2ef4-4725-ba7d-0389cadcb03f,01fa4006-03d0-44c1-99ab-e65188559b78,1,3915,3915,Charlotte Tilbury Pro Lipgloss,Ruby Red,@PRODUCTS.PRODUCT_MEDIA/swatches/CHA-LIP-0034-RUB.png,2025-12-13 11:58:11,
02f140dd-264e-48d0-95cf-d0f189d38689,c985c708-0241-4042-82a8-d3ad2651e254,fd6cc252-438f-46d3-96fd-ced25e930164,e5f59d79-c4a3-4cb0-a483-c45af4f72991,3,3492,10476,Tarte Ultra Lip Balm,Light Pink,@PRODUCTS.PRODUCT_MEDIA/swatches/TAR-LIP-0072-LIG.png,2025-11-23 19:30:27,
03090e93-4520-463c-82ee-fca8723b98d3,a07e9572-2aa5-4e5f-9bf4-d87f2389ea17,603a26f8-07f1-4cbc-9e34-2425396812ad,249fccd1-78e8-4cea-a3e0-9d8598f30ba3,2,2164,4328,Charlotte Tilbury Ultra Lipstick,Firebrick,@PRODUCTS.PRODUCT_MEDIA/swatches/CHA-LIP-0184-FIR.png,2025-12-11 21:47:17,
030eb144-7230-4206-aebf-1bf49716f8fc,8e5443e6-88bd-4e81-96f2-f7c4fd22ac1a,284df255-8e77-4bdd-a0c4-e7220358b525,29099d41-88ee-4a8c-835b-e4e984cbc95a,1,2832,2832,NYX Ultra Lipstick,Orange Red,@PRODUCTS.PRODUCT_MEDIA/swatches/NYX-LIP-0199-ORA.png,2025-12-07 20:51:29,
030ed6f0-6bac-4ec3-a2bf-9c121db11d4c,a4223ddd-7dfe-4eae-bdcb-02a3c0b1cd28,2783e5a1-6389-44c0-8757-157c25d80047,f4206c97-7be2-4e51-8377-6785c04a57ab,2,2147,4294,NARS Velvet Lip Liner,Ruby Red,@PRODUCTS.PRODUCT_MEDIA/swatches/NAR-LIP-0037-RUB.png,2025-11-25 18:44:25,
031fe91c-c30a-4beb-8b9b-da1e73b2086a,7a83222a-ebbb-4a4d-a12b-9002d9ba52e5,4e59aa0c-d509-44b5-a7a0-082e3ae1cf0d,9641b48a-d89e-401c-b7c7-db75ebba24e5,1,5827,5827,Anastasia Beverly Hills Luxe Lip Balm,Saddle Brown,@PRODUCTS.PRODUCT_MEDIA/swatches/ANA-LIP-0178-SAD.png,2025-12-09 17:38:30,
03575c61-f5f1-4969-93c7-39e10b94fe50,1cc10d5a-835f-432b-a78d-b22566c81214,1150c55c-8c65-4ddf-a8c6-c616b06dbb2a,706e77e6-7fc9-43e6-b685-d929b4ffe1f5,1,1440,1440,Tarte Essential Lip Liner,Chocolate,@PRODUCTS.PRODUCT_MEDIA/swatches/TAR-LIP-0023-CHO.png,2025-12-07 14:41:31,
0378185a-eb86-4587-8c20-12186661b5d3,53fa1d23-bfc9-4478-ac0a-86b14bc08e36,d46a67ee-624e-4aaa-9511-0e5901c1e581,24ffcdea-9f67-4823-a298-db3baa311e14,2,5696,11392,NARS Ultra Lip Liner,Burgundy,@PRODUCTS.PRODUCT_MEDIA/swatches/NAR-LIP-0058-BUR.png,2025-12-10 09:13:30,
037946cb-e7b7-42de-a33c-3c6dccb070eb,b277a243-13b3-499f-b61c-c189048a08d1,d6de17bf-d978-407f-9bd0-3c0b971e9625,814c5e25-6bbf-4563-a3c4-a09a9e4dafa5,3,6315,18945,Estee Lauder Velvet Lip Liner,Peach,@PRODUCTS.PRODUCT_MEDIA/swatches/EST-LIP-0197-PEA.png,2025-12-01 03:08:21,
03810f43-d968-4bde-9d49-2c7d1dc21e67,b86b56bb-8359-4e63-84b6-04bf57be9367,014eb68c-b137-4af1-bf55-c830f9f50f77,b76d2308-d984-4b85-9126-80acef12be96,3,6350,19050,Urban Decay Glow Lip Balm,Orange Red,@PRODUCTS.PRODUCT_MEDIA/swatches/URB-LIP-0043-ORA.png,2025-12-16 21:19:29,
038c184a-3263-4395-99d4-63e0d90f2491,36c7c370-6329-475b-b193-6e8252f4eb14,f590e209-fbb9-4e53-b3a4-8dfebcba476d,91ed32b5-6b8b-45ea-96a7-d5f5b73a621c,3,1561,4683,Laura Mercier Matte Lipgloss,Wheat,@PRODUCTS.PRODUCT_MEDIA/swatches/LAU-LIP-0125-WHE.png,2025-12-03 08:25:40,
03978ef0-fbf2-4035-9503-351b9ad9ba6a,e3ecfacd-617b-424c-88c7-e46229c86846,876f01f0-729a-4d16-844f-e8f67d5de83b,3c2514c3-330a-4ab6-aa09-f1e51c8e2d6c,3,3571,10713,Rare Beauty Classic Lip Liner,Sienna,@PRODUCTS.PRODUCT_MEDIA/swatches/RAR-LIP-0087-SIE.png,2025-11-20 03:12:19,
03e242af-c9a8-43a3-ab34-18bf8d33ab4e,63ad5ff3-5fb7-4ea8-9179-26bebd8d6e35,f8001097-a7ff-4fe7-9178-b1ec89ce579d,cb02b8ff-7eb1-43ae-aa1f-92476828a443,3,4429,13287,Lancome Matte Lip Liner,Saddle Brown,@PRODUCTS.PRODUCT_MEDIA/swatches/LAN-LIP-0081-SAD.png,2025-12-10 06:09:27,
03e34e36-d056-417d-90f6-69058ea7249b,2292b5aa-3a63-41e6-93e7-218d73672029,5cf1aeba-a260-422d-b87d-743ebc253546,fd58a53f-2c38-4151-8a1b-1f230ead17c7,3,4955,14865,Rare Beauty Classic Lip Liner,Chocolate,@PRODUCTS.PRODUCT_MEDIA/swatches/RAR-LIP-0075-CHO.png,2025-12-16 16:20:21,
03f2ccde-59e2-4f7c-8d45-122ebc26338b,a62e36aa-82bd-428a-a461-30d2919a7513,1150c55c-8c65-4ddf-a8c6-c616b06dbb2a,5f52e433-e6ae-448b-9630-a8c91fa0744a,3,1440,4320,Tarte Essential Lip Liner,Pink,@PRODUCTS.PRODUCT_MEDIA/swatches/TAR-LIP-0023-PIN.png,2025-11-28 04:55:07,
