INGREDIENT_ID,PRODUCT_ID,LABEL_ID,INGREDIENT_NAME,INGREDIENT_NAME_NORMALIZED,POSITION,PERCENTAGE,IS_ACTIVE,IS_ALLERGEN,ALLERGEN_TYPE,SOURCE_IMAGE_URL,CREATED_AT
ca5a8209-5534-4599-bf4f-624dc9c6e98b,77a744db-f2c9-465c-84a4-733b21b8da24,e1fecb7b-94d3-40f1-90d4-744198acd4db,Ricinus Communis (Castor) Seed Oil,ricinus communis,11,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/TAR-LIP-0001_dense.png,2025-10-11 04:35:54
0c5dc717-fbdd-4b1b-b2b4-52bf375341fa,77a744db-f2c9-465c-84a4-733b21b8da24,e1fecb7b-94d3-40f1-90d4-744198acd4db,Lanolin,lanolin,12,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/TAR-LIP-0001_dense.png,2025-10-11 04:35:54
81a77ddb-f212-4f1b-9244-be7e63acd3f6,77a744db-f2c9-465c-84a4-733b21b8da24,e1fecb7b-94d3-40f1-90d4-744198acd4db,Octyldodecanol,octyldodecanol,13,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/TAR-LIP-0001_dense.png,2025-10-11 04:35:54
575b05f7-4919-4eb9-adf5-ec13eb640201,77a744db-f2c9-465c-84a4-733b21b8da24,e1fecb7b-94d3-40f1-90d4-744198acd4db,Shea Butter,shea butter,14,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/TAR-LIP-0001_dense.png,2025-10-11 04:35:54
16e4c4ad-4a8c-42dc-9843-73360fa6ed8e,77a744db-f2c9-465c-84a4-733b21b8da24,e1fecb7b-94d3-40f1-90d4-744198acd4db,Candelilla Cera,candelilla cera,15,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/TAR-LIP-0001_dense.png,2025-10-11 04:35:54
8e97afdb-a825-4d35-80c1-dd0bdc4c895b,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,73defbb3-4a87-4f2d-9ae3-2f85f5ba01bc,Polyethylene,polyethylene,1,,True,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MAY-LIP-0002_luxury.png,2025-06-08 11:06:54
dca9c156-97b1-4901-ae13-5be7f728943a,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,73defbb3-4a87-4f2d-9ae3-2f85f5ba01bc,Jojoba Oil,jojoba oil,2,,True,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MAY-LIP-0002_luxury.png,2025-06-08 11:06:54
199d51b7-4dd3-4bd2-ada8-e13555e3e81c,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,73defbb3-4a87-4f2d-9ae3-2f85f5ba01bc,Ascorbyl Palmitate,ascorbyl palmitate,3,,True,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MAY-LIP-0002_luxury.png,2025-06-08 11:06:54
5a49feee-b3ce-4e21-8061-a6ef9df1701c,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,73defbb3-4a87-4f2d-9ae3-2f85f5ba01bc,Mica,mica,4,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MAY-LIP-0002_luxury.png,2025-06-08 11:06:54
fa589936-fd24-4fe5-a767-8b64b7494e6d,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,73defbb3-4a87-4f2d-9ae3-2f85f5ba01bc,Vitamin E,vitamin e,5,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MAY-LIP-0002_luxury.png,2025-06-08 11:06:54
8f501792-edaf-4c6f-96f0-d3f776ad8516,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,73defbb3-4a87-4f2d-9ae3-2f85f5ba01bc,Lanolin,lanolin,6,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MAY-LIP-0002_luxury.png,2025-06-08 11:06:54
84a36f46-fd0a-4854-bd12-d0f95e64b1a8,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,73defbb3-4a87-4f2d-9ae3-2f85f5ba01bc,Ricinus Communis (Castor) Seed Oil,ricinus communis,7,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MAY-LIP-0002_luxury.png,2025-06-08 11:06:54
c60d7e7c-44d7-4ab0-a439-bc409f3e132d,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,73defbb3-4a87-4f2d-9ae3-2f85f5ba01bc,Silica,silica,8,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MAY-LIP-0002_luxury.png,2025-06-08 11:06:54
9a195cad-5269-42d7-892b-db8423ec7c2f,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,73defbb3-4a87-4f2d-9ae3-2f85f5ba01bc,Shea Butter,shea butter,9,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MAY-LIP-0002_luxury.png,2025-06-08 11:06:54
39183b1b-7e75-46f4-871a-6fb2fa615ce6,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,73defbb3-4a87-4f2d-9ae3-2f85f5ba01bc,Octyldodecanol,octyldodecanol,10,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MAY-LIP-0002_luxury.png,2025-06-08 11:06:54
64d10f2a-ec84-4d83-9d1c-e65ffe425f74,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,73defbb3-4a87-4f2d-9ae3-2f85f5ba01bc,Caprylic/Capric Triglyceride,caprylic/capric triglyceride,11,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MAY-LIP-0002_luxury.png,2025-06-08 11:06:54
39a3cb52-4fdd-4061-a740-74e95cf0bbe6,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,73defbb3-4a87-4f2d-9ae3-2f85f5ba01bc,Beeswax,beeswax,12,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MAY-LIP-0002_luxury.png,2025-06-08 11:06:54
50c7c52b-86eb-4ed3-b0c7-d8282792335e,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,73defbb3-4a87-4f2d-9ae3-2f85f5ba01bc,Synthetic Wax,synthetic wax,13,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MAY-LIP-0002_luxury.png,2025-06-08 11:06:54
c585f344-ce7e-4537-b07d-7afccbfdadd0,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,73defbb3-4a87-4f2d-9ae3-2f85f5ba01bc,Candelilla Cera,candelilla cera,14,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MAY-LIP-0002_luxury.png,2025-06-08 11:06:54
a88eba49-fbd3-468f-8210-a75ff6b20dad,ed76991a-5ac9-4617-aa11-0f6ae04ccf56,73defbb3-4a87-4f2d-9ae3-2f85f5ba01bc,Tocopherol,tocopherol,15,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MAY-LIP-0002_luxury.png,2025-06-08 11:06:54
438903d9-9932-4172-85b3-48aa7821f5fe,faf4d30d-559e-41ec-b67a-e5cd32069fbc,cdeea79c-522d-4dd8-9730-eaaab8b2c520,Octyldodecanol,octyldodecanol,1,,True,False,,@PRODUCTS.PRODUCT_MEDIA/labels/CHA-LIP-0003_minimalist.png,2025-04-01 00:49:54
8fbf23d0-9681-4d86-a78f-cf27a36fff9e,faf4d30d-559e-41ec-b67a-e5cd32069fbc,cdeea79c-522d-4dd8-9730-eaaab8b2c520,Vitamin E,vitamin e,2,,True,False,,@PRODUCTS.PRODUCT_MEDIA/labels/CHA-LIP-0003_minimalist.png,2025-04-01 00:49:54
8c480926-25b9-4acb-8fdd-eeeb3ec0aa2d,faf4d30d-559e-41ec-b67a-e5cd32069fbc,cdeea79c-522d-4dd8-9730-eaaab8b2c520,Lanolin,lanolin,3,,True,False,,@PRODUCTS.PRODUCT_MEDIA/labels/CHA-LIP-0003_minimalist.png,2025-04-01 00:49:54
7f97fc68-0fa5-4019-bf57-bbdcba6bd9dd,faf4d30d-559e-41ec-b67a-e5cd32069fbc,cdeea79c-522d-4dd8-9730-eaaab8b2c520,Ricinus Communis (Castor) Seed Oil,ricinus communis,4,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/CHA-LIP-0003_minimalist.png,2025-04-01 00:49:54
77cb7098-6b57-4c7e-865d-ed3f2ba8e4b1,faf4d30d-559e-41ec-b67a-e5cd32069fbc,cdeea79c-522d-4dd8-9730-eaaab8b2c520,Ascorbyl Palmitate,ascorbyl palmitate,5,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/CHA-LIP-0003_minimalist.png,2025-04-01 00:49:54
8bfdc166-e03d-459d-a7b1-1e6f745915ff,faf4d30d-559e-41ec-b67a-e5cd32069fbc,cdeea79c-522d-4dd8-9730-eaaab8b2c520,Jojoba Oil,jojoba oil,6,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/CHA-LIP-0003_minimalist.png,2025-04-01 00:49:54
08ba7f98-86b8-400f-aaa3-86e0b87f9594,faf4d30d-559e-41ec-b67a-e5cd32069fbc,cdeea79c-522d-4dd8-9730-eaaab8b2c520,Mica,mica,7,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/CHA-LIP-0003_minimalist.png,2025-04-01 00:49:54
6800fdf4-acd5-41d5-a5ae-9060b1a2a428,faf4d30d-559e-41ec-b67a-e5cd32069fbc,cdeea79c-522d-4dd8-9730-eaaab8b2c520,Beeswax,beeswax,8,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/CHA-LIP-0003_minimalist.png,2025-04-01 00:49:54
df28f387-28f9-4fcc-8ee7-a11e553aad63,faf4d30d-559e-41ec-b67a-e5cd32069fbc,cdeea79c-522d-4dd8-9730-eaaab8b2c520,Silica,silica,9,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/CHA-LIP-0003_minimalist.png,2025-04-01 00:49:54
d85bd744-3366-4b51-9f14-98178ed86113,faf4d30d-559e-41ec-b67a-e5cd32069fbc,cdeea79c-522d-4dd8-9730-eaaab8b2c520,Shea Butter,shea butter,10,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/CHA-LIP-0003_minimalist.png,2025-04-01 00:49:54
cccffbb6-9e60-451a-a28a-381fbc4a1c8d,faf4d30d-559e-41ec-b67a-e5cd32069fbc,cdeea79c-522d-4dd8-9730-eaaab8b2c520,Synthetic Wax,synthetic wax,11,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/CHA-LIP-0003_minimalist.png,2025-04-01 00:49:54
944ffce8-9562-4e98-bf64-aaab31c49fdb,faf4d30d-559e-41ec-b67a-e5cd32069fbc,cdeea79c-522d-4dd8-9730-eaaab8b2c520,Polyethylene,polyethylene,12,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/CHA-LIP-0003_minimalist.png,2025-04-01 00:49:54
2b3b2f2f-5dc6-4997-9747-d3699b4ad711,faf4d30d-559e-41ec-b67a-e5cd32069fbc,cdeea79c-522d-4dd8-9730-eaaab8b2c520,Caprylic/Capric Triglyceride,caprylic/capric triglyceride,13,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/CHA-LIP-0003_minimalist.png,2025-04-01 00:49:54
cbb185f7-7c34-4cad-b850-0f7297d568be,faf4d30d-559e-41ec-b67a-e5cd32069fbc,cdeea79c-522d-4dd8-9730-eaaab8b2c520,Tocopherol,tocopherol,14,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/CHA-LIP-0003_minimalist.png,2025-04-01 00:49:54
3a9b1ed6-084a-41de-ba29-16440069e497,faf4d30d-559e-41ec-b67a-e5cd32069fbc,cdeea79c-522d-4dd8-9730-eaaab8b2c520,Candelilla Cera,candelilla cera,15,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/CHA-LIP-0003_minimalist.png,2025-04-01 00:49:54
cd5859be-0cc3-4a49-9a8a-96f98758016a,f24faa8d-5b25-4088-97d3-7677b8963326,491e2d1d-3651-4548-9ba2-21c6d1e352ec,Tocopherol,tocopherol,1,,True,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MIL-LIP-0009_vertical.png,2025-02-01 21:17:54
062ca486-9371-4792-b29a-accc14acc9b7,f24faa8d-5b25-4088-97d3-7677b8963326,491e2d1d-3651-4548-9ba2-21c6d1e352ec,Candelilla Cera,candelilla cera,2,,True,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MIL-LIP-0009_vertical.png,2025-02-01 21:17:54
44a3a243-7b78-47b4-b0aa-fcf6768c439c,f24faa8d-5b25-4088-97d3-7677b8963326,491e2d1d-3651-4548-9ba2-21c6d1e352ec,Silica,silica,3,,True,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MIL-LIP-0009_vertical.png,2025-02-01 21:17:54
1d783158-6508-4ff4-9d3d-ca1bb98b648e,f24faa8d-5b25-4088-97d3-7677b8963326,491e2d1d-3651-4548-9ba2-21c6d1e352ec,Vitamin E,vitamin e,4,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MIL-LIP-0009_vertical.png,2025-02-01 21:17:54
d2ee22ba-5f25-4bfa-860e-ee5ab93c3caa,f24faa8d-5b25-4088-97d3-7677b8963326,491e2d1d-3651-4548-9ba2-21c6d1e352ec,Lanolin,lanolin,5,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MIL-LIP-0009_vertical.png,2025-02-01 21:17:54
f68fa2cc-4212-40ad-b37e-7d2fbb7619a8,f24faa8d-5b25-4088-97d3-7677b8963326,491e2d1d-3651-4548-9ba2-21c6d1e352ec,Synthetic Wax,synthetic wax,6,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MIL-LIP-0009_vertical.png,2025-02-01 21:17:54
7321e5f0-1dca-49c7-b970-156933be6b79,f24faa8d-5b25-4088-97d3-7677b8963326,491e2d1d-3651-4548-9ba2-21c6d1e352ec,Caprylic/Capric Triglyceride,caprylic/capric triglyceride,7,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MIL-LIP-0009_vertical.png,2025-02-01 21:17:54
9109c7f3-24f1-4278-a544-b88c34d4d968,f24faa8d-5b25-4088-97d3-7677b8963326,491e2d1d-3651-4548-9ba2-21c6d1e352ec,Octyldodecanol,octyldodecanol,8,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MIL-LIP-0009_vertical.png,2025-02-01 21:17:54
6eeed1fe-8903-47f8-a159-ffd616c0dce2,f24faa8d-5b25-4088-97d3-7677b8963326,491e2d1d-3651-4548-9ba2-21c6d1e352ec,Beeswax,beeswax,9,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MIL-LIP-0009_vertical.png,2025-02-01 21:17:54
fd952b05-877f-4936-bdfb-0bba107ddf96,f24faa8d-5b25-4088-97d3-7677b8963326,491e2d1d-3651-4548-9ba2-21c6d1e352ec,Shea Butter,shea butter,10,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MIL-LIP-0009_vertical.png,2025-02-01 21:17:54
a23e5aa9-5129-4890-bf54-473082ff38c1,f24faa8d-5b25-4088-97d3-7677b8963326,491e2d1d-3651-4548-9ba2-21c6d1e352ec,Ascorbyl Palmitate,ascorbyl palmitate,11,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MIL-LIP-0009_vertical.png,2025-02-01 21:17:54
ca448544-de72-41e0-974a-5c05324b62b3,f24faa8d-5b25-4088-97d3-7677b8963326,491e2d1d-3651-4548-9ba2-21c6d1e352ec,Polyethylene,polyethylene,12,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MIL-LIP-0009_vertical.png,2025-02-01 21:17:54
d6136cf4-2ecf-4920-8402-01d8a1fca0e7,f24faa8d-5b25-4088-97d3-7677b8963326,491e2d1d-3651-4548-9ba2-21c6d1e352ec,Ricinus Communis (Castor) Seed Oil,ricinus communis,13,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MIL-LIP-0009_vertical.png,2025-02-01 21:17:54
4d18c027-c5a9-410a-b6ce-a5dc9e6a1d7e,f24faa8d-5b25-4088-97d3-7677b8963326,491e2d1d-3651-4548-9ba2-21c6d1e352ec,Jojoba Oil,jojoba oil,14,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MIL-LIP-0009_vertical.png,2025-02-01 21:17:54
379331f8-8a8e-400f-9851-ced2e6b683cd,f24faa8d-5b25-4088-97d3-7677b8963326,491e2d1d-3651-4548-9ba2-21c6d1e352ec,Mica,mica,15,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/MIL-LIP-0009_vertical.png,2025-02-01 21:17:54
ff4e1b72-82f4-48f1-b740-d0c7a8d45b7e,cebac180-617e-429a-ae99-70b0f7315c2b,41dfd29b-123b-4225-b323-ed4ba28750e3,Shea Butter,shea butter,1,,True,False,,@PRODUCTS.PRODUCT_MEDIA/labels/DRU-LIP-0017_minimalist.png,2025-09-14 03:31:55
265834d8-4cf3-43ce-a54a-ffb580c68135,cebac180-617e-429a-ae99-70b0f7315c2b,41dfd29b-123b-4225-b323-ed4ba28750e3,Octyldodecanol,octyldodecanol,2,,True,False,,@PRODUCTS.PRODUCT_MEDIA/labels/DRU-LIP-0017_minimalist.png,2025-09-14 03:31:55
f31ca766-88f7-4735-a538-099b6e01db60,cebac180-617e-429a-ae99-70b0f7315c2b,41dfd29b-123b-4225-b323-ed4ba28750e3,Polyethylene,polyethylene,3,,True,False,,@PRODUCTS.PRODUCT_MEDIA/labels/DRU-LIP-0017_minimalist.png,2025-09-14 03:31:55
9807dd36-5b49-4773-9642-2584a36abf19,cebac180-617e-429a-ae99-70b0f7315c2b,41dfd29b-123b-4225-b323-ed4ba28750e3,Synthetic Wax,synthetic wax,4,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/DRU-LIP-0017_minimalist.png,2025-09-14 03:31:55
bf12e64a-9748-4ab1-9b7e-57935d3b95c7,cebac180-617e-429a-ae99-70b0f7315c2b,41dfd29b-123b-4225-b323-ed4ba28750e3,Tocopherol,tocopherol,5,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/DRU-LIP-0017_minimalist.png,2025-09-14 03:31:55
30ad32c6-945f-4bf0-88d3-1946beb4a789,cebac180-617e-429a-ae99-70b0f7315c2b,41dfd29b-123b-4225-b323-ed4ba28750e3,Vitamin E,vitamin e,6,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/DRU-LIP-0017_minimalist.png,2025-09-14 03:31:55
6a9ce54b-054f-4891-9875-d568fedc135b,cebac180-617e-429a-ae99-70b0f7315c2b,41dfd29b-123b-4225-b323-ed4ba28750e3,Ricinus Communis (Castor) Seed Oil,ricinus communis,7,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/DRU-LIP-0017_minimalist.png,2025-09-14 03:31:55
43fa4b2e-17b7-42b3-afea-e011ac0bb6a6,cebac180-617e-429a-ae99-70b0f7315c2b,41dfd29b-123b-4225-b323-ed4ba28750e3,Jojoba Oil,jojoba oil,8,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/DRU-LIP-0017_minimalist.png,2025-09-14 03:31:55
0c5acee8-a742-40ab-a47b-19086d2fa006,cebac180-617e-429a-ae99-70b0f7315c2b,41dfd29b-123b-4225-b323-ed4ba28750e3,Caprylic/Capric Triglyceride,caprylic/capric triglyceride,9,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/DRU-LIP-0017_minimalist.png,2025-09-14 03:31:55
8ff852f8-f8f1-4edc-9df8-c239c3554f65,cebac180-617e-429a-ae99-70b0f7315c2b,41dfd29b-123b-4225-b323-ed4ba28750e3,Lanolin,lanolin,10,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/DRU-LIP-0017_minimalist.png,2025-09-14 03:31:55
939fdd4c-dc9a-4e8f-9d77-4f8682843bc1,cebac180-617e-429a-ae99-70b0f7315c2b,41dfd29b-123b-4225-b323-ed4ba28750e3,Candelilla Cera,candelilla cera,11,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/DRU-LIP-0017_minimalist.png,2025-09-14 03:31:55
0ceb77c2-c76a-40a1-8f92-1e015d368b4a,cebac180-617e-429a-ae99-70b0f7315c2b,41dfd29b-123b-4225-b323-ed4ba28750e3,Ascorbyl Palmitate,ascorbyl palmitate,12,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/DRU-LIP-0017_minimalist.png,2025-09-14 03:31:55
e62c0915-b2c2-4a3c-8c6a-f01a72366002,cebac180-617e-429a-ae99-70b0f7315c2b,41dfd29b-123b-4225-b323-ed4ba28750e3,Mica,mica,13,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/DRU-LIP-0017_minimalist.png,2025-09-14 03:31:55
e34debd4-9bab-493d-ac9b-3e7a24517e40,cebac180-617e-429a-ae99-70b0f7315c2b,41dfd29b-123b-4225-b323-ed4ba28750e3,Silica,silica,14,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/DRU-LIP-0017_minimalist.png,2025-09-14 03:31:55
b9f94d0c-33ac-49ab-bbfa-a3ff35c44cb1,cebac180-617e-429a-ae99-70b0f7315c2b,41dfd29b-123b-4225-b323-ed4ba28750e3,Beeswax,beeswax,15,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/DRU-LIP-0017_minimalist.png,2025-09-14 03:31:55
d94c103b-f6a5-463a-b5eb-1ac0bc6bfb1c,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,f9650ea6-dbcb-405d-bbd5-f424ce1a8898,Polyethylene,polyethylene,1,,True,False,,@PRODUCTS.PRODUCT_MEDIA/labels/LAU-LIP-0004_minimalist.png,2025-08-10 02:24:54
695207d3-3cc8-4a7a-a218-9f75389b7bb6,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,f9650ea6-dbcb-405d-bbd5-f424ce1a8898,Synthetic Wax,synthetic wax,2,,True,False,,@PRODUCTS.PRODUCT_MEDIA/labels/LAU-LIP-0004_minimalist.png,2025-08-10 02:24:54
c167e4ae-0abb-412c-8112-3376b37a9a45,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,f9650ea6-dbcb-405d-bbd5-f424ce1a8898,Candelilla Cera,candelilla cera,3,,True,False,,@PRODUCTS.PRODUCT_MEDIA/labels/LAU-LIP-0004_minimalist.png,2025-08-10 02:24:54
af1be3f3-2997-4534-a5bf-41cc63db7a10,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,f9650ea6-dbcb-405d-bbd5-f424ce1a8898,Lanolin,lanolin,4,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/LAU-LIP-0004_minimalist.png,2025-08-10 02:24:54
2966e599-4bfc-47bc-9897-d1b0b3399b4b,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,f9650ea6-dbcb-405d-bbd5-f424ce1a8898,Vitamin E,vitamin e,5,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/LAU-LIP-0004_minimalist.png,2025-08-10 02:24:54
e8962c67-dca5-4baa-a98a-2decea8bba80,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,f9650ea6-dbcb-405d-bbd5-f424ce1a8898,Octyldodecanol,octyldodecanol,6,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/LAU-LIP-0004_minimalist.png,2025-08-10 02:24:54
04cb5fd7-b49e-4080-b425-f84bef40cad3,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,f9650ea6-dbcb-405d-bbd5-f424ce1a8898,Ascorbyl Palmitate,ascorbyl palmitate,7,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/LAU-LIP-0004_minimalist.png,2025-08-10 02:24:54
d17a79e3-2186-476d-84ba-ce4e9dd70517,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,f9650ea6-dbcb-405d-bbd5-f424ce1a8898,Mica,mica,8,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/LAU-LIP-0004_minimalist.png,2025-08-10 02:24:54
a0d3d982-046d-4562-bbbc-f1a0999ad236,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,f9650ea6-dbcb-405d-bbd5-f424ce1a8898,Caprylic/Capric Triglyceride,caprylic/capric triglyceride,9,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/LAU-LIP-0004_minimalist.png,2025-08-10 02:24:54
035b1d5d-f769-42ab-a89b-004b71e818d0,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,f9650ea6-dbcb-405d-bbd5-f424ce1a8898,Jojoba Oil,jojoba oil,10,,False,False,,@PRODUCTS.PRODUCT_MEDIA/labels/LAU-LIP-0004_minimalist.png,2025-08-10 02:24:54
