TRANSACTION_ID,STOCK_ID,TRANSACTION_TYPE,QUANTITY,QUANTITY_BEFORE,QUANTITY_AFTER,REFERENCE_TYPE,REFERENCE_ID,NOTES,CREATED_AT,CREATED_BY
505e44e2-6ec1-42fc-9ab7-c8b9e946119f,d0e40a03-dd0a-4079-bf14-96191b74cf72,received,20,63,83,order,c0b78daf-7574-43fe-8bb1-a3eff67a0dbc,,2025-11-27 17:25:59,system
b419460a-7cb2-4601-b47f-6d3be501f6b1,d0e40a03-dd0a-4079-bf14-96191b74cf72,received,3,63,66,purchase_order,5d5c5cb8-15e3-4d68-9267-89f5e3f00dc2,,2025-12-02 10:40:59,system
01741f63-3f9e-4a2c-80b9-ba188ee17efb,83a2af1a-3f29-4912-9cb6-5bd6bf612a73,adjusted,13,42,55,adjustment,38c1582c-bbdf-4313-ad29-278baabd9de6,,2025-12-09 19:22:59,system
66b7f864-126b-48d0-86e5-120250c569a6,83a2af1a-3f29-4912-9cb6-5bd6bf612a73,reserved,9,42,33,purchase_order,18f36927-c21a-4b91-8df9-eee475ceb9e2,,2025-11-26 20:56:59,system
1c9b72bc-7c54-4c35-b0ee-50909a61bba5,c304c7d7-5842-4912-b2dc-5ae45e0ed81a,sold,11,94,83,adjustment,11329d14-e368-43d1-8256-93dc0ef6d95f,,2025-12-18 05:35:00,system
19f89b2a-27fc-44ba-9828-a475b967d7f6,c304c7d7-5842-4912-b2dc-5ae45e0ed81a,reserved,7,94,87,order,60c309dd-7c59-4092-83c7-f04c76920d00,,2025-12-16 23:58:00,system
8413820c-f0b7-4833-905c-2501671661aa,a4798aef-03d4-42d1-833b-d163ca23a5f8,reserved,6,40,34,adjustment,c1e57fa4-b332-4af3-83ef-d007614553a8,,2025-12-19 03:54:00,system
b811946f-a309-49b2-bb74-0c62cce541c9,1f96b270-306e-44a0-992c-ac8ea731c6fb,adjusted,20,62,82,order,7c6688e8-2ecf-4f49-8805-aaeea000f71c,,2025-12-01 06:25:00,system
5ccf154d-542e-4e50-96ab-a583d66fc90e,1f96b270-306e-44a0-992c-ac8ea731c6fb,received,13,62,75,purchase_order,10de3d74-06db-4bb8-85f8-8ef13d403472,,2025-12-04 01:56:00,system
1409ddf3-c5bf-4fe7-8d84-a86b7b52b784,1f96b270-306e-44a0-992c-ac8ea731c6fb,sold,12,62,50,adjustment,c859c80f-f672-4464-a860-e1a5904f6e11,,2025-11-23 10:33:00,system
22891a61-db53-430c-9f01-eb23ffb9d50a,1f96b270-306e-44a0-992c-ac8ea731c6fb,received,7,62,69,purchase_order,d733dc8d-05be-4809-9436-59aa784ec5bb,,2025-11-22 22:44:00,system
4580f147-1a49-4fdb-bac5-902620af2e73,1f96b270-306e-44a0-992c-ac8ea731c6fb,reserved,14,62,48,order,7b3eba5b-4660-4982-ac06-6d1ec644bca0,,2025-12-11 02:31:00,system
3cd46e50-6c58-4916-89dc-e91e9b833588,58b2e544-20b4-468d-bff0-8429c79d4139,sold,11,35,24,purchase_order,51fbee53-97d7-4d77-8e55-f98bc44e6a85,,2025-11-24 07:31:00,system
ed645fa3-1b63-47a5-84d3-f45323a0a4fa,58b2e544-20b4-468d-bff0-8429c79d4139,reserved,7,35,28,adjustment,da63a86a-0422-4d83-9f64-3dfc58fd7a99,,2025-12-08 11:46:00,system
8c8dcdb3-8c61-4058-b847-c41a6b2c26bb,58b2e544-20b4-468d-bff0-8429c79d4139,sold,6,35,29,purchase_order,0a891015-3f5e-4a51-bfe1-ae7b8dee2b29,,2025-11-25 03:30:00,system
b95188d7-b64f-4148-b562-6a4607cb3fff,2d54caa2-9085-428f-8992-bdc98fee9621,received,6,41,47,purchase_order,638092f2-3e1b-4ceb-9299-3d1c36f16161,,2025-12-04 09:24:00,system
15deff66-de4e-44ca-b894-1d04bb3ac163,2d54caa2-9085-428f-8992-bdc98fee9621,sold,10,41,31,purchase_order,100ca7db-9d0f-4fdc-92b0-58acc542f1e6,,2025-11-25 02:36:00,system
6add7a08-79bb-4a9d-9c30-881f33c2620a,2d54caa2-9085-428f-8992-bdc98fee9621,adjusted,10,41,51,adjustment,ac46291d-040d-4a31-a0dd-38beb315e300,,2025-11-19 00:31:00,system
9dc574a3-fc32-4b11-81c0-1113e7650c2a,2d54caa2-9085-428f-8992-bdc98fee9621,reserved,6,41,35,purchase_order,8e55c13f-a9ca-4c0e-897d-eb9c5bde9e4e,,2025-12-02 08:29:00,system
ac9e1579-03f3-482c-88f7-ddc97643fef3,2d54caa2-9085-428f-8992-bdc98fee9621,received,4,41,45,order,63578e96-3eaf-4c0a-a73f-869ca6f68f65,,2025-12-07 07:45:00,system
37fe883b-af9e-4bd9-83a0-f50760062660,a6b89671-3ac3-4189-92dd-4c4dd2066c93,adjusted,19,24,43,purchase_order,d7d0d1bd-aff1-4926-972a-8d2085d17a2b,,2025-11-28 11:57:00,system
7a977996-46e0-4c5c-a73d-bc4b361ec54b,a6b89671-3ac3-4189-92dd-4c4dd2066c93,reserved,12,24,12,adjustment,d0e4952c-47c0-41b0-9753-bed9f2fb0df4,,2025-12-07 22:35:00,system
2a4f08a7-9fda-4fde-a1fe-48000c14658f,a6b89671-3ac3-4189-92dd-4c4dd2066c93,reserved,3,24,21,adjustment,27d59f4d-eebc-4aac-bbb8-62e9484ee020,,2025-12-13 01:31:00,system
531e1866-7137-4115-8de5-b349442658b3,a6b89671-3ac3-4189-92dd-4c4dd2066c93,sold,7,24,17,purchase_order,064a79f9-466c-449c-bc6b-5b396d5031ba,,2025-12-05 01:31:00,system
f48425fb-6e94-4e66-919c-389b68d6ec34,f5edc5c3-850a-4205-a9e2-c80607dcfb4a,sold,13,65,52,purchase_order,c0078b29-ac3f-4260-ab51-28f080fd19e8,,2025-12-13 19:26:00,system
9492ff50-7321-4c6b-9927-1bec724edafb,f5edc5c3-850a-4205-a9e2-c80607dcfb4a,reserved,19,65,46,adjustment,ca0534c0-9ff1-449a-9058-b13ee38c448b,,2025-12-16 19:45:00,system
02f86849-1190-4d27-a55f-68789a4eeecb,f5edc5c3-850a-4205-a9e2-c80607dcfb4a,sold,7,65,58,order,71886a6a-e85b-4dd1-9c0d-b76d5286b01c,,2025-12-11 04:06:00,system
fe395254-11df-40a1-bbc7-17a345ea151a,f5edc5c3-850a-4205-a9e2-c80607dcfb4a,adjusted,5,65,70,adjustment,e2e0bdb9-9b44-4348-8a56-efb3dace9627,,2025-11-29 03:39:00,system
3fd3dbbe-46d4-4b97-b1d5-3e9833445190,4a9313a5-19d5-489e-a3ac-cc2d62c91e8f,sold,1,77,76,purchase_order,0a8836be-5409-4907-9942-4fd171cda8ff,,2025-11-30 20:24:00,system
6aa82105-14fd-45d5-a8c3-5b7bc099e3f9,20f48f7f-e89b-4969-8ec0-32213f3ce392,adjusted,14,38,52,adjustment,51d0093c-8537-4c7d-81a9-e1ce8c68910e,,2025-12-18 06:31:00,system
6a957a39-aaa9-44c8-8329-8bb7b70f1349,20f48f7f-e89b-4969-8ec0-32213f3ce392,sold,2,38,36,order,d96a09c9-6875-4eda-980b-fb07e45dbb9a,,2025-12-15 02:54:00,system
6c6a1eac-f71c-4142-9502-07bd27a27eb0,20f48f7f-e89b-4969-8ec0-32213f3ce392,sold,16,38,22,purchase_order,b35fe1b5-2390-444d-bcb0-10354cd43c84,,2025-12-06 02:29:00,system
0c5828c6-ee36-436e-9e6f-5719f15e3fc9,dce4aeec-03e6-443f-be46-38cbb5369fe4,sold,9,37,28,order,9019e2f6-86aa-4e6d-8c99-db638c995428,,2025-12-15 23:10:00,system
3ad80f5b-ed84-407c-9ad9-a8c9bd7ba882,dce4aeec-03e6-443f-be46-38cbb5369fe4,received,18,37,55,adjustment,fc82cc86-67ed-49af-80e5-dcc18d216e4e,,2025-11-26 06:43:00,system
df05a878-f6e4-4ed3-a63a-e421ea22745a,dce4aeec-03e6-443f-be46-38cbb5369fe4,sold,6,37,31,purchase_order,bb58f218-7ae4-4862-82a0-00bd086ebb5c,,2025-11-25 20:13:00,system
478bf010-9804-4d96-ab9e-a83a48b3a1d6,0e440cdf-6850-4f71-b597-d87d57623516,sold,3,43,40,purchase_order,928ea794-f796-47c4-8f75-741f9ace45bb,,2025-12-11 22:17:00,system
6ded1133-29dd-45e3-b434-8c1a49e04f10,0e440cdf-6850-4f71-b597-d87d57623516,sold,19,43,24,adjustment,ce792c1e-9dad-4303-afcd-7615418b749a,,2025-12-06 18:09:00,system
39d9fe66-4c08-4760-bae9-112c43e847ea,0e440cdf-6850-4f71-b597-d87d57623516,sold,18,43,25,adjustment,0a101d69-c7e1-4113-ac80-79c2251d5962,,2025-12-15 03:11:00,system
3a512243-2ed5-4c79-897f-8a8e431441d0,b9ad13c2-3e6b-497d-9009-d0006c763d50,reserved,19,73,54,adjustment,1639ddd3-24bf-46c3-b639-a0b4fe3e6c9e,,2025-11-28 21:40:00,system
43829f62-4ea3-4720-ae08-515566ff0941,b9ad13c2-3e6b-497d-9009-d0006c763d50,received,19,73,92,adjustment,606d5a40-4a9c-49eb-babd-70fd1269dbba,,2025-12-08 19:30:00,system
10a65ee2-90a7-48a3-85b5-275220e13e59,b9ad13c2-3e6b-497d-9009-d0006c763d50,adjusted,18,73,91,order,241658d9-1ddf-467a-9d72-addc81ed114c,,2025-12-10 12:54:00,system
c01afa55-d604-4200-be3a-de86ef1b8c21,a7283b97-9b62-4866-bbfb-62c87de9e64e,reserved,18,59,41,purchase_order,af7ef93e-c74d-45e4-8bf8-3159799f23aa,,2025-12-19 11:37:00,system
4c06eb20-5b78-4728-9cb6-a961850bdca2,a7283b97-9b62-4866-bbfb-62c87de9e64e,reserved,5,59,54,adjustment,50ba785d-2f90-427a-b12a-e9d8aee15fd6,,2025-12-15 13:34:00,system
71ad88b1-c154-468d-b0c6-e69d28ad97de,a7283b97-9b62-4866-bbfb-62c87de9e64e,adjusted,4,59,63,order,f2dc8f9a-8c8d-4886-bc1a-af1002314c1e,,2025-12-04 10:06:00,system
0b91253c-84b6-447f-afc3-5204610b1022,a7283b97-9b62-4866-bbfb-62c87de9e64e,sold,15,59,44,adjustment,3f738603-4735-43f8-bd23-0fbe29d12234,,2025-11-20 11:50:00,system
7f76cdfa-3b2b-4cca-9298-528c9d70874f,e8bef532-4574-4ef1-94ec-6198294a3949,sold,9,69,60,purchase_order,61ea16b6-c350-4c8e-a6f6-2350ed90df04,,2025-12-06 01:18:00,system
d87fb39c-d252-47f2-b22e-3b297677210e,e8bef532-4574-4ef1-94ec-6198294a3949,reserved,10,69,59,purchase_order,49f5f3cd-a010-4442-8ad6-4a2dbd52378f,,2025-12-15 05:32:00,system
77cdbd18-da75-4ce5-a93f-e79009937708,adf9ae85-3cdc-42af-bd7a-8dd4e4acd4ea,sold,17,43,26,adjustment,de6f8247-050a-459b-a41b-6b832de14a38,,2025-12-18 23:14:00,system
16ec67ad-e32d-4ff3-894a-4f171327219e,adf9ae85-3cdc-42af-bd7a-8dd4e4acd4ea,adjusted,2,43,45,order,5def459f-a175-4d7a-9b1e-d3804274c4c5,,2025-12-03 02:20:00,system
e25c98b6-a21c-4b1e-a984-f6a16724988a,adf9ae85-3cdc-42af-bd7a-8dd4e4acd4ea,adjusted,7,43,50,order,04018be3-4b4a-49ef-a5b0-b33d1a4f11dd,,2025-12-12 08:52:00,system
5c1af88b-7430-4789-9db2-c853dd63c287,31149157-88eb-4bfb-b6d8-df1622cc6a0b,sold,10,16,6,purchase_order,5bced3a0-9ea1-4b6e-875c-9f536092d54c,,2025-12-17 06:55:00,system
d15bc06b-f0e7-4941-84a5-c6518d8e2748,31149157-88eb-4bfb-b6d8-df1622cc6a0b,reserved,9,16,7,order,c21d3376-3d0a-4ea4-98d5-053c33a3cf35,,2025-11-25 21:30:00,system
95c9ebf3-b94d-4500-bff7-9c6f1ade7ff0,31149157-88eb-4bfb-b6d8-df1622cc6a0b,reserved,8,16,8,adjustment,7b9657a7-cb7e-4558-a2ba-5fca375e822f,,2025-11-28 11:55:00,system
fd8e41a2-68f2-4f9c-85da-085fcd24a3d6,31149157-88eb-4bfb-b6d8-df1622cc6a0b,received,18,16,34,purchase_order,1488780c-757f-4344-9aa6-d3b958e76507,,2025-11-30 21:42:00,system
70c6661b-2c13-49fa-a979-050f457636fb,31149157-88eb-4bfb-b6d8-df1622cc6a0b,received,6,16,22,adjustment,7f2b5d9f-39fc-4c06-a3a3-530bea94bccc,,2025-11-23 07:31:00,system
64bb844e-bf26-4301-aa89-ab279921c7cc,2f7a8dba-e029-4f3c-adb7-430585f0eb1f,adjusted,6,14,20,purchase_order,8d456821-d47e-4caa-aa91-cef66e21d55d,,2025-12-16 17:00:00,system
674e1df3-f3d1-4e88-9de6-82db77d318d0,63daf56a-efb5-411a-a70e-175e0ae703ba,received,9,99,108,purchase_order,93db6ead-4071-4d98-9c04-5e22eb000f6a,,2025-12-05 18:14:00,system
55c45a55-5ff8-42a6-91dc-627eaf420745,63daf56a-efb5-411a-a70e-175e0ae703ba,reserved,14,99,85,purchase_order,f5c94229-a4a7-4965-8272-c49e5f9cf437,,2025-11-28 21:31:00,system
4642961b-8e70-414d-b56e-74f552aac995,63daf56a-efb5-411a-a70e-175e0ae703ba,sold,6,99,93,purchase_order,3270ebb3-cef4-4bb9-a186-1e4370049682,,2025-11-27 19:12:00,system
a86805cd-dc08-4d05-96d2-2a9ef145a673,63daf56a-efb5-411a-a70e-175e0ae703ba,received,13,99,112,order,f261b1a8-eddc-4e8c-9689-adc79e9d270f,,2025-11-30 01:44:00,system
bc73d08a-566b-4612-b497-313d063eafe7,63daf56a-efb5-411a-a70e-175e0ae703ba,received,14,99,113,order,fef72c16-a349-4f58-b0dd-e7b0c680c383,,2025-11-22 21:00:00,system
d365c61f-d675-4b7b-b84b-4b8613da7b01,b0f19986-84e2-4bb4-a8ab-fcd8488d4b5f,adjusted,7,91,98,purchase_order,d1d7ee6a-eb10-47fb-91cd-1b3bd7aab8dc,,2025-12-02 16:33:00,system
08a89ed7-52c5-4820-ab50-2a211f01008a,b0f19986-84e2-4bb4-a8ab-fcd8488d4b5f,received,4,91,95,purchase_order,cc3754fa-13a0-4e3d-a761-7bcc664d2a7e,,2025-12-17 02:28:00,system
bfb45fa4-f3ae-45e1-ab19-fc2bd89e1161,b0f19986-84e2-4bb4-a8ab-fcd8488d4b5f,sold,8,91,83,adjustment,d49baf77-af87-4a5f-86a2-32b1a9b73f6a,,2025-12-02 16:44:00,system
62f0b273-5cb2-4305-8d25-2e7ee83f50d3,b0f19986-84e2-4bb4-a8ab-fcd8488d4b5f,adjusted,7,91,98,order,83a63446-338a-4c47-99ab-85d323b9fe10,,2025-12-06 20:40:00,system
9b30166b-5682-4ea8-8af5-b4df7623ca55,b5165078-5079-4e83-ba9d-bcf65e7d4c4c,sold,16,23,7,adjustment,a4d7d6e6-da0a-48df-ac56-b433e30bc231,,2025-11-21 23:29:00,system
e97d2548-9848-4ce1-a1b8-212f57f67bfe,b5165078-5079-4e83-ba9d-bcf65e7d4c4c,reserved,17,23,6,order,647e9b07-1941-490a-a1a3-5f568d21d66b,,2025-11-28 18:24:00,system
6bfc10ea-1391-43ef-b1f9-3e49b04acc88,ccdf59b7-ec00-4750-8fef-6c5a91143090,sold,17,28,11,purchase_order,93fa0691-6466-406b-ae5c-871101d3ddc9,,2025-12-08 01:24:00,system
57686402-29a4-4dc7-bcf4-361a91d8af0d,ccdf59b7-ec00-4750-8fef-6c5a91143090,sold,5,28,23,order,ffb7a94d-4e04-4f6a-8483-6be39aaacf9f,,2025-12-08 11:41:00,system
e1bd96a2-f8a0-4d53-b8b2-7c77d8820963,ccdf59b7-ec00-4750-8fef-6c5a91143090,adjusted,12,28,40,purchase_order,f4d3dbe3-b08a-40ed-abd1-e68a104d6c2e,,2025-12-07 12:45:00,system
f2469294-5adc-4e80-8234-cb2f2ab732b7,ccdf59b7-ec00-4750-8fef-6c5a91143090,adjusted,12,28,40,order,a1182e86-50e6-4555-8f76-4c8754e7f396,,2025-12-13 09:30:00,system
dafc0fde-002a-415f-a1ae-97c4a13352d9,ccdf59b7-ec00-4750-8fef-6c5a91143090,reserved,19,28,9,adjustment,e6a68f49-41a2-40cc-ae60-21c596353182,,2025-12-08 05:45:00,system
1a9c7825-9dd2-433d-aefd-c008e4c97f83,613fff78-e8a9-4553-a19e-e87240454acf,sold,9,79,70,adjustment,0ebb05bd-828f-413e-953b-aa4efe54be24,,2025-12-18 04:05:00,system
f5576eed-d776-4631-a274-7f966e110157,613fff78-e8a9-4553-a19e-e87240454acf,received,5,79,84,order,bac5418d-061c-4b86-b255-937a5c81e455,,2025-12-04 14:17:00,system
6c9b5477-14d5-4889-8876-cb7f6b8b9007,613fff78-e8a9-4553-a19e-e87240454acf,reserved,14,79,65,adjustment,f031a41c-474e-4800-a5fd-6153f416c49f,,2025-12-14 09:16:00,system
0fc39cd9-7f9a-4f68-92da-e89128aa0b16,613fff78-e8a9-4553-a19e-e87240454acf,sold,7,79,72,purchase_order,890b4f87-9a80-4d30-a12c-ae9baaf9ce96,,2025-11-25 04:01:00,system
7ff38ca5-6bc2-4b13-9350-40972b52c4b7,78de04c4-2c43-4d99-8386-7160088fe735,received,4,74,78,adjustment,bac42eb2-af76-47b1-a7ae-9e7ec41c4d2c,,2025-12-07 02:06:00,system
9d629cdb-354b-49e5-9967-dcc77a99e3bb,78de04c4-2c43-4d99-8386-7160088fe735,adjusted,7,74,81,purchase_order,44217d19-739b-4d94-b1c1-7f177b719bf5,,2025-11-27 23:28:00,system
46df7a7c-cc66-4dc2-aa9e-4bf2f728474f,78de04c4-2c43-4d99-8386-7160088fe735,received,10,74,84,adjustment,35699e2a-bf13-47cc-8af9-c6e7af25bf89,,2025-11-27 22:37:00,system
b04938df-f260-401e-a9ef-0c8024d279e9,95711500-8569-49e4-a42d-5a8d87836767,received,12,23,35,order,55a961bd-b35a-4227-8184-fa07dd2dd5a7,,2025-11-19 07:10:00,system
a5613eb7-37a2-47ad-a5c2-de9e89a0c9b8,91651415-c7ab-458a-ac5b-6350aea8b0b1,adjusted,7,92,99,order,bf542c19-77eb-4d9c-8b02-cce00248c1b4,,2025-12-01 01:46:00,system
75c9c7ec-d863-4562-b6de-b84eccbf692d,91651415-c7ab-458a-ac5b-6350aea8b0b1,reserved,5,92,87,purchase_order,779ddcfc-dc78-4ce2-b7f5-ec27fb3bd2e5,,2025-12-02 04:06:00,system
1fb50e7c-db91-4ada-8bb9-aca103f18bbf,2f8e5183-2124-4ba8-acdc-67ac3f2c3bfd,received,4,24,28,order,92550f7f-c80f-4ac3-8736-52542dff6dd7,,2025-12-08 12:36:00,system
7960f9f7-b6b5-4dc0-a643-73ff2c58526d,2f8e5183-2124-4ba8-acdc-67ac3f2c3bfd,received,12,24,36,order,866b7661-d9e7-4bfb-be6d-fddf209e534c,,2025-11-24 10:17:00,system
f10554e2-ce33-4ff5-a3ec-1f82e1602666,2f8e5183-2124-4ba8-acdc-67ac3f2c3bfd,received,3,24,27,purchase_order,dbf006cf-e975-4835-8248-761675b3754a,,2025-11-29 08:18:00,system
302bda19-d3ff-42b0-8131-039fd1fce595,2f8e5183-2124-4ba8-acdc-67ac3f2c3bfd,sold,1,24,23,adjustment,a6a9fbba-a672-4c18-9169-da91e2b3b75e,,2025-12-10 07:47:00,system
2554e7ce-d74f-4606-942a-d37cc4f39ae9,2f8e5183-2124-4ba8-acdc-67ac3f2c3bfd,adjusted,7,24,31,adjustment,921da7fd-43a3-4107-8e19-e606b1287bb1,,2025-12-12 01:55:00,system
785a7bbc-a4d3-4d0b-93f9-f321d2699a7b,13356a1d-54c4-4c1b-be21-cd738a833213,reserved,19,4,-15,purchase_order,d3b15c4c-43dc-452c-b43c-93e75dc6b204,,2025-11-19 19:25:00,system
831e2f9d-b758-493d-901e-b3492eda6156,13356a1d-54c4-4c1b-be21-cd738a833213,sold,7,4,-3,purchase_order,34673e5f-3590-4acb-8ed0-3b2fd9b78a69,,2025-11-28 12:24:00,system
021d0db2-3858-4fa9-972c-5855ad8c2d31,13356a1d-54c4-4c1b-be21-cd738a833213,adjusted,9,4,13,adjustment,d2fa7601-27d4-42b8-b245-6bbc5b3b8946,,2025-11-19 04:57:00,system
b2260365-c5f8-4305-abfa-961fa0cc019c,13356a1d-54c4-4c1b-be21-cd738a833213,reserved,20,4,-16,adjustment,5ff68b03-7a24-4310-9d93-a35112736950,,2025-11-28 14:08:00,system
06cb3736-d379-4fcf-92e5-3246cb089873,13356a1d-54c4-4c1b-be21-cd738a833213,received,17,4,21,purchase_order,2741b0aa-ed53-4ad8-a3cb-6d432f4a0b5d,,2025-11-27 21:18:00,system
f0cff76e-f4f3-4f91-b0c2-48905ae30182,8b8dcb78-aa74-43fc-9810-7c8dab3dd12a,sold,17,79,62,purchase_order,a4f35ae7-45cc-4df3-8835-e7a2d13aec64,,2025-11-22 03:21:00,system
1a34507f-b0e5-4582-8a0a-b0609f1f3648,61d54e15-80ba-4dd5-94a0-d913293a32e1,adjusted,15,51,66,adjustment,891ca7d4-e5b0-499c-8be9-35902e87c3c8,,2025-11-23 19:16:00,system
cf7f7edc-ed96-47b5-8590-01a57d097c7f,61d54e15-80ba-4dd5-94a0-d913293a32e1,adjusted,16,51,67,order,0e9328b3-4ea6-417b-a6ac-b3357122c25a,,2025-12-12 06:03:00,system
fec4054f-279a-4815-ba29-6ddf7fbeeacd,c3566c9c-51d7-4283-ac2c-f39ff924ff40,received,14,15,29,order,2e147370-1307-4fac-aa97-2a3e7c417fbb,,2025-12-17 23:23:00,system
fb8539e4-674d-4821-aec8-8eb00925167b,c3566c9c-51d7-4283-ac2c-f39ff924ff40,received,14,15,29,purchase_order,ce454321-3aee-4441-90ee-6db9c02eb249,,2025-12-18 14:51:00,system
