WARNING_ID,PRODUCT_ID,LABEL_ID,WARNING_TYPE,WARNING_TEXT,SEVERITY,SOURCE_IMAGE_URL,CREATED_AT
75654501-bd4e-422e-94ca-d648745a3e26,851b727c-9965-4a80-bdad-3f5c3bbac507,a080b312-5c5d-428d-9f05-a1386f2bef8b,usage,Discontinue use if irritation occurs,warning,@PRODUCTS.PRODUCT_MEDIA/labels/CER-LIP-0026_tabular.png,2025-02-21 11:26:56
c9e2cbdb-17e9-4468-982c-72672834825c,851b727c-9965-4a80-bdad-3f5c3bbac507,a080b312-5c5d-428d-9f05-a1386f2bef8b,usage,Avoid contact with eyes,caution,@PRODUCTS.PRODUCT_MEDIA/labels/CER-LIP-0026_tabular.png,2025-02-21 11:26:56
d372f647-71bc-4235-91d9-e0de04cce42f,d555c3cb-bf0e-4d17-9239-13204ec6c106,9d3e7584-2a3f-4719-a4cf-64bf497fdeaa,allergy,May contain traces of nuts,warning,@PRODUCTS.PRODUCT_MEDIA/labels/FEN-LIP-0028_minimalist.png,2025-10-29 02:23:56
0eb229ee-7329-4256-81cf-2479e1e56d1e,d555c3cb-bf0e-4d17-9239-13204ec6c106,9d3e7584-2a3f-4719-a4cf-64bf497fdeaa,storage,"Store in a cool, dry place",info,@PRODUCTS.PRODUCT_MEDIA/labels/FEN-LIP-0028_minimalist.png,2025-10-29 02:23:56
a59c3cf0-4f6c-4406-80cc-9d3ac12dadb1,cb92f956-21d7-48db-b9d9-d0f4183f2404,3904a894-1f43-4e3c-9808-8891dbae0299,allergy,May contain traces of nuts,warning,@PRODUCTS.PRODUCT_MEDIA/labels/L'O-LIP-0030_horizontal.png,2025-06-10 23:27:56
42c01d0a-4870-4e0b-ab88-8cb69cbd88a5,cb92f956-21d7-48db-b9d9-d0f4183f2404,3904a894-1f43-4e3c-9808-8891dbae0299,storage,Keep out of reach of children,caution,@PRODUCTS.PRODUCT_MEDIA/labels/L'O-LIP-0030_horizontal.png,2025-06-10 23:27:56
60209f27-47b7-42d8-ad93-eb751ecf2f89,109b33bb-ec31-44f6-973d-ea0fd28acfbf,604f8191-d746-4146-b485-560bc5bd226d,usage,Discontinue use if irritation occurs,warning,@PRODUCTS.PRODUCT_MEDIA/labels/NYX-LIP-0039_minimalist.png,2025-06-13 23:04:57
fb4c257a-56e7-4bbe-ab26-1c5652f5fa8b,109b33bb-ec31-44f6-973d-ea0fd28acfbf,604f8191-d746-4146-b485-560bc5bd226d,usage,Avoid contact with eyes,caution,@PRODUCTS.PRODUCT_MEDIA/labels/NYX-LIP-0039_minimalist.png,2025-06-13 23:04:57
02985ad8-2741-4aab-bed0-cdf41c811267,bef4d025-a320-4e9b-a858-0c7d2860d3d9,cb173f65-e1e5-47d0-a91e-3a9e0dcb9409,allergy,May contain traces of nuts,warning,@PRODUCTS.PRODUCT_MEDIA/labels/L'O-LIP-0045_minimalist.png,2025-03-06 00:03:58
87a32734-7574-45a5-a588-57cc3c4c092e,bef4d025-a320-4e9b-a858-0c7d2860d3d9,cb173f65-e1e5-47d0-a91e-3a9e0dcb9409,safety,Do not use on broken or irritated skin,caution,@PRODUCTS.PRODUCT_MEDIA/labels/L'O-LIP-0045_minimalist.png,2025-03-06 00:03:58
12723914-6ff0-4b3f-9da0-b83387bb1e8e,835e39dd-f99c-4c43-b27a-c36d7b995300,c846a2f6-d349-4a17-91a6-9348d8fc6bcf,usage,For external use only,info,@PRODUCTS.PRODUCT_MEDIA/labels/HUD-LIP-0050_tabular.png,2025-09-15 10:40:58
30929be0-6359-4c54-9995-e1d95074ff8b,835e39dd-f99c-4c43-b27a-c36d7b995300,c846a2f6-d349-4a17-91a6-9348d8fc6bcf,usage,Avoid contact with eyes,caution,@PRODUCTS.PRODUCT_MEDIA/labels/HUD-LIP-0050_tabular.png,2025-09-15 10:40:58
f2ab936c-24b7-4938-81ed-3961f09c74b1,d46a67ee-624e-4aaa-9511-0e5901c1e581,05e75de7-4e66-4e66-9569-a4630cfa3b9f,safety,Do not use on broken or irritated skin,caution,@PRODUCTS.PRODUCT_MEDIA/labels/NAR-LIP-0058_dense.png,2025-09-14 12:27:59
4a575642-0861-4a29-8bf7-27dda359e80b,d46a67ee-624e-4aaa-9511-0e5901c1e581,05e75de7-4e66-4e66-9569-a4630cfa3b9f,allergy,Contains fragrance,info,@PRODUCTS.PRODUCT_MEDIA/labels/NAR-LIP-0058_dense.png,2025-09-14 12:27:59
adbb774f-3865-4dbe-a96d-62a11258755e,0737533a-414f-4814-965f-58679c762eed,a7075f24-b5b3-4dfc-8c07-e20478bb59a8,usage,Discontinue use if irritation occurs,warning,@PRODUCTS.PRODUCT_MEDIA/labels/CHA-LIP-0061_dense.png,2025-06-27 07:29:59
18e837b9-31ff-4ae4-b73c-abea2e41db19,0737533a-414f-4814-965f-58679c762eed,a7075f24-b5b3-4dfc-8c07-e20478bb59a8,allergy,May contain traces of nuts,warning,@PRODUCTS.PRODUCT_MEDIA/labels/CHA-LIP-0061_dense.png,2025-06-27 07:29:59
c44f0cf0-392f-4840-ac15-d3a53d916245,68df5532-1caf-4c2e-b6ce-3f1a3306cbf9,44e2ba60-41d7-42f6-bf77-8536e11ac0bf,safety,Do not use on broken or irritated skin,caution,@PRODUCTS.PRODUCT_MEDIA/labels/ILI-LIP-0063_horizontal.png,2025-04-27 04:55:59
9d7a3d82-ef1d-4f74-b4ef-85de3af79a4d,68df5532-1caf-4c2e-b6ce-3f1a3306cbf9,44e2ba60-41d7-42f6-bf77-8536e11ac0bf,usage,For external use only,info,@PRODUCTS.PRODUCT_MEDIA/labels/ILI-LIP-0063_horizontal.png,2025-04-27 04:55:59
bd1b3569-e838-4add-a0cf-55ee89f43c7b,7bb3f8dc-81aa-41e4-8b0e-d0f8a2b85ebb,6637d7ee-6b14-4e7e-8f80-f10e90e50ef7,usage,Discontinue use if irritation occurs,warning,@PRODUCTS.PRODUCT_MEDIA/labels/MAC-LIP-0064_horizontal.png,2025-07-31 09:58:59
ac566d7a-93c5-4a84-9e57-319176724ce3,7bb3f8dc-81aa-41e4-8b0e-d0f8a2b85ebb,6637d7ee-6b14-4e7e-8f80-f10e90e50ef7,usage,Avoid contact with eyes,caution,@PRODUCTS.PRODUCT_MEDIA/labels/MAC-LIP-0064_horizontal.png,2025-07-31 09:58:59
f2c6a820-8397-4858-961c-db688d6aff70,c9debe40-9a54-492f-92ea-99dffa664671,b76ac6cd-1d2c-4d7e-a4b0-65128774e7f0,allergy,May contain traces of nuts,warning,@PRODUCTS.PRODUCT_MEDIA/labels/EST-LIP-0069_horizontal.png,2025-06-23 17:49:00
625da4c3-c48f-4cbd-9104-3fa51d699f6e,c9debe40-9a54-492f-92ea-99dffa664671,b76ac6cd-1d2c-4d7e-a4b0-65128774e7f0,usage,For external use only,info,@PRODUCTS.PRODUCT_MEDIA/labels/EST-LIP-0069_horizontal.png,2025-06-23 17:49:00
848dbba4-0c84-421e-b74e-694650179402,f24dd314-341f-401f-953e-d884fb986c20,c3bc95ab-241e-4f98-adbb-1ec378d30814,safety,Do not use on broken or irritated skin,caution,@PRODUCTS.PRODUCT_MEDIA/labels/NYX-LIP-0096_tabular.png,2025-04-18 01:13:02
f43f6ddf-6557-4b40-9a13-2ae44816ddae,f24dd314-341f-401f-953e-d884fb986c20,c3bc95ab-241e-4f98-adbb-1ec378d30814,allergy,Contains fragrance,info,@PRODUCTS.PRODUCT_MEDIA/labels/NYX-LIP-0096_tabular.png,2025-04-18 01:13:02
e6c59068-31e9-4948-98c1-31e7e496f72c,5b2b0786-8cfe-4b0b-b2be-6c998c8b3383,faeb6ec4-2ed4-4613-baa2-ad646f730e58,usage,Discontinue use if irritation occurs,warning,@PRODUCTS.PRODUCT_MEDIA/labels/BEN-LIP-0100_luxury.png,2025-01-01 09:29:02
decad733-dcc5-4178-8be5-cd0b26f3dfa9,5b2b0786-8cfe-4b0b-b2be-6c998c8b3383,faeb6ec4-2ed4-4613-baa2-ad646f730e58,storage,"Store in a cool, dry place",info,@PRODUCTS.PRODUCT_MEDIA/labels/BEN-LIP-0100_luxury.png,2025-01-01 09:29:02
685fd999-fbc1-4856-b5b8-dd675d389345,cd24ceae-23a2-4dfc-a959-c1c533739f52,f4412343-397b-4c69-ad2e-e8e5b0587426,allergy,Contains fragrance,info,@PRODUCTS.PRODUCT_MEDIA/labels/DRU-LIP-0103_horizontal.png,2025-04-23 05:41:03
a6feed01-dbd8-4f0f-9d83-a43f2e9d4bde,cd24ceae-23a2-4dfc-a959-c1c533739f52,f4412343-397b-4c69-ad2e-e8e5b0587426,allergy,May contain traces of nuts,warning,@PRODUCTS.PRODUCT_MEDIA/labels/DRU-LIP-0103_horizontal.png,2025-04-23 05:41:03
6c196511-94d8-4908-af3f-cb786a97d8be,031a968c-eabf-49e5-80e2-18f1c9736078,89200efc-1e13-4b61-888f-6eb7d35a74b0,storage,"Store in a cool, dry place",info,@PRODUCTS.PRODUCT_MEDIA/labels/TAR-LIP-0108_tabular.png,2025-01-18 13:07:03
0f3f9922-67e9-4c17-9ea3-da16099458c6,031a968c-eabf-49e5-80e2-18f1c9736078,89200efc-1e13-4b61-888f-6eb7d35a74b0,allergy,Contains fragrance,info,@PRODUCTS.PRODUCT_MEDIA/labels/TAR-LIP-0108_tabular.png,2025-01-18 13:07:03
d887b502-7a02-461a-b8dd-c8e7a0da9a27,bd60859b-b42b-42c9-9fde-e2823e584e64,3f80a1a7-e48e-41cc-81ab-cea7a00618bd,usage,Discontinue use if irritation occurs,warning,@PRODUCTS.PRODUCT_MEDIA/labels/NYX-LIP-0110_horizontal.png,2025-07-23 07:01:03
c92b5bd4-17b2-423a-9908-2a4f388b5f91,bd60859b-b42b-42c9-9fde-e2823e584e64,3f80a1a7-e48e-41cc-81ab-cea7a00618bd,allergy,May contain traces of nuts,warning,@PRODUCTS.PRODUCT_MEDIA/labels/NYX-LIP-0110_horizontal.png,2025-07-23 07:01:03
b07e466f-5ceb-415f-bba6-1720771cd2c5,1818292b-fc8e-4e6c-9e69-42e3483eb19a,2ad2d417-1d2b-4720-8abb-14a70fe0d28a,safety,Do not use on broken or irritated skin,caution,@PRODUCTS.PRODUCT_MEDIA/labels/SUM-LIP-0111_luxury.png,2025-09-20 10:45:03
4195a332-192a-43c5-9fb7-77219a75ccdd,1818292b-fc8e-4e6c-9e69-42e3483eb19a,2ad2d417-1d2b-4720-8abb-14a70fe0d28a,storage,Keep out of reach of children,caution,@PRODUCTS.PRODUCT_MEDIA/labels/SUM-LIP-0111_luxury.png,2025-09-20 10:45:03
2b0f81a8-7a8d-4678-95c6-5ff7a75c69b3,9d7ce2bb-3cdd-4b1e-b626-855dccb31b29,2bdca742-1c7b-4099-9fac-0b3763563639,safety,Do not use on broken or irritated skin,caution,@PRODUCTS.PRODUCT_MEDIA/labels/BOB-LIP-0113_minimalist.png,2025-10-21 00:41:04
6c80c03a-78b3-46a2-914e-5aeff490f1f1,9d7ce2bb-3cdd-4b1e-b626-855dccb31b29,2bdca742-1c7b-4099-9fac-0b3763563639,allergy,May contain traces of nuts,warning,@PRODUCTS.PRODUCT_MEDIA/labels/BOB-LIP-0113_minimalist.png,2025-10-21 00:41:04
ae0a47b9-06dc-4082-a1f9-91284f2e5026,bf168939-b4e8-4733-a603-1a695a5de4bf,cc183e83-1e80-474e-9ea3-65cf497f6c41,storage,Keep out of reach of children,caution,@PRODUCTS.PRODUCT_MEDIA/labels/RAR-LIP-0116_vertical.png,2025-01-07 23:18:04
fce057e4-18bd-4f88-b962-20eb8c397917,bf168939-b4e8-4733-a603-1a695a5de4bf,cc183e83-1e80-474e-9ea3-65cf497f6c41,usage,Avoid contact with eyes,caution,@PRODUCTS.PRODUCT_MEDIA/labels/RAR-LIP-0116_vertical.png,2025-01-07 23:18:04
54871b10-b11b-407b-a1bf-d69f59c8bb73,a3c98b82-1d3f-42b3-bfbd-5449b79d32db,579ef88e-bf55-4e96-8b0e-63d6b89ce1b9,usage,Discontinue use if irritation occurs,warning,@PRODUCTS.PRODUCT_MEDIA/labels/L'O-LIP-0117_dense.png,2025-05-06 09:14:04
3dda9ab1-e666-4456-aee8-1c1ae52176c3,a3c98b82-1d3f-42b3-bfbd-5449b79d32db,579ef88e-bf55-4e96-8b0e-63d6b89ce1b9,usage,For external use only,info,@PRODUCTS.PRODUCT_MEDIA/labels/L'O-LIP-0117_dense.png,2025-05-06 09:14:04
49531aba-0e76-48a2-9366-0589256bf6d1,fcd9f5b8-3428-4381-9cc5-07a25edd30f3,6fe3a5e2-2a4a-43ff-a3b7-a6f127ce0108,usage,Avoid contact with eyes,caution,@PRODUCTS.PRODUCT_MEDIA/labels/ILI-LIP-0119_vertical.png,2025-04-06 04:43:04
e76eb804-0891-445f-acff-340698954bf8,fcd9f5b8-3428-4381-9cc5-07a25edd30f3,6fe3a5e2-2a4a-43ff-a3b7-a6f127ce0108,usage,For external use only,info,@PRODUCTS.PRODUCT_MEDIA/labels/ILI-LIP-0119_vertical.png,2025-04-06 04:43:04
566fb586-f366-49f8-91f1-aac39ae65aa4,7c0711e1-654d-4608-bbc5-4a4a4ee6af05,19977aaf-1570-4b48-8e64-be391505b100,allergy,Contains fragrance,info,@PRODUCTS.PRODUCT_MEDIA/labels/HOU-LIP-0122_luxury.png,2025-09-05 17:23:04
7d5ff807-0e1d-4cf9-b49e-3ffdb209c911,7c0711e1-654d-4608-bbc5-4a4a4ee6af05,19977aaf-1570-4b48-8e64-be391505b100,storage,"Store in a cool, dry place",info,@PRODUCTS.PRODUCT_MEDIA/labels/HOU-LIP-0122_luxury.png,2025-09-05 17:23:04
506ff8bc-d9a0-477b-9514-78c8780e57ad,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,f9650ea6-dbcb-405d-bbd5-f424ce1a8898,allergy,Contains fragrance,info,@PRODUCTS.PRODUCT_MEDIA/labels/LAU-LIP-0004_minimalist.png,2025-08-10 02:24:54
3d5c4f9d-d474-417c-843a-84c34dd57a0f,676aa57a-ad37-4b0f-a77b-7d5f46d781dc,f9650ea6-dbcb-405d-bbd5-f424ce1a8898,usage,Avoid contact with eyes,caution,@PRODUCTS.PRODUCT_MEDIA/labels/LAU-LIP-0004_minimalist.png,2025-08-10 02:24:54
2abce523-0e86-42e2-8bcc-c0c2cac0940b,906dc344-db0d-461b-9f99-9a9ddedc6c55,afbe10c6-61ca-4c1c-bef3-3ac0bebba672,allergy,May contain traces of nuts,warning,@PRODUCTS.PRODUCT_MEDIA/labels/LAU-LIP-0005_horizontal.png,2025-02-12 13:50:54
a0842928-a61d-4841-b914-51b02d611e63,906dc344-db0d-461b-9f99-9a9ddedc6c55,afbe10c6-61ca-4c1c-bef3-3ac0bebba672,storage,Keep out of reach of children,caution,@PRODUCTS.PRODUCT_MEDIA/labels/LAU-LIP-0005_horizontal.png,2025-02-12 13:50:54
a18ae8c3-aff1-4cbb-9714-cc685028f091,c9e22254-ef93-429a-9bba-8939d75e80f2,02c0b60a-dcaa-41c8-9be4-3e4c26087dd4,usage,Avoid contact with eyes,caution,@PRODUCTS.PRODUCT_MEDIA/labels/SUM-LIP-0006_vertical.png,2025-02-28 03:03:54
76a4e32e-49db-4a6f-84a5-1127e9186756,c9e22254-ef93-429a-9bba-8939d75e80f2,02c0b60a-dcaa-41c8-9be4-3e4c26087dd4,safety,Do not use on broken or irritated skin,caution,@PRODUCTS.PRODUCT_MEDIA/labels/SUM-LIP-0006_vertical.png,2025-02-28 03:03:54
66f96e10-7dda-404b-abca-d2dcc5950f5b,42945b9a-a394-40ea-8313-703880379eb9,74e1e6bf-7828-4173-b652-3eda40e56262,allergy,Contains fragrance,info,@PRODUCTS.PRODUCT_MEDIA/labels/THE-LIP-0007_luxury.png,2025-02-05 23:47:54
ffce6d9c-383e-4e80-b614-84c2f86cc780,42945b9a-a394-40ea-8313-703880379eb9,74e1e6bf-7828-4173-b652-3eda40e56262,safety,Do not use on broken or irritated skin,caution,@PRODUCTS.PRODUCT_MEDIA/labels/THE-LIP-0007_luxury.png,2025-02-05 23:47:54
0d48823a-a446-473d-8914-c89ecf96114c,bc7b2942-4814-443f-9f83-ae30887b7ea7,d135239b-1724-48ad-b8af-639769018731,usage,For external use only,info,@PRODUCTS.PRODUCT_MEDIA/labels/SUM-LIP-0008_minimalist.png,2025-05-31 12:40:54
fe13f85f-fc83-4c4f-a579-c421b8485eba,bc7b2942-4814-443f-9f83-ae30887b7ea7,d135239b-1724-48ad-b8af-639769018731,usage,Discontinue use if irritation occurs,warning,@PRODUCTS.PRODUCT_MEDIA/labels/SUM-LIP-0008_minimalist.png,2025-05-31 12:40:54
2f28482c-eacc-4c72-9569-a3f949fdf8b6,5baa4be0-04e2-4b87-bc26-1da30e353f4a,92148924-6679-4982-ac43-f062191ff507,storage,"Store in a cool, dry place",info,@PRODUCTS.PRODUCT_MEDIA/labels/CLI-LIP-0010_tabular.png,2025-01-04 13:37:55
e448e1c6-7c0e-4e49-9477-515bdd4af477,5baa4be0-04e2-4b87-bc26-1da30e353f4a,92148924-6679-4982-ac43-f062191ff507,usage,Avoid contact with eyes,caution,@PRODUCTS.PRODUCT_MEDIA/labels/CLI-LIP-0010_tabular.png,2025-01-04 13:37:55
116a455f-8265-4511-9c8e-72a078846c43,cbf59a8b-5596-41ec-8aa2-85740de1bffe,69433ae4-1872-4626-be95-b38b6e2aa619,usage,Avoid contact with eyes,caution,@PRODUCTS.PRODUCT_MEDIA/labels/EST-LIP-0011_luxury.png,2025-01-12 20:44:55
f4a987f1-1035-4a83-80b6-7f71126eb0ff,cbf59a8b-5596-41ec-8aa2-85740de1bffe,69433ae4-1872-4626-be95-b38b6e2aa619,usage,For external use only,info,@PRODUCTS.PRODUCT_MEDIA/labels/EST-LIP-0011_luxury.png,2025-01-12 20:44:55
1a4c1e2b-0047-4643-8daf-913d82fd0114,8a9437e5-bb37-44ed-8b92-c294663965d2,7bb6f8f0-1635-414c-aa87-46baed98693c,storage,"Store in a cool, dry place",info,@PRODUCTS.PRODUCT_MEDIA/labels/L'O-LIP-0012_luxury.png,2025-02-09 11:31:55
d0cd1e2b-16bb-4102-8796-7dd676603d6f,8a9437e5-bb37-44ed-8b92-c294663965d2,7bb6f8f0-1635-414c-aa87-46baed98693c,usage,For external use only,info,@PRODUCTS.PRODUCT_MEDIA/labels/L'O-LIP-0012_luxury.png,2025-02-09 11:31:55
18494abb-b346-4f0e-86ae-6d4ed410727f,b3b2f293-bc16-4b41-958f-7a408d03839c,960b3bfd-f650-4b78-84c1-0cdb1e6123e9,storage,Keep out of reach of children,caution,@PRODUCTS.PRODUCT_MEDIA/labels/CHA-LIP-0013_minimalist.png,2025-06-26 02:29:55
56b7d4d7-fb0c-41e6-8ef7-964620eb74ac,b3b2f293-bc16-4b41-958f-7a408d03839c,960b3bfd-f650-4b78-84c1-0cdb1e6123e9,allergy,May contain traces of nuts,warning,@PRODUCTS.PRODUCT_MEDIA/labels/CHA-LIP-0013_minimalist.png,2025-06-26 02:29:55
3e34ab85-4910-4193-ae91-b9ceaecfa1de,26b06223-5045-4f89-9fec-affaad3eb6ef,6c82d561-af8f-4526-8e75-254003beadd1,usage,Avoid contact with eyes,caution,@PRODUCTS.PRODUCT_MEDIA/labels/TAR-LIP-0014_horizontal.png,2025-01-04 17:59:55
24d52462-91e5-41c3-aef4-5b212704ea4f,26b06223-5045-4f89-9fec-affaad3eb6ef,6c82d561-af8f-4526-8e75-254003beadd1,safety,Do not use on broken or irritated skin,caution,@PRODUCTS.PRODUCT_MEDIA/labels/TAR-LIP-0014_horizontal.png,2025-01-04 17:59:55
6f86eda3-5762-40e1-8403-de3a06511dac,3d7d90a3-419f-4511-83dd-b897f1d0c348,dfc98c4c-4a29-4024-9481-666a26d09a44,storage,Keep out of reach of children,caution,@PRODUCTS.PRODUCT_MEDIA/labels/MIL-LIP-0015_tabular.png,2025-01-18 20:02:55
b45d4d48-17a1-4ad0-9aef-ba9aaa946e24,3d7d90a3-419f-4511-83dd-b897f1d0c348,dfc98c4c-4a29-4024-9481-666a26d09a44,allergy,Contains fragrance,info,@PRODUCTS.PRODUCT_MEDIA/labels/MIL-LIP-0015_tabular.png,2025-01-18 20:02:55
5a50232b-7a53-462a-ab06-ce4f4626b078,0b10bad3-945c-4db6-bc60-22c9fc378c05,e4843e53-f5a6-4aed-845e-4f5658f5ba80,storage,"Store in a cool, dry place",info,@PRODUCTS.PRODUCT_MEDIA/labels/URB-LIP-0016_vertical.png,2025-08-22 18:47:55
51c24b7a-6fcd-45f5-810f-687fcf1afebb,0b10bad3-945c-4db6-bc60-22c9fc378c05,e4843e53-f5a6-4aed-845e-4f5658f5ba80,safety,Do not use on broken or irritated skin,caution,@PRODUCTS.PRODUCT_MEDIA/labels/URB-LIP-0016_vertical.png,2025-08-22 18:47:55
9985828f-a582-4063-be13-8e7ae0ecba64,066c2bf9-71d5-4c2c-8258-216f8b39dab4,eb6c35a5-6b45-41a5-939e-7351d32882a2,allergy,Contains fragrance,info,@PRODUCTS.PRODUCT_MEDIA/labels/PAT-LIP-0018_horizontal.png,2025-11-18 22:43:55
043919d1-4dbd-4577-a67d-c5199471d87f,066c2bf9-71d5-4c2c-8258-216f8b39dab4,eb6c35a5-6b45-41a5-939e-7351d32882a2,usage,For external use only,info,@PRODUCTS.PRODUCT_MEDIA/labels/PAT-LIP-0018_horizontal.png,2025-11-18 22:43:55
f9352fab-b4b1-4285-82a9-c630ac77a878,7169fb5b-4a56-4c2d-aec0-d124ab1851bc,5bd11ba4-7ab1-4be2-8b43-74deab6d4dc2,storage,Keep out of reach of children,caution,@PRODUCTS.PRODUCT_MEDIA/labels/TAR-LIP-0020_vertical.png,2025-04-23 19:13:55
21007b2f-423a-4bf4-86d3-6dd942cbff38,7169fb5b-4a56-4c2d-aec0-d124ab1851bc,5bd11ba4-7ab1-4be2-8b43-74deab6d4dc2,usage,Avoid contact with eyes,caution,@PRODUCTS.PRODUCT_MEDIA/labels/TAR-LIP-0020_vertical.png,2025-04-23 19:13:55
1b6c0e28-0895-49fc-9e96-8654cc8ee0a3,4eb41f35-d31e-450c-b565-914386dc1711,e2f13181-5f2f-4408-bb2d-e06cca41a8e3,storage,Keep out of reach of children,caution,@PRODUCTS.PRODUCT_MEDIA/labels/MAY-LIP-0021_luxury.png,2025-08-20 20:22:56
41ad9f0b-dfe0-4a1c-bde5-f361716a673b,4eb41f35-d31e-450c-b565-914386dc1711,e2f13181-5f2f-4408-bb2d-e06cca41a8e3,usage,Avoid contact with eyes,caution,@PRODUCTS.PRODUCT_MEDIA/labels/MAY-LIP-0021_luxury.png,2025-08-20 20:22:56
3251fd6d-7982-4fbd-8f10-570080087311,0e3dabfd-dbff-42d5-addf-36bb4eae603f,f48ce2c3-b87a-4c7d-8fc2-b6e3c1078792,usage,Discontinue use if irritation occurs,warning,@PRODUCTS.PRODUCT_MEDIA/labels/RAR-LIP-0022_minimalist.png,2025-09-04 04:02:56
cfdd77e8-b062-424a-ae9a-ec7c77456f3d,0e3dabfd-dbff-42d5-addf-36bb4eae603f,f48ce2c3-b87a-4c7d-8fc2-b6e3c1078792,allergy,May contain traces of nuts,warning,@PRODUCTS.PRODUCT_MEDIA/labels/RAR-LIP-0022_minimalist.png,2025-09-04 04:02:56
