TRANSACTION_ID,SESSION_ID,PAYMENT_METHOD_ID,AMOUNT_CENTS,CURRENCY,STATUS,PSP_NAME,PSP_TRANSACTION_ID,PSP_RESPONSE,FAILURE_CODE,FAILURE_MESSAGE,CREATED_AT,UPDATED_AT
0b76cf03-8a14-483f-9504-b9abaaca5266,45d35308-910a-470b-8c1e-8d8b57dc042e,427387c6-4af1-4478-a792-3873c784cdf9,47875,USD,captured,stripe,pi_366f9569-fee8-4946-a739-,"{""status"": ""succeeded""}",,,2025-12-17 11:49:17,
0b827526-582a-49d1-9134-2ae4be589865,fe722c10-d0f8-48ac-af56-eec7dc30abeb,7377b4f7-9767-4ab0-8a3b-37c638c7a094,16387,USD,captured,stripe,pi_12ff54be-f80d-460b-9a88-,"{""status"": ""succeeded""}",,,2025-12-10 15:55:28,
0c055988-c8bc-4870-baf0-90fc36600bae,f40bde24-a3d9-413a-ab7b-0ba9af61f974,4138fe34-9adf-473a-aba1-4f7041e73fd9,11381,USD,captured,stripe,pi_4f32523c-eb8d-4699-8813-,"{""status"": ""succeeded""}",,,2025-12-13 06:52:16,
0c49d5a4-1f44-4c8d-9db2-d1c7e713de14,f9224a84-4ab4-43f2-b66a-05cb57853725,31927537-95fc-4ea3-9097-8f6b2f5def17,33295,USD,captured,stripe,pi_c717c398-dac6-4cfd-88db-,"{""status"": ""succeeded""}",,,2025-11-23 17:18:27,
0caf44fe-6d57-4494-8a94-b8b4d158b9b3,3c8d294a-4433-48f3-8182-cb7fef878977,fa3f7617-e329-404e-b8de-037c85aed209,31368,USD,captured,stripe,pi_7c3d5605-d0e4-4247-8c19-,"{""status"": ""succeeded""}",,,2025-12-05 19:19:31,
0d1d777d-d1e4-4fad-8eac-1ecb92da810e,bb207a27-dd50-461c-ae8b-8126e5cd9eda,97f55d33-dc9c-4a06-8390-922428df86a9,25332,USD,captured,stripe,pi_6690d962-df77-4f6e-a044-,"{""status"": ""succeeded""}",,,2025-12-14 15:31:22,
0d3f93d3-12dd-4532-b2d4-9b830613b6ee,63e80e22-db09-4e07-851c-e989e17d1a06,427387c6-4af1-4478-a792-3873c784cdf9,29196,USD,captured,stripe,pi_1aca0e85-b2da-418b-bdd1-,"{""status"": ""succeeded""}",,,2025-12-08 04:44:07,
0d4c5764-40b1-405a-95f6-f0a6baf3650d,6e03afff-c645-47da-9a03-c413e4c0b4b9,2fd75892-dc73-415b-ab1a-a5f67e9a6caa,7284,USD,captured,stripe,pi_d960d79c-03ad-47cf-a293-,"{""status"": ""succeeded""}",,,2025-11-25 12:21:28,
0d64e40e-1465-4119-95dd-21a238ac609c,c21327e3-6fda-48c4-b5a3-7158ce8b0e69,baa870d2-584c-445c-bc3e-92406bfefdef,18871,USD,captured,stripe,pi_7774dfb1-4e9b-4dae-94c5-,"{""status"": ""succeeded""}",,,2025-12-07 02:08:26,
0d7cf929-328a-4f6e-9413-c82ee4cad40b,5ddfd2e1-a225-4e59-a5a7-c3702c2c1063,7df957d8-a0ea-48cf-afeb-0765fe0fbd28,34677,USD,captured,stripe,pi_5943eb39-25d2-4f7f-8483-,"{""status"": ""succeeded""}",,,2025-12-01 02:04:28,
0e07eff0-318f-4024-a209-478e0fef1770,22cb0eca-16a3-46e4-8a1f-09bbfacbaaa2,842978f0-2915-4541-93c4-5b9707dbb891,32477,USD,captured,stripe,pi_692d8cd9-8125-4460-a6f1-,"{""status"": ""succeeded""}",,,2025-12-16 10:04:41,
0ef4145d-b0d7-4525-8475-e5fb39160642,0d9e72a2-dcdc-4ff2-9275-1589ecea5159,666041ca-4379-4fba-9560-8ec6aaab6ece,20662,USD,captured,stripe,pi_4c45a39c-29d7-4b8b-8dca-,"{""status"": ""succeeded""}",,,2025-12-08 06:33:40,
103a42fc-8c53-4cc5-b097-c45e7ef32fa0,99582c6a-74e6-41c1-885b-64dbf49c3ba8,4414081d-52c4-4749-b869-5009f975af9a,9956,USD,captured,stripe,pi_dc6a80c2-4851-4450-b2ea-,"{""status"": ""succeeded""}",,,2025-12-08 21:54:15,
10ea42eb-6dd6-4d6e-8889-3ad2ca57e60c,eda0434c-3fe8-4f48-8233-5de723ea6dea,5b60b506-fffb-430f-9395-9f4e56f02ed7,12894,USD,captured,stripe,pi_f0d5ef10-9bc9-4d5d-8889-,"{""status"": ""succeeded""}",,,2025-11-20 16:20:42,
10fde50b-3c08-4f64-b453-1347f37f885b,510fea82-664d-49e2-92e2-d8d0a99b053f,a8d4af2f-fd55-4b13-b9e9-0754505530b8,11481,USD,captured,stripe,pi_bd29a6c5-eaba-4175-a90f-,"{""status"": ""succeeded""}",,,2025-12-06 19:24:05,
113b8318-4439-4082-b0b3-4fed8aee2655,2ab9f49f-0a5a-46ee-998f-fd7722a38108,b0f6964e-472b-4f77-b09d-006d671bcef7,40183,USD,captured,stripe,pi_f130bf24-1cdf-480c-b919-,"{""status"": ""succeeded""}",,,2025-12-10 18:53:23,
1195c194-c2c5-4e79-83c2-66dab66b5874,77b48e40-e720-45b3-b9e5-4dde2ce79457,1ec6b6f9-7222-4e50-8780-a7fbe9cd25bb,17038,USD,captured,stripe,pi_99b1b667-4255-41fd-8a17-,"{""status"": ""succeeded""}",,,2025-12-17 17:04:13,
11d42924-1812-4345-ba80-e26b340361fe,f7c978eb-5919-4dd8-8715-e243b4ee32fd,48216aff-6d29-450c-b3ed-f9c1fdf31a9b,7355,USD,captured,stripe,pi_3e01f5a3-f97a-402b-918d-,"{""status"": ""succeeded""}",,,2025-11-20 04:14:31,
11e2ec3f-d4d9-4d19-81e7-77af9bd51b6e,4aed0a3d-15da-4a0d-9fbe-a2fba3048ffe,12b4e880-97a6-49b7-8427-55d03d01a924,32925,USD,captured,stripe,pi_f151da46-b55e-437c-93e6-,"{""status"": ""succeeded""}",,,2025-12-07 10:11:39,
124a769d-215a-486f-8c06-270932b3b009,4bce49aa-b94e-435f-ae74-3dd7f76e4f73,55ba4abe-51c2-4cf8-b49b-72237f15d690,31427,USD,captured,stripe,pi_9e9fe6da-431f-4952-adad-,"{""status"": ""succeeded""}",,,2025-12-09 23:32:15,
125e3626-fbb5-487d-9e5c-7c52b11ca026,35c56833-3d24-41ac-9c9d-60f5e066f1d0,c4430f02-3bbe-4e7c-9822-c134578ec27d,45755,USD,captured,stripe,pi_e7b2390d-ee4e-42a7-a33f-,"{""status"": ""succeeded""}",,,2025-12-19 21:34:16,
126be70c-8dc7-474a-a2b1-783262e60b62,84e898d4-8772-4fcf-994a-eb399e103ef6,35a93d60-9a68-4b66-a11a-43658494d270,28052,USD,captured,stripe,pi_7d9c9fbf-d965-46cd-8468-,"{""status"": ""succeeded""}",,,2025-11-30 22:32:41,
137a3f45-27b5-4fd2-a892-982a0feccf56,82c2f26d-8a19-4fe9-94f1-965537a8dfba,1c3105f1-a752-4172-8f61-b15e8c68bf15,4525,USD,captured,stripe,pi_4e9024cd-463b-4c70-ab50-,"{""status"": ""succeeded""}",,,2025-12-04 17:38:07,
13c13fb0-f378-4633-87f0-4db78f7e2014,74827c85-67ab-4951-bfbc-8a53d00c70da,b23c2de6-127e-446e-8d22-4bd5c5cf90bc,16476,USD,captured,stripe,pi_f1d85850-eed0-4c5e-86af-,"{""status"": ""succeeded""}",,,2025-12-01 18:33:38,
13d4c14d-0427-48d6-9c4b-94da08230e8a,04a52aa0-94bf-400c-b30b-b544c3af63b3,3d928c60-0284-4366-be6a-f8396022e384,32657,USD,captured,stripe,pi_88ae3374-cc8e-47c9-b73a-,"{""status"": ""succeeded""}",,,2025-11-28 16:44:30,
13d9772c-2504-43f4-b947-918d7a6ae7a9,cdb03b76-ef1c-4084-bab5-ad91eeeb02c9,ff2487a1-e512-42c7-9e2f-aac5db165fcc,22955,USD,captured,stripe,pi_f1558a9b-a35c-4a92-8a79-,"{""status"": ""succeeded""}",,,2025-12-07 01:32:21,
14ae3769-1c65-4816-8940-92164b401f6d,d001ece6-368d-477e-ba8b-7e1a95d7c356,1ef1f8ab-162f-4401-a70f-f09bc036de45,33314,USD,captured,stripe,pi_b9549fe4-968d-4983-a10e-,"{""status"": ""succeeded""}",,,2025-12-06 12:11:22,
14b40a33-bf6c-412f-a9dd-3e15acc1b741,bc321c0d-6fec-43e5-b4fb-2d055a855fc6,bcf5bbd7-7f55-430b-adfd-c53cc23a9cfa,30888,USD,captured,stripe,pi_f819b394-011f-4154-85f8-,"{""status"": ""succeeded""}",,,2025-11-30 01:07:38,
14c99b5d-a030-4716-9c8d-66b658b1073a,499921c0-a5b7-4968-a114-b8528be52545,b79a9838-8628-4741-abf3-7dda61d58078,13605,USD,captured,stripe,pi_c4c4c115-357d-468d-aa43-,"{""status"": ""succeeded""}",,,2025-12-18 11:59:37,
151a823b-9c5a-4a53-9427-1b1342412eac,d30a7570-7a4d-42cd-b374-5fb1b0859ff9,496f622a-3172-4b80-9fb7-2c1c194dc7e8,36637,USD,captured,stripe,pi_72d203eb-7ba2-4c68-aeea-,"{""status"": ""succeeded""}",,,2025-11-28 22:10:30,
15bc6a8e-0adc-4d14-9770-f39a5ba2fa4b,a07e9572-2aa5-4e5f-9bf4-d87f2389ea17,672a7272-2378-4303-987c-9a4658943b07,30194,USD,captured,stripe,pi_8a1a88ad-62db-4b66-ba66-,"{""status"": ""succeeded""}",,,2025-12-08 09:05:17,
16005c0a-9684-4332-b00c-52bedb9fa43d,740615ed-e575-42a5-b930-57ae238ce81b,666041ca-4379-4fba-9560-8ec6aaab6ece,9280,USD,captured,stripe,pi_27e3d2f5-9f48-46b2-89b6-,"{""status"": ""succeeded""}",,,2025-11-24 16:17:13,
1676bddf-1cb2-45a6-b33c-f48b774f7da1,696578f3-750d-4f57-a741-38336b7b5e19,7bddece1-c0ac-4338-8b13-032fc09392d4,9213,USD,captured,stripe,pi_1b26deca-ef12-42c3-853a-,"{""status"": ""succeeded""}",,,2025-12-07 09:24:16,
16ab90c1-164e-4790-b512-59047aff3c0b,85e82c1e-e254-486b-88bb-30fad69c1b4c,0b01f6b3-4d9e-48c2-a5ef-44a60c0e4243,31087,USD,captured,stripe,pi_18df3303-a6eb-41c9-9943-,"{""status"": ""succeeded""}",,,2025-11-23 14:08:10,
175e41ba-6917-45ca-914e-d068fbcb3ae6,9d6253ab-e085-4351-af88-6425430716ed,84a26fc5-2650-41f4-a134-26aaa53ed4fb,6483,USD,captured,stripe,pi_6e9b8e43-97f0-48eb-a778-,"{""status"": ""succeeded""}",,,2025-12-01 23:18:03,
1761da1c-f3a3-4b13-a3e0-3fd6706add92,df856091-6df7-4399-bf33-58be5f09c5ab,097241e2-73e5-4b12-b26b-2dd7ab260254,5651,USD,captured,stripe,pi_1832c05b-638a-488b-995b-,"{""status"": ""succeeded""}",,,2025-12-10 12:14:33,
17fb210d-8f30-4e71-91fc-9a9bc39aefdc,1b9de660-99cd-44af-b086-2a6ba56ef13b,f4a9ed0e-4071-45a3-a869-22e0c2732db2,11451,USD,captured,stripe,pi_0d4eeac7-175d-4ecc-a78d-,"{""status"": ""succeeded""}",,,2025-11-30 07:47:09,
17fd1210-f219-437c-a884-3759fd81e261,33ddf744-f009-496f-8e19-9a66a03233fd,edcd1844-e1dd-4f6c-a6cc-1a10f61949f6,18556,USD,captured,stripe,pi_004c4075-5c30-4b3b-9a27-,"{""status"": ""succeeded""}",,,2025-12-13 05:54:37,
180e1731-cfdd-4902-a3f3-f53f4a285c79,7d016613-eac0-4468-951c-72ffa8651d80,53f6cfbb-60f1-4ec2-9abe-edbd4eab294f,29510,USD,captured,stripe,pi_24ed4f3b-ca55-4d60-b12f-,"{""status"": ""succeeded""}",,,2025-12-02 04:46:35,
1827c1d3-d649-41ea-a4b7-9f4b9df7d44f,3ed20161-531e-4e72-b99f-2eb59a3f8edf,3a11a890-d9a0-4ae2-bc4e-c4a170794409,24005,USD,captured,stripe,pi_6095abee-c024-4fce-b9ce-,"{""status"": ""succeeded""}",,,2025-11-26 20:05:28,
188f81b4-f92a-4404-bcc0-5efb9e241191,09e68324-b17d-46f9-a54c-9adc59549fa9,3f8cd6d7-bab3-4569-9cbd-723ca5c26941,15698,USD,captured,stripe,pi_1bf454b0-975b-4584-a835-,"{""status"": ""succeeded""}",,,2025-12-11 21:12:39,
18cc85c4-b7f2-4d04-b1b3-6444a556c176,1b52cac1-7e33-4258-bcb8-2371e5936a0e,71bead71-b7c4-47c1-a417-5044c6332c83,39159,USD,captured,stripe,pi_33b618eb-b2fe-415d-a5d5-,"{""status"": ""succeeded""}",,,2025-12-06 11:30:20,
18e64fd4-c734-43b9-a237-a6efd6c4c315,d2c6fd13-f53a-4e06-bc8c-a4ab80d3ee29,efdf2063-04f7-4245-9bd9-e351e19eaa20,33809,USD,captured,stripe,pi_ab3444f6-6512-4f52-a341-,"{""status"": ""succeeded""}",,,2025-12-10 19:15:06,
19ddde5f-88a4-4ad8-95ed-3f8ebb7bace7,60d9e07e-3583-4740-9831-54b4e9898781,dad17ff2-dd18-4d42-b7b7-611dcb5abc23,18502,USD,captured,stripe,pi_52175233-5069-405e-93df-,"{""status"": ""succeeded""}",,,2025-12-18 09:09:33,
1a02b51e-4e0a-4398-b146-06d4e8e41fc5,e6b6b9e8-3461-4fec-b058-0ddfcf03fa74,91c7109d-dbc3-40a6-8ccc-d34d3ac54a5b,7332,USD,captured,stripe,pi_2593e62a-9669-4dd8-8440-,"{""status"": ""succeeded""}",,,2025-11-20 07:50:34,
1a8942da-4dc1-40c5-b35a-b481a31c133c,c4bf7265-831a-47c1-8e16-3856d164d74a,f201bc4c-2f01-40f5-b439-a725a70eca8e,21911,USD,captured,stripe,pi_8da04c55-bbba-438d-bf3e-,"{""status"": ""succeeded""}",,,2025-12-11 03:15:36,
1ad7b05f-003d-416d-8e2f-d713fa405999,a2c0f69a-0376-44ae-b321-19e969e00edc,221e4e22-36f1-4997-ba5e-639934d88457,30253,USD,captured,stripe,pi_31572307-3108-43ae-b0ea-,"{""status"": ""succeeded""}",,,2025-12-12 20:05:27,
1b005d03-1b96-483c-bdfd-5be52e41208b,407cf855-6381-4478-b020-a772a4d6074d,f44194db-c85a-480b-b906-5224941c29a4,15217,USD,captured,stripe,pi_1021e491-0e78-4d1c-b18d-,"{""status"": ""succeeded""}",,,2025-11-24 19:40:42,
1b402268-323f-407e-a07a-70c5e4c5144d,07e609b1-d581-4c8b-b55a-29bce7be664f,05af4b37-dc44-44a1-8293-a525a7e7ed70,13005,USD,captured,stripe,pi_b1108813-977c-412b-b966-,"{""status"": ""succeeded""}",,,2025-12-13 15:29:21,
1b904c60-0728-49e7-b41e-fc361650c971,54ccba3a-2ed0-4c1d-8f67-a35c549b0df8,bb1db910-92e9-49a8-8620-b5816f956d77,33476,USD,captured,stripe,pi_8e6709b1-acd7-4a25-85c7-,"{""status"": ""succeeded""}",,,2025-12-03 21:12:16,
1c1559de-c641-4f26-a40b-c75ac5db78af,658a9c36-69ad-4cf6-a674-1ebe44f13400,c3b8dbb7-24c7-4ecd-8d6b-ae667995fea2,3658,USD,captured,stripe,pi_887bd5ec-072d-45b4-b690-,"{""status"": ""succeeded""}",,,2025-11-21 01:22:02,
1c2cb773-3739-4859-8b45-df73ba070d76,9a8f530d-cd94-48a4-a8dd-5e2ed073ed50,54032aa4-7637-4d13-944e-965a1b7071ca,15698,USD,captured,stripe,pi_6da6df5a-aa65-434b-8ff4-,"{""status"": ""succeeded""}",,,2025-12-04 12:01:40,
1caa82fb-0ae0-48fa-a246-f7117f543fdc,0ce8bae7-d664-4fb5-b303-3f8671fec40f,4503a37d-d2a9-4ebe-85f4-708cae5137ac,23848,USD,captured,stripe,pi_eb13810e-d670-4ecd-bb8e-,"{""status"": ""succeeded""}",,,2025-11-21 13:05:11,
1cab882b-1fde-411d-a2d0-9dd2572dfe37,3d101a6c-d75c-4f45-81b1-5204d9c3aa36,4551fc41-aeb6-44a7-8db3-0bc11fb8fe11,14981,USD,captured,stripe,pi_9a66d70c-4753-4ad9-ad15-,"{""status"": ""succeeded""}",,,2025-12-11 04:11:22,
1d125756-3172-4377-95bb-574cd469d937,1e155415-4b4a-4752-8ce9-e913093aa9d6,fecc67ae-8a56-43f2-880b-8d843d6eecdc,32508,USD,captured,stripe,pi_c4fcab3a-0c7f-4a86-8421-,"{""status"": ""succeeded""}",,,2025-11-23 06:49:25,
1d2bec58-b666-48b1-9a55-7c03b97ab330,46ae5fa8-72f2-4802-9362-bf0debf9617c,81e43f19-acfc-458d-aaeb-133aad03f624,26428,USD,captured,stripe,pi_77900237-0f40-467d-ba74-,"{""status"": ""succeeded""}",,,2025-12-07 04:43:11,
1d3ef6c2-db8c-4a9c-8989-f15163f04fe8,013e818b-b94c-4bd9-84b9-a4a2ff3a29fd,4aadb0a6-d412-4c5a-8e91-53aca5e126c4,27410,USD,captured,stripe,pi_8f32244b-1e28-4588-ba07-,"{""status"": ""succeeded""}",,,2025-12-15 14:00:37,
1d902497-4635-4030-a66c-334df06a0c6f,770b5cf6-a102-4e05-bca3-d32b298cf16b,94803c6d-5f90-4e04-b7d1-595ca21abec8,25311,USD,captured,stripe,pi_2ef3992f-8113-4093-aded-,"{""status"": ""succeeded""}",,,2025-12-19 15:00:30,
1de451cd-cc70-491a-ae69-2b4bd3834b9f,dcf4a89e-5934-4dc8-8ec8-eb46b7660bc0,b84ff8dd-c4c1-4cb5-994b-585b31ac9364,20297,USD,captured,stripe,pi_470f760e-c9a0-49a0-bab9-,"{""status"": ""succeeded""}",,,2025-12-01 04:37:10,
1e2a4ff8-9c4f-4ef6-9298-fcf0c4e13cb0,12ccae74-58b0-4896-a1c2-f97ce3c79a3c,b17be61f-9f59-4888-abbe-111d238863fb,31763,USD,captured,stripe,pi_f5f68fae-5bc6-45f6-b697-,"{""status"": ""succeeded""}",,,2025-12-13 12:01:06,
